bbref_id,nba_id,player_name,source,confidence
lillada01,203081,Damian Lillard,authoritative,high
littlna01,1629642,Nassir Little,stub_reconstruction,high
livelde01,1641726,Dereck Lively II,stub_reconstruction,high
liveris01,1630587,Isaiah Livers,stub_reconstruction,high
livinch01,1641753,Chris Livingston,stub_reconstruction,high
loftoke01,1631254,Kenneth Lofton Jr.,stub_reconstruction,high
looneke01,1626172,Kevon Looney,authoritative,high
lopezbr01,201572,Brook Lopez,authoritative,high
lopezro01,201577,Robin Lopez,authoritative,high
loveke01,201567,Kevin Love,authoritative,high
lowryky01,200768,Kyle Lowry,authoritative,high
lundbga01,1630994,Gabriel Lundberg,stub_reconstruction,high
lundyse01,1641754,Seth Lundy,stub_reconstruction,high
luwawti01,1627789,Timothe Luwawu-Cabarrot,authoritative,high
lylestr01,1626168,Trey Lyles,authoritative,high
makerth01,1627748,Thon Maker,authoritative,high
maledth01,1630177,Theo Maledon,stub_reconstruction,high
mamuksa01,1630572,Sandro Mamukelashvili,stub_reconstruction,high
maneka01,1630211,Karim Mane,stub_reconstruction,high
mannini01,1630185,Nico Mannion,stub_reconstruction,high
mannte01,1629611,Terance Mann,stub_reconstruction,high
manntr01,1630544,Tre Mann,stub_reconstruction,high
marjabo01,1626246,Boban Marjanovic,authoritative,high
markkla01,1628374,Lauri Markkanen,authoritative,high
marshna01,1630230,Naji Marshall,stub_reconstruction,high
martica02,1628997,Caleb Martin,stub_reconstruction,high
martico01,1628998,Cody Martin,stub_reconstruction,high
martija02,1641798,Jaylen Martin,stub_reconstruction,high
martije02,1629725,Jeremiah Martin,stub_reconstruction,high
martity01,1631213,Tyrese Martin,stub_reconstruction,high
masonfr01,1628412,Frank Mason III,authoritative,high
mathega01,1629726,Garrison Mathews,stub_reconstruction,high
mathida01,1629751,Dakota Mathias,stub_reconstruction,high
mathube01,1631097,Bennedict Mathurin,stub_reconstruction,high
matthwe02,202083,Wesley Matthews,authoritative,high
maxeyty01,1630178,Tyrese Maxey,stub_reconstruction,high
mayssk01,1630219,Skylar Mays,stub_reconstruction,high
mcbrimi01,1630540,Miles McBride,stub_reconstruction,high
mccaija01,1642272,Jared McCain,stub_reconstruction,high
mccawpa01,1627775,Patrick McCaw,authoritative,high
mccluma01,1630644,Mac McClung,stub_reconstruction,high
mccolcj01,203468,CJ McCollum,authoritative,high
mccontj01,204456,T.J. McConnell,authoritative,high
mcculke01,1641755,Kevin McCullar Jr.,stub_reconstruction,high
mcderdo01,203926,Doug McDermott,authoritative,high
mcderse01,1630253,Sean McDermott,stub_reconstruction,high
mcgeeja01,201580,JaVale McGee,authoritative,high
mcgowbr01,1631121,Bryce McGowens,stub_reconstruction,high
mcgrica01,1630787,Cameron McGriff,stub_reconstruction,high
mcgruro01,203585,Rodney McGruder,authoritative,high
mckinal01,1628035,Alfonzo McKinnie,authoritative,high
mclauja01,1630605,JaQuori McLaughlin,stub_reconstruction,high
mclaujo01,1629162,Jordan McLaughlin,stub_reconstruction,high
mclembe01,203463,Ben McLemore,authoritative,high
mcveija01,1629098,Jack McVeigh,stub_reconstruction,high
mellini01,1629740,Nicolo Melli,stub_reconstruction,high
meltode01,1629001,De'Anthony Melton,authoritative,high
mensana01,1641877,Nathan Mensah,stub_reconstruction,high
merrisa01,1630241,Sam Merrill,stub_reconstruction,high
metuch01,1629002,Chimezie Metu,authoritative,high
micicva01,203995,Vasilije Micic,stub_reconstruction,high
middlkh01,203114,Khris Middleton,authoritative,high
millebr02,1641706,Brandon Miller,stub_reconstruction,high
milleda01,203121,Darius Miller,authoritative,high
milleem01,1641801,Emanuel Miller,stub_reconstruction,high
millejo02,1641757,Jordan Miller,stub_reconstruction,high
millele01,1631159,Leonard Miller,stub_reconstruction,high
millspa01,200794,Paul Millsap,authoritative,high
millspa02,201988,Patty Mills,authoritative,high
miltosh01,1629003,Shake Milton,authoritative,high
minayju01,1631303,Justin Minaya,stub_reconstruction,high
minixri01,1642434,Riley Minix,stub_reconstruction,high
minotjo01,1631169,Josh Minott,stub_reconstruction,high
missiyv01,1642274,Yves Missi,stub_reconstruction,high
mitchaj01,1642349,Ajay Mitchell,stub_reconstruction,high
mitchda01,1630558,Davion Mitchell,stub_reconstruction,high
mitchdo01,1628378,Donovan Mitchell,authoritative,high
mobleev01,1630596,Evan Mobley,stub_reconstruction,high
mobleis01,1630600,Isaiah Mobley,stub_reconstruction,high
mogbojo01,1642367,Jonathan Mogbo,stub_reconstruction,high
mokokad01,1629690,Adam Mokoka,stub_reconstruction,high
monekch01,1631320,Chima Moneke,stub_reconstruction,high
monkma01,1628370,Malik Monk,authoritative,high
monrogr01,202328,Greg Monroe,authoritative,high
moodymo01,1630541,Moses Moody,stub_reconstruction,high
moonema01,1629760,Matt Mooney,stub_reconstruction,high
moonxa01,1629875,Xavier Moon,stub_reconstruction,high
mooreet01,202734,E'Twaun Moore,authoritative,high
mooreta02,1631386,Taze Moore,stub_reconstruction,high
moorewe01,1631111,Wendell Moore Jr.,stub_reconstruction,high
moranja01,1629630,Ja Morant,stub_reconstruction,high
morgaju01,1629752,Juwan Morgan,stub_reconstruction,high
morrija01,1628537,Jaylen Morris,authoritative,high
morrima02,202693,Markieff Morris,authoritative,high
morrima03,202694,Marcus Morris Sr.,authoritative,high
morrimo01,1628420,Monte Morris,authoritative,high
mudiaem01,1626144,Emmanuel Mudiay,authoritative,high
muldemy01,1628539,Mychal Mulder,stub_reconstruction,high
murphtr02,1630530,Trey Murphy III,stub_reconstruction,high
murrade01,1627749,Dejounte Murray,authoritative,high
murraja01,1627750,Jamal Murray,authoritative,high
murrake02,1631099,Keegan Murray,stub_reconstruction,high
murrakr01,1631200,Kris Murray,stub_reconstruction,high
muscami01,203488,Mike Muscala,authoritative,high
mykhasv01,1629004,Svi Mykhailiuk,authoritative,high
naderab01,1627846,Abdel Nader,authoritative,high
nancela02,1626204,Larry Nance Jr.,authoritative,high
nancepe01,1631250,Pete Nance,stub_reconstruction,high
nembhan01,1629614,Andrew Nembhard,stub_reconstruction,high
nesmiaa01,1630174,Aaron Nesmith,stub_reconstruction,high
netora01,203526,Raul Neto,authoritative,high
newtotr01,1641803,Tristen Newton,stub_reconstruction,high
nfalyda01,1642368,N'Faly Dante,stub_reconstruction,low_nickname
niangge01,1627777,Georges Niang,authoritative,high
nixda01,1630227,Daishen Nix,stub_reconstruction,high
nnajize01,1630192,Zeke Nnaji,stub_reconstruction,high
noelne01,203457,Nerlens Noel,authoritative,high
norrimi01,1641936,Miles Norris,stub_reconstruction,high
nowelja01,1629669,Jaylen Nowell,stub_reconstruction,high
nowelma01,1641806,Markquis Nowell,stub_reconstruction,high
ntilila01,1628373,Frank Ntilikina,authoritative,high
nunnaja01,203263,James Nunnally,authoritative,high
nunnke01,1629134,Kendrick Nunn,stub_reconstruction,high
nurkiju01,203994,Jusuf Nurkic,authoritative,high
nwabada01,1628021,David Nwaba,authoritative,high
nworajo01,1629670,Jordan Nwora,stub_reconstruction,high
ojelese01,1628400,Semi Ojeleye,authoritative,high
okafoja01,1626143,Jahlil Okafor,authoritative,high
okekech01,1629643,Chuma Okeke,stub_reconstruction,high
okogijo01,1629006,Josh Okogie,authoritative,high
okongon01,1630168,Onyeka Okongwu,stub_reconstruction,high
okorois01,1630171,Isaac Okoro,stub_reconstruction,high
okpalkz01,1629644,KZ Okpala,stub_reconstruction,high
oladivi01,203506,Victor Oladipo,authoritative,high
olivaqu01,1642439,Quincy Olivari,stub_reconstruction,high
oliveca01,1628419,Cameron Oliver,stub_reconstruction,high
olynyke01,203482,Kelly Olynyk,authoritative,high
omorueu01,1630647,Eugene Omoruyi,stub_reconstruction,high
onealro01,1626220,Royce O'Neale,authoritative,high
onimi01,1629671,Miye Oni,stub_reconstruction,high
osmande01,1626224,Cedi Osman,authoritative,high
oturuda01,1630187,Daniel Oturu,stub_reconstruction,high
oubreke01,1626162,Kelly Oubre Jr.,authoritative,high
palmetr01,1629309,Trayvon Palmer,stub_reconstruction,high
pangoke01,1630698,Kevin Pangos,stub_reconstruction,high
parkeja01,203953,Jabari Parker,authoritative,high
pascher01,1629672,Eric Paschall,stub_reconstruction,high
pasecan01,1628394,Anzejs Pasecniks,stub_reconstruction,high
pattepa01,202335,Patrick Patterson,authoritative,high
pattoju01,1628383,Justin Patton,authoritative,high
paulch01,101108,Chris Paul,authoritative,high
payneca01,1626166,Cameron Payne,authoritative,high
paytoel01,203901,Elfrid Payton,authoritative,high
paytoga02,1627780,Gary Payton II,authoritative,high
pelleno01,203658,Norvel Pelle,stub_reconstruction,high
pereima01,1641970,Maozinha Pereira,stub_reconstruction,high
perryre01,1629617,Reggie Perry,stub_reconstruction,high
peterdr01,1641809,Drew Peterson,stub_reconstruction,high
petrufi01,1630196,Filip Petrusev,stub_reconstruction,high
phillju01,1641763,Julian Phillips,stub_reconstruction,high
pinsoth01,1629033,Theo Pinson,authoritative,high
pippesc02,1630590,Scotty Pippen Jr.,stub_reconstruction,high
plowdda01,1631342,Daeqwon Plowden,stub_reconstruction,high
plumlma01,203486,Mason Plumlee,authoritative,high
podzibr01,1641764,Brandin Podziemski,stub_reconstruction,high
poeltja01,1627751,Jakob Poeltl,authoritative,high
poirivi01,1629738,Vincent Poirier,stub_reconstruction,high
pokusal01,1630197,Aleksej Pokusevski,stub_reconstruction,high
ponsyv01,1630582,Yves Pons,stub_reconstruction,high
poolejo01,1629673,Jordan Poole,stub_reconstruction,high
portecr01,1641854,Craig Porter Jr.,stub_reconstruction,high
portejo01,1629007,Jontay Porter,stub_reconstruction,high
porteke02,1629645,Kevin Porter Jr.,stub_reconstruction,high
portemi01,1629008,Michael Porter Jr.,stub_reconstruction,high
porteot01,203490,Otto Porter Jr.,authoritative,high
portibo01,1626171,Bobby Portis,authoritative,high
porzikr01,204001,Kristaps Porzingis,authoritative,high
postqu01,1642366,Quinten Post,stub_reconstruction,high
pottemi01,1630695,Micah Potter,stub_reconstruction,high
poweldw01,203939,Dwight Powell,authoritative,high
powelmy01,1629619,Myles Powell,stub_reconstruction,high
powelno01,1626181,Norman Powell,authoritative,high
prestja01,1630554,Jason Preston,stub_reconstruction,high
primojo01,1630563,Joshua Primo,stub_reconstruction,high
princta02,1627752,Taurean Prince,authoritative,high
pritcpa01,1630202,Payton Pritchard,stub_reconstruction,high
prospol01,1641765,Olivier-Maxence Prosper,stub_reconstruction,high
pullizy01,1642389,Zyon Pullin,stub_reconstruction,high
queentr01,1630243,Trevelin Queen,stub_reconstruction,high
quetane01,1629674,Neemias Queta,stub_reconstruction,high
quickim01,1630193,Immanuel Quickley,stub_reconstruction,high
quinole01,1631311,Lester Quinones,stub_reconstruction,high
ramseja01,1630186,Jahmi'us Ramsey,stub_reconstruction,high
randlch01,1626184,Chasson Randle,authoritative,high
randlju01,203944,Julius Randle,authoritative,high
reathdu01,1641871,Duop Reath,stub_reconstruction,high
reaveau01,1630559,Austin Reaves,stub_reconstruction,high
reddica01,1629629,Cam Reddish,stub_reconstruction,high
redicjj01,200755,JJ Redick,authoritative,high
reedda01,1628432,Davon Reed,authoritative,high
reedpa01,1630194,Paul Reed,stub_reconstruction,high
reeseal01,1642024,Alex Reese,stub_reconstruction,high
reevean01,1641810,Antonio Reeves,stub_reconstruction,high
reidna01,1629675,Naz Reid,stub_reconstruction,high
reynoca01,1629244,Cam Reynolds,authoritative,high
rhodeja01,1631197,Jared Rhoden,stub_reconstruction,high
richajo01,1626196,Josh Richardson,authoritative,high
richani01,1630208,Nick Richards,stub_reconstruction,high
rillegr01,1630203,Grant Riller,stub_reconstruction,high
risacza01,1642258,Zaccharie Risacher,stub_reconstruction,high
riverau01,203085,Austin Rivers,authoritative,high
robbili01,1641857,Liam Robbins,stub_reconstruction,high
roberan03,203460,Andre Roberson,authoritative,high
robindu01,1629130,Duncan Robinson,authoritative,high
robingl02,203922,Glenn Robinson III,authoritative,high
robinje01,1629010,Jerome Robinson,authoritative,high
robinju01,1629620,Justin Robinson,stub_reconstruction,high
robinmi01,1629011,Mitchell Robinson,authoritative,high
robinor01,1631115,Orlando Robinson,stub_reconstruction,high
robyis01,1629676,Isaiah Roby,stub_reconstruction,high
roddyda01,1631223,David Roddy,stub_reconstruction,high
rolliry01,1631157,Ryan Rollins,stub_reconstruction,high
rondora01,200765,Rajon Rondo,authoritative,high
rosede01,201565,Derrick Rose,authoritative,high
rosste01,203082,Terrence Ross,authoritative,high
roweja01,1642050,Jackson Rowe,stub_reconstruction,high
roziete01,1626179,Terry Rozier,authoritative,high
rubiori01,201937,Ricky Rubio,authoritative,high
ruperra01,1641712,Rayan Rupert,stub_reconstruction,high
russeda01,1626156,D'Angelo Russell,authoritative,high
ryanma01,1630346,Matt Ryan,stub_reconstruction,high
sabondo01,1627734,Domantas Sabonis,authoritative,high
samanlu01,1629677,Luka Samanic,stub_reconstruction,high
sampsja02,203960,JaKarr Sampson,authoritative,high
samueje01,1631257,Jermaine Samuels Jr.,stub_reconstruction,high
sanogad01,1641766,Adama Sanogo,stub_reconstruction,high
santogu01,1630611,Gui Santos,stub_reconstruction,high
saricda01,203967,Dario Saric,authoritative,high
sarral01,1642259,Alex Sarr,stub_reconstruction,high
sarrol01,1630846,Olivier Sarr,stub_reconstruction,high
sassema01,1631204,Marcus Sasser,stub_reconstruction,high
satorto01,203107,Tomas Satoransky,authoritative,high
schakjo01,1630648,Jordan Schakel,stub_reconstruction,high
scheiba01,1631248,Baylor Scheierman,stub_reconstruction,high
schofad01,1629678,Admiral Schofield,stub_reconstruction,high
schrode01,203471,Dennis Schroder,authoritative,high
scottmi01,203118,Mike Scott,authoritative,high
scotttr01,1630286,Trevon Scott,stub_reconstruction,high
scrubja01,1630206,Jay Scrubb,stub_reconstruction,high
seabrde01,1631220,Dereon Seabron,stub_reconstruction,high
seldewa01,1627782,Wayne Selden,authoritative,high
sengual01,1630578,Alperen Sengun,stub_reconstruction,high
sensabr01,1641729,Brice Sensabaugh,stub_reconstruction,high
sextoco01,1629012,Collin Sexton,authoritative,high
shamela01,1629013,Landry Shamet,authoritative,high
shannte01,1630545,Terrence Shannon Jr.,stub_reconstruction,high
sharpda01,1630549,Day'Ron Sharpe,stub_reconstruction,high
sharpsh01,1631101,Shaedon Sharpe,stub_reconstruction,high
sheadja01,1642347,Jamal Shead,stub_reconstruction,high
sheppbe01,1641767,Ben Sheppard,stub_reconstruction,high
sheppre01,1642263,Reed Sheppard,stub_reconstruction,high
shumpim01,202697,Iman Shumpert,authoritative,high
siakapa01,1627783,Pascal Siakam,authoritative,high
silvach01,1629735,Chris Silva,stub_reconstruction,high
simmobe01,1627732,Ben Simmons,authoritative,high
simmoko01,1628424,Kobi Simmons,authoritative,high
simonan01,1629014,Anfernee Simons,authoritative,high
simonma01,1630250,Marko Simonovic,stub_reconstruction,high
simpskj01,1642354,KJ Simpson,stub_reconstruction,high
simpsza01,1630285,Zavier Simpson,stub_reconstruction,high
simsja01,1631301,Jaylen Sims,stub_reconstruction,high
simsje01,1630579,Jericho Sims,stub_reconstruction,high
sirvyde01,1629686,Deividas Sirvydis,stub_reconstruction,high
skapidm01,1631376,Dmytro Skapintsev,stub_reconstruction,high
slawsja01,1641771,Jalen Slawson,stub_reconstruction,high
smailal01,1629346,Alen Smailagic,stub_reconstruction,high
smartja01,1630606,Javonte Smart,stub_reconstruction,high
smartma01,203935,Marcus Smart,authoritative,high
smithde03,1628372,Dennis Smith Jr.,authoritative,high
smithdr01,1630696,Dru Smith,stub_reconstruction,high
smithis01,202397,Ish Smith,authoritative,high
smithni01,1641733,Nick Smith Jr.,stub_reconstruction,high
smithte01,1631173,Terquavion Smith,stub_reconstruction,high
smithto05,1642449,Tolu Smith,stub_reconstruction,high
smithty02,1641890,Tyler Smith,stub_reconstruction,high
sneedxa01,1630270,Xavier Sneed,stub_reconstruction,high
snellto01,203503,Tony Snell,authoritative,high
sochaje01,1631110,Jeremy Sochan,stub_reconstruction,high
spaldra01,1629034,Ray Spalding,authoritative,high
spencca01,1642285,Cam Spencer,stub_reconstruction,high
spencpa01,1630311,Pat Spencer,stub_reconstruction,high
sprinja01,1630531,Jaden Springer,stub_reconstruction,high
stanlca01,1630199,Cassius Stanley,stub_reconstruction,high
stausni01,203917,Nik Stauskas,authoritative,high
stephla01,202362,Lance Stephenson,authoritative,high
steveis01,1641815,Isaiah Stevens,stub_reconstruction,high
stevela01,1630205,Lamar Stevens,stub_reconstruction,high
stewais01,1630191,Isaiah Stewart,stub_reconstruction,high
strawju01,1631124,Julian Strawther,stub_reconstruction,high
strusma01,1629622,Max Strus,stub_reconstruction,high
suggsja01,1630591,Jalen Suggs,stub_reconstruction,high
sumneed01,1628410,Edmond Sumner,authoritative,high
swideco01,1631306,Cole Swider,stub_reconstruction,high
swordcr01,1628591,Craig Sword,stub_reconstruction,high
sykeske01,1626208,Keifer Sykes,stub_reconstruction,high
tateja01,1630256,Jae'Sean Tate,stub_reconstruction,high
tatumja01,1628369,Jayson Tatum,authoritative,high
taylote01,1630678,Terry Taylor,stub_reconstruction,high
teaguje01,201952,Jeff Teague,authoritative,high
templga01,202066,Garrett Temple,authoritative,high
terryda01,1631207,Dalen Terry,stub_reconstruction,high
terryem01,1629150,Emanuel Terry,authoritative,high
terryty01,1630179,Tyrell Terry,stub_reconstruction,high
teskejo01,1630257,Jon Teske,stub_reconstruction,high
theisda01,1628464,Daniel Theis,authoritative,high
thomabr01,1630271,Brodric Thomas,stub_reconstruction,high
thomaca02,1630560,Cam Thomas,stub_reconstruction,high
thomais02,202738,Isaiah Thomas,authoritative,high
thomakh01,1629017,Khyri Thomas,authoritative,high
thomama02,1629744,Matt Thomas,stub_reconstruction,high
thompam01,1641708,Amen Thompson,stub_reconstruction,high
thompau01,1641709,Ausar Thompson,stub_reconstruction,high
thompkl01,202691,Klay Thompson,authoritative,high
thomptr01,202684,Tristan Thompson,authoritative,high
thorjt01,1630550,JT Thor,stub_reconstruction,high
thornsi01,1628414,Sindarius Thornwell,authoritative,high
thybuma01,1629680,Matisse Thybulle,stub_reconstruction,high
tilliki02,1629681,Killian Tillie,stub_reconstruction,high
tillmxa01,1630214,Xavier Tillman,stub_reconstruction,high
timmedr01,1631166,Drew Timme,stub_reconstruction,high
toddis01,1630225,Isaiah Todd,stub_reconstruction,high
tollian01,201229,Anthony Tolliver,authoritative,high
tomlina01,1641772,Nae'Qwan Tomlin,stub_reconstruction,high
toppija01,1631210,Jacob Toppin,stub_reconstruction,high
toppiob01,1630167,Obi Toppin,stub_reconstruction,high
toscaju01,1629308,Juan Toscano-Anderson,stub_reconstruction,high
toupaax01,1626253,Axel Toupane,authoritative,high
townska01,1626157,Karl-Anthony Towns,authoritative,high
travelu01,1631247,Luke Travers,stub_reconstruction,high
trentga02,1629018,Gary Trent Jr.,authoritative,high
tshieos01,1631131,Oscar Tshiebwe,stub_reconstruction,high
tuckepj01,200782,P.J. Tucker,authoritative,high
tuckera01,1629730,Rayjon Tucker,stub_reconstruction,high
turnemy01,1626167,Myles Turner,authoritative,high
tysonhu01,1641816,Hunter Tyson,stub_reconstruction,high
tysonja01,1642281,Jaylon Tyson,stub_reconstruction,high
umudest01,1630649,Stanley Umude,stub_reconstruction,high
valanjo01,202685,Jonas Valanciunas,authoritative,high
valende01,1627756,Denzel Valentine,authoritative,high
vandeja01,1629020,Jarred Vanderbilt,authoritative,high
vanvlfr01,1627832,Fred VanVleet,authoritative,high
varejan01,2760,Anderson Varejao,authoritative,high
vassede01,1630170,Devin Vassell,stub_reconstruction,high
vincega01,1629216,Gabe Vincent,stub_reconstruction,high
vonleno01,203943,Noah Vonleh,authoritative,high
vucevni01,202696,Nikola Vucevic,authoritative,high
vukcetr01,1641774,Tristan Vukcevic,stub_reconstruction,high
wadede01,1629731,Dean Wade,stub_reconstruction,high
wagnefr01,1630532,Franz Wagner,stub_reconstruction,high
wagnemo01,1629021,Moritz Wagner,authoritative,high
wainris01,1630688,Ish Wainright,stub_reconstruction,high
walkeke02,202689,Kemba Walker,authoritative,high
walkelo01,1629022,Lonnie Walker IV,authoritative,high
walkemj01,1630640,MJ Walker,stub_reconstruction,high
wallaca01,1641717,Cason Wallace,stub_reconstruction,high
wallake01,1630811,Keaton Wallace,stub_reconstruction,high
wallaty01,1627820,Tyrone Wallace,authoritative,high
walljo01,202322,John Wall,authoritative,high
walshjo01,1641775,Jordan Walsh,stub_reconstruction,high
walteja01,1642266,Ja'Kobe Walter,stub_reconstruction,high
waltode01,1628476,Derrick Walton Jr.,authoritative,high
wanambr01,202954,Brad Wanamaker,authoritative,high
wareke01,1642276,Kel'el Ware,stub_reconstruction,high
warretj01,203933,T.J. Warren,authoritative,high
washidu02,1630613,Duane Washington Jr.,stub_reconstruction,high
washipj01,1629023,P.J. Washington,stub_reconstruction,high
washity02,1631102,TyTy Washington Jr.,stub_reconstruction,high
watanyu01,1629139,Yuta Watanabe,authoritative,high
waterli01,1630322,Lindy Waters III,stub_reconstruction,high
watertr01,1629682,Tremont Waters,stub_reconstruction,high
watfotr01,1630570,Trendon Watford,stub_reconstruction,high
watsoan02,1641817,Anton Watson,stub_reconstruction,high
watsopa01,1628778,Paul Watson,stub_reconstruction,high
watsope01,1631212,Peyton Watson,stub_reconstruction,high
weathqu01,1629683,Quinndary Weatherspoon,stub_reconstruction,high
wellsja01,1642377,Jaylen Wells,stub_reconstruction,high
wembavi01,1641705,Victor Wembanyama,stub_reconstruction,high
weslebl01,1631104,Blake Wesley,stub_reconstruction,high
westbru01,201566,Russell Westbrook,authoritative,high
wheelph02,1630762,Phillip Wheeler,stub_reconstruction,high
whiteco01,1629632,Coby White,stub_reconstruction,high
whiteda01,1641727,Dariq Whitehead,stub_reconstruction,high
whitede01,1628401,Derrick White,authoritative,high
whiteha01,202355,Hassan Whiteside,authoritative,high
whiteja03,1631298,Jack White,stub_reconstruction,high
whitmca01,1641715,Cam Whitmore,stub_reconstruction,high
whittgr01,204222,Greg Whittington,stub_reconstruction,high
wieskjo01,1630580,Joe Wieskamp,stub_reconstruction,high
wiggiaa01,1630598,Aaron Wiggins,stub_reconstruction,high
wiggian01,203952,Andrew Wiggins,authoritative,high
wiggili01,1629623,Lindell Wigginton,stub_reconstruction,high
willial06,1631214,Alondes Williams,stub_reconstruction,high
willibr03,1630314,Brandon Williams,stub_reconstruction,high
willico04,1642262,Cody Williams,stub_reconstruction,high
willigr01,1629684,Grant Williams,stub_reconstruction,high
willije02,1630608,Jeenathan Williams,stub_reconstruction,high
willike04,1629026,Kenrich Williams,authoritative,high
willilo02,101150,Lou Williams,authoritative,high
willipa01,1630172,Patrick Williams,stub_reconstruction,high
williro04,1629057,Robert Williams III,authoritative,high
willivi01,1631246,Vince Williams Jr.,stub_reconstruction,high
wilsodj01,1628391,D.J. Wilson,authoritative,high
wilsoja03,1630592,Jalen Wilson,stub_reconstruction,high
windldy01,1629685,Dylan Windler,stub_reconstruction,high
winslju01,1626159,Justise Winslow,authoritative,high
winstca01,1630216,Cassius Winston,stub_reconstruction,high
wisemja01,1630164,James Wiseman,stub_reconstruction,high
wongis01,1631209,Isaiah Wong,stub_reconstruction,high
woodaro01,1630218,Robert Woodard II,stub_reconstruction,high
woodch01,1626174,Christian Wood,authoritative,high
wrighde01,1626153,Delon Wright,authoritative,high
wrighmc01,1630593,McKinley Wright IV,stub_reconstruction,high
wrighmo01,1630589,Moses Wright,stub_reconstruction,high
yabusgu01,1627824,Guerschon Yabusele,authoritative,high
yorkga01,1628221,Gabe York,stub_reconstruction,high
youngja05,1642443,Jahmir Young,stub_reconstruction,high
youngth01,201152,Thaddeus Young,authoritative,high
youngtr01,1629027,Trae Young,authoritative,high
yurtsom01,1630209,Omer Yurtseven,stub_reconstruction,high
zelleco01,203469,Cody Zeller,authoritative,high
zubaciv01,1627826,Ivica Zubac,authoritative,high
