game_id,period,time_on,time_off,away_p1,away_p2,away_p3,away_p4,away_p5,home_p1,home_p2,home_p3,home_p4,home_p5
202105040OKC,1,4:44.0,4:44.0,D. Bazley,I. Roby,M. Brown,R. Holmes,T. Davis,D. Bazley,M. Bagley,M. Brown,R. Holmes,T. Maledon
202105040OKC,1,4:44.0,3:04.0,D. Bazley,D. Jones,I. Roby,M. Brown,T. Davis,D. Bazley,M. Bagley,M. Brown,R. Holmes,T. Maledon
