game_id,period,time_on,time_off,away_p1,away_p2,away_p3,away_p4,away_p5,home_p1,home_p2,home_p3,home_p4,home_p5
202110200TOR,1,6:22.0,6:22.0,D. Avdija,F. VanVleet,G. DragiÄ,K. Kuzma,O. Anunoby,K. Caldwell-Pope,K. Kuzma,O. Anunoby,P. Achiuwa,S. Dinwiddie
