game_id,period,time_on,time_off,away_p1,away_p2,away_p3,away_p4,away_p5,home_p1,home_p2,home_p3,home_p4,home_p5
202101290OKC,1,4:09.0,4:09.0,A. Horford,D. Jordan,J. Green,J. Harden,S. Gilgeous-Alexander,A. Horford,B. Brown,J. Harden,K. Irving,T. Maledon
202101290OKC,1,4:09.0,4:09.0,A. Horford,J. Green,J. Harden,S. Gilgeous-Alexander,T. Luwawu-Cabarrot,A. Horford,B. Brown,J. Harden,K. Irving,T. Maledon
202101290OKC,1,4:09.0,4:00.0,I. Roby,J. Green,J. Harden,S. Gilgeous-Alexander,T. Luwawu-Cabarrot,A. Horford,B. Brown,J. Harden,K. Irving,T. Maledon
