game_id,period,time_on,time_off,away_p1,away_p2,away_p3,away_p4,away_p5,home_p1,home_p2,home_p3,home_p4,home_p5
202101020HOU,1,7:24.0,6:34.0,C. Joseph,C. Wood,J. Wall,M. Bagley,R. Holmes,C. Wood,E. Gordon,J. Wall,M. Bagley,R. Holmes
