game_id,period,time_on,time_off,away_p1,away_p2,away_p3,away_p4,away_p5,home_p1,home_p2,home_p3,home_p4,home_p5
202204200TOR,1,7:19.0,5:52.0,J. Embiid,J. Harden,O. Anunoby,P. Achiuwa,P. Siakam,G. Trent,J. Harden,K. Birch,P. Siakam,T. Maxey
202204200TOR,1,5:52.0,4:22.0,J. Embiid,O. Anunoby,P. Achiuwa,P. Siakam,S. Milton,G. Trent,J. Harden,K. Birch,P. Siakam,T. Maxey
