game_id,period,time_on,time_off,away_p1,away_p2,away_p3,away_p4,away_p5,home_p1,home_p2,home_p3,home_p4,home_p5
202211280NOP,1,6:52.0,5:19.0,A. Pokusevski,H. Jones,L. Dort,W. HernangÃ³mez,Z. Williamson,J. Alvarado,J. Giddey,J. Robinson-Earl,S. Gilgeous-Alexander,T. Murphy
202211280NOP,1,5:19.0,4:47.0,H. Jones,J. Williams,L. Dort,W. HernangÃ³mez,Z. Williamson,J. Alvarado,J. Giddey,J. Robinson-Earl,S. Gilgeous-Alexander,T. Murphy
