game_id,period,time_on,time_off,away_p1,away_p2,away_p3,away_p4,away_p5,home_p1,home_p2,home_p3,home_p4,home_p5
202104050BRK,1,9:45.0,7:38.0,E. Payton,J. Harden,J. Harris,R. Barrett,T. Gibson,E. Payton,J. Green,K. Irving,L. Aldridge,N. Noel
202104050BRK,1,7:38.0,6:36.0,E. Payton,J. Harris,R. Barrett,T. Gibson,T. Luwawu-Cabarrot,E. Payton,J. Green,K. Irving,L. Aldridge,N. Noel
202104050BRK,1,6:36.0,5:14.0,B. Brown,E. Payton,R. Barrett,T. Gibson,T. Luwawu-Cabarrot,E. Payton,J. Green,K. Irving,L. Aldridge,N. Noel
202104050BRK,1,5:14.0,5:14.0,B. Brown,D. Rose,R. Barrett,T. Gibson,T. Luwawu-Cabarrot,E. Payton,J. Green,K. Irving,L. Aldridge,N. Noel
