game_id,period,time_on,time_off,away_p1,away_p2,away_p3,away_p4,away_p5,home_p1,home_p2,home_p3,home_p4,home_p5
202112210DAL,1,7:38.0,6:11.0,D. Finney-Smith,D. Powell,D. Russell,S. Brown,T. Burke,D. Finney-Smith,D. Russell,F. Ntilikina,J. Brunson,K. Towns
202112210DAL,1,6:11.0,6:11.0,D. Finney-Smith,D. Powell,J. Nowell,S. Brown,T. Burke,D. Finney-Smith,D. Russell,F. Ntilikina,J. Brunson,K. Towns
202112210DAL,1,6:11.0,5:08.0,D. Finney-Smith,D. Powell,J. Nowell,T. Burke,T. Pinson,D. Finney-Smith,D. Russell,F. Ntilikina,J. Brunson,K. Towns
202112210DAL,1,5:08.0,4:12.0,D. Finney-Smith,J. Nowell,M. Brown,T. Burke,T. Pinson,D. Finney-Smith,D. Russell,F. Ntilikina,J. Brunson,K. Towns
202112210DAL,1,4:12.0,2:44.0,F. Ntilikina,J. Nowell,M. Brown,T. Burke,T. Pinson,D. Finney-Smith,D. Russell,F. Ntilikina,J. Brunson,K. Towns
