game_id,period,time_on,time_off,away_p1,away_p2,away_p3,away_p4,away_p5,home_p1,home_p2,home_p3,home_p4,home_p5
202204010MEM,1,6:48.0,6:48.0,B. Clarke,D. Ayton,D. Booker,D. Brooks,D. Melton,D. Ayton,D. Booker,D. Melton,M. Bridges,X. Tillman
202204010MEM,1,6:48.0,3:45.0,B. Clarke,D. Ayton,D. Booker,D. Brooks,J. Konchar,D. Ayton,D. Booker,D. Melton,M. Bridges,X. Tillman
202204010MEM,1,3:45.0,3:45.0,B. Clarke,C. Johnson,D. Booker,D. Brooks,J. Konchar,D. Ayton,D. Booker,D. Melton,M. Bridges,X. Tillman
