game_id,period,time_on,time_off,away_p1,away_p2,away_p3,away_p4,away_p5,home_p1,home_p2,home_p3,home_p4,home_p5
202112080SAC,1,7:00.0,7:00.0,C. Anthony,D. Fox,T. Davis,T. Ross,W. Carter,D. Fox,G. Harris,M. Bamba,R. Holmes,W. Carter
202112080SAC,1,7:00.0,6:49.0,B. Hield,C. Anthony,D. Fox,T. Ross,W. Carter,D. Fox,G. Harris,M. Bamba,R. Holmes,W. Carter
