game_id,period,time_on,time_off,away_p1,away_p2,away_p3,away_p4,away_p5,home_p1,home_p2,home_p3,home_p4,home_p5
202112010IND,1,6:55.0,5:13.0,C. Capela,D. Gallinari,D. Sabonis,M. Brogdon,T. Luwawu-Cabarrot,C. Capela,C. LeVert,K. Huerter,M. Brogdon,T. Young
202112010IND,1,5:13.0,5:13.0,C. Capela,D. Gallinari,D. Sabonis,D. Wright,M. Brogdon,C. Capela,C. LeVert,K. Huerter,M. Brogdon,T. Young
