game_id,period,time_on,time_off,away_p1,away_p2,away_p3,away_p4,away_p5,home_p1,home_p2,home_p3,home_p4,home_p5
202202050WAS,1,6:19.0,6:19.0,D. Avdija,D. Ayton,D. Booker,K. Kuzma,M. Bridges,D. Booker,J. Crowder,K. Kuzma,M. Bridges,T. Bryant
202202050WAS,1,6:19.0,5:30.0,C. Kispert,D. Avdija,D. Ayton,D. Booker,M. Bridges,D. Booker,J. Crowder,K. Kuzma,M. Bridges,T. Bryant
