game_id,period,time_on,time_off,away_p1,away_p2,away_p3,away_p4,away_p5,home_p1,home_p2,home_p3,home_p4,home_p5
202112250PHO,1,5:11.0,5:11.0,D. Ayton,D. Green,J. Crowder,J. Toscano-Anderson,S. Curry,D. Ayton,G. Payton,J. Crowder,K. Looney,S. Curry
202112250PHO,1,5:11.0,5:11.0,C. Johnson,D. Ayton,D. Green,J. Toscano-Anderson,S. Curry,D. Ayton,G. Payton,J. Crowder,K. Looney,S. Curry
