game_id,period,time_on,time_off,away_p1,away_p2,away_p3,away_p4,away_p5,home_p1,home_p2,home_p3,home_p4,home_p5
202104190DET,1,6:34.0,6:34.0,C. Sexton,D. Garland,J. Jackson,K. Hayes,T. Prince,C. Sexton,I. Okoro,I. Stewart,J. Jackson,S. Bey
202104190DET,1,6:34.0,5:40.0,D. Garland,D. Wade,J. Jackson,K. Hayes,T. Prince,C. Sexton,I. Okoro,I. Stewart,J. Jackson,S. Bey
