game_id,period,time_on,time_off,away_p1,away_p2,away_p3,away_p4,away_p5,home_p1,home_p2,home_p3,home_p4,home_p5
202012280LAL,1,5:55.0,5:42.0,A. Davis,D. Jones,K. Caldwell-Pope,K. Kuzma,R. Covington,A. Davis,D. Jones,D. Schr̦der,L. James,M. Gasol
202012280LAL,1,5:42.0,4:17.0,A. Davis,K. Caldwell-Pope,K. Kuzma,R. Covington,R. Hood,A. Davis,D. Jones,D. Schr̦der,L. James,M. Gasol
