game_id,period,time_on,time_off,away_p1,away_p2,away_p3,away_p4,away_p5,home_p1,home_p2,home_p3,home_p4,home_p5
202102210CLE,1,4:53.0,4:53.0,C. Sexton,D. Bazley,H. Diallo,J. Allen,L. Dort,C. Osman,C. Sexton,D. Bazley,L. Dort,T. Maledon
202102210CLE,1,4:53.0,4:03.0,D. Bazley,D. Windler,H. Diallo,J. Allen,L. Dort,C. Osman,C. Sexton,D. Bazley,L. Dort,T. Maledon
