game_id,period,time_on,time_off,away_p1,away_p2,away_p3,away_p4,away_p5,home_p1,home_p2,home_p3,home_p4,home_p5
202102080LAL,1,7:47.0,5:48.0,D. Bazley,D. Schr̦der,K. Williams,L. James,S. Gilgeous-Alexander,D. Bazley,D. Schr̦der,H. Diallo,L. Dort,M. Morris
202102080LAL,1,5:48.0,4:55.0,D. Bazley,K. Kuzma,K. Williams,L. James,S. Gilgeous-Alexander,D. Bazley,D. Schr̦der,H. Diallo,L. Dort,M. Morris
