game_id,period,time_on,time_off,away_p1,away_p2,away_p3,away_p4,away_p5,home_p1,home_p2,home_p3,home_p4,home_p5
202201260CLE,1,7:05.0,6:10.0,B. Portis,D. DiVincenzo,D. Wade,G. Antetokounmpo,I. Okoro,G. Antetokounmpo,I. Okoro,J. Allen,K. Middleton,P. Connaughton
202201260CLE,1,6:10.0,6:10.0,B. Portis,D. DiVincenzo,D. Wade,I. Okoro,K. Middleton,G. Antetokounmpo,I. Okoro,J. Allen,K. Middleton,P. Connaughton
