game_id,period,time_on,time_off,away_p1,away_p2,away_p3,away_p4,away_p5,home_p1,home_p2,home_p3,home_p4,home_p5
202202020IND,1,11:38.0,7:01.0,C. LeVert,M. Bamba,T. Craig,T. Taylor,W. Carter,C. Anthony,C. Duarte,F. Wagner,J. Holiday,T. Taylor
202202020IND,1,7:01.0,7:01.0,C. LeVert,G. Harris,T. Craig,T. Taylor,W. Carter,C. Anthony,C. Duarte,F. Wagner,J. Holiday,T. Taylor
