game_id,period,time_on,time_off,away_p1,away_p2,away_p3,away_p4,away_p5,home_p1,home_p2,home_p3,home_p4,home_p5
202103240UTA,1,7:38.0,7:38.0,D. Favors,D. Mitchell,J. Green,R. O'Neale,T. Luwawu-Cabarrot,B. Brown,D. Mitchell,J. Harris,R. O'Neale,T. Johnson
