game_id,period,time_on,time_off,away_p1,away_p2,away_p3,away_p4,away_p5,home_p1,home_p2,home_p3,home_p4,home_p5
202201280ATL,1,7:28.0,4:49.0,A. Horford,D. Schr̦der,J. Brown,J. Tatum,T. Young,D. Hunter,J. Brown,J. Collins,M. Smart,R. Williams
202201280ATL,1,4:49.0,4:49.0,D. Schr̦der,J. Brown,J. Richardson,J. Tatum,T. Young,D. Hunter,J. Brown,J. Collins,M. Smart,R. Williams
202201280ATL,1,4:49.0,4:49.0,D. Schr̦der,G. Williams,J. Brown,J. Richardson,T. Young,D. Hunter,J. Brown,J. Collins,M. Smart,R. Williams
