game_id,period,time_on,time_off,away_p1,away_p2,away_p3,away_p4,away_p5,home_p1,home_p2,home_p3,home_p4,home_p5
202301200SAC,1,4:48.0,4:48.0,D. Fox,D. Sabonis,I. Joe,J. Williams,K. Murray,D. Sabonis,J. Giddey,J. Williams,K. Huerter,L. Dort
202301200SAC,1,4:48.0,4:48.0,D. Fox,D. Sabonis,I. Joe,K. Murray,L. Waters,D. Sabonis,J. Giddey,J. Williams,K. Huerter,L. Dort
