entity_id,season_year,drives,pts_per_drive,cov_proxy,adj_ast,pva_proxy,elbow_touches,paint_touches,post_touches,total_touches,miv_proxy,oreb,dreb,oreb_contested,dreb_contested,rpv_proxy,def_rim_fgm,def_rim_fga,dsv_proxy,rim_fga,rim_fgm,mid_fga,fg3a,fg3m,total_fga,overall_efg,rim_rate,three_rate,ptv_proxy,off_poss,minutes,stl,blk,data_source,confidence,open_cs_fg3a,open_cs_fg3m,open_cs_3_rate,open_cs_fg3_pct,off_drbl_fg3a,off_drbl_fg3m,off_drbl_fg2a,off_drbl_fg2m,off_drbl_rate,off_drbl_fg3_pct,contested_fg3a,contested_fg2a,contested_shot_rate,wide_open_fg3a,wide_open_fg3m,three_rate_sz,total_fga_sz
202691,2015,,,,,,,,,,,,,,,,,,,327.0,209.0,,644.0,276.0,1344.0,0.587,0.2433,0.4792,-0.145,,,,,nba_shotzone,medium,,,,,,,,,,,,,,,,,
202691,2016,,,,,,,,,,,,,,,,,,,327.0,209.0,,644.0,276.0,1344.0,0.587,0.2433,0.4792,-0.145,,,,,nba_shotzone,medium,,,,,,,,,,,,,,,,,
202691,2017,,,,,,,,,,,,,,,,,,,265.0,177.0,,643.0,268.0,1333.0,0.5836,0.1988,0.4824,-0.748,,,,,nba_shotzone,medium,,,,,,,,,,,,,,,,,
202691,2019,,,,,,,,,,,,,,,,,,,277.0,175.0,517.0,590.0,239.0,1384.0,0.5553,0.2001,0.4263,0.0553,,,,,shot_zones,high,,,,,,,,,,,,,,,,,
202691,2022,181.0,0.5359,0.05,105.0,0.0541,23.0,42.0,29.0,1377.0,0.0683,15.0,110.0,3.0,26.0,0.1336,35.0,68.0,0.5147,,,,,,,,,,,1941.0,940.89,16.0,17.0,tracking,high,150.0,60.0,0.2641,0.4,21.0,9.0,32.0,14.0,0.0933,0.4286,86.0,68.0,0.2711,83.0,37.0,0.5176,568.0
202691,2023,387.0,0.4057,0.0328,215.0,0.0449,70.0,103.0,17.0,3254.0,0.0584,39.0,244.0,16.0,42.0,0.1146,93.0,130.0,0.7154,,,,,,,,,,,4788.0,2256.28,49.0,29.0,tracking,high,383.0,169.0,0.3084,0.4413,49.0,19.0,55.0,26.0,0.0837,0.3878,231.0,158.0,0.3132,178.0,83.0,0.5862,1242.0
202691,2024,293.0,0.5427,0.0338,227.0,0.0483,52.0,85.0,15.0,2965.0,0.0513,35.0,213.0,13.0,37.0,0.108,129.0,184.0,0.7011,,,,,,,,,,,4700.0,2259.37,50.0,34.0,tracking,high,375.0,142.0,0.3428,0.3787,35.0,14.0,30.0,17.0,0.0594,0.4,205.0,131.0,0.3071,174.0,66.0,0.6079,1094.0
202692,2014,,,,,,,,,,,,,,,,,,,372.0,231.0,,141.0,50.0,762.0,0.5315,0.4882,0.185,0.913,,,,,nba_shotzone,medium,,,,,,,,,,,,,,,,,
202692,2015,,,,,,,,,,,,,,,,,,,117.0,67.0,,79.0,32.0,306.0,0.5,0.3823,0.2582,-1.086,,,,,nba_shotzone,medium,,,,,,,,,,,,,,,,,
202692,2016,,,,,,,,,,,,,,,,,,,117.0,67.0,,79.0,32.0,306.0,0.5,0.3823,0.2582,-1.086,,,,,nba_shotzone,medium,,,,,,,,,,,,,,,,,
202692,2017,,,,,,,,,,,,,,,,,,,90.0,44.0,,75.0,25.0,227.0,0.4912,0.3965,0.3304,-0.786,,,,,nba_shotzone,medium,,,,,,,,,,,,,,,,,
202692,2019,,,,,,,,,,,,,,,,,,,219.0,107.0,87.0,168.0,61.0,474.0,0.4694,0.462,0.3544,-0.0306,,,,,shot_zones,high,,,,,,,,,,,,,,,,,
202692,2020,,,,,,,,,,,,,,,,,,,275.0,121.0,191.0,301.0,116.0,767.0,0.4928,0.3585,0.3924,-0.0072,,,,,shot_zones,high,,,,,,,,,,,,,,,,,
202692,2021,,,,,,,,,,,,,,,,,,,132.0,61.0,119.0,243.0,101.0,494.0,0.5253,0.2672,0.4919,0.0253,,,,,shot_zones,high,,,,,,,,,,,,,,,,,
202692,2022,499.0,0.483,0.0534,275.0,0.0609,30.0,39.0,10.0,4486.0,0.0176,45.0,343.0,12.0,68.0,0.1252,141.0,202.0,0.698,,,,,,,,,,,4513.0,2280.19,84.0,26.0,tracking,high,224.0,97.0,0.3168,0.433,72.0,27.0,100.0,36.0,0.2433,0.375,55.0,145.0,0.2829,201.0,94.0,0.5389,707.0
202692,2023,241.0,0.6307,0.0662,124.0,0.054,16.0,18.0,15.0,1729.0,0.0283,17.0,138.0,7.0,31.0,0.1439,88.0,123.0,0.7154,,,,,,,,,,,2295.0,1101.75,38.0,8.0,tracking,high,112.0,51.0,0.2489,0.4554,42.0,19.0,54.0,26.0,0.2133,0.4524,48.0,66.0,0.2533,79.0,41.0,0.5222,450.0
202692,2024,243.0,0.6132,0.0606,102.0,0.0415,13.0,22.0,3.0,1979.0,0.0192,24.0,126.0,12.0,21.0,0.1231,70.0,103.0,0.6796,,,,,,,,,,,2459.0,1211.64,28.0,12.0,tracking,high,180.0,77.0,0.3163,0.4278,67.0,25.0,59.0,18.0,0.2214,0.3731,72.0,94.0,0.2917,119.0,46.0,0.58,569.0
202693,2014,,,,,,,,,,,,,,,,,,,357.0,222.0,,108.0,34.0,809.0,0.5266,0.4413,0.1335,-0.1,,,,,nba_shotzone,medium,,,,,,,,,,,,,,,,,
202693,2015,,,,,,,,,,,,,,,,,,,246.0,144.0,,155.0,47.0,678.0,0.4845,0.3628,0.2286,-1.977,,,,,nba_shotzone,medium,,,,,,,,,,,,,,,,,
202693,2016,,,,,,,,,,,,,,,,,,,246.0,144.0,,155.0,47.0,678.0,0.4845,0.3628,0.2286,-1.977,,,,,nba_shotzone,medium,,,,,,,,,,,,,,,,,
202693,2017,,,,,,,,,,,,,,,,,,,402.0,237.0,,196.0,71.0,843.0,0.5237,0.4769,0.2325,0.39,,,,,nba_shotzone,medium,,,,,,,,,,,,,,,,,
202693,2019,,,,,,,,,,,,,,,,,,,192.0,106.0,86.0,203.0,68.0,481.0,0.4927,0.3992,0.422,-0.0073,,,,,shot_zones,high,,,,,,,,,,,,,,,,,
202693,2020,,,,,,,,,,,,,,,,,,,159.0,88.0,67.0,224.0,85.0,450.0,0.5322,0.3533,0.4978,0.0322,,,,,shot_zones,high,,,,,,,,,,,,,,,,,
202693,2021,,,,,,,,,,,,,,,,,,,95.0,55.0,73.0,208.0,64.0,376.0,0.4867,0.2527,0.5532,-0.0133,,,,,shot_zones,high,,,,,,,,,,,,,,,,,
202693,2022,14.0,0.6429,0.0151,27.0,0.0453,16.0,34.0,33.0,386.0,0.215,17.0,28.0,10.0,7.0,0.165,19.0,27.0,0.7037,,,,,,,,,,,596.0,298.37,6.0,1.0,tracking,high,36.0,13.0,0.3158,0.3611,0.0,0.0,11.0,8.0,0.0965,,2.0,33.0,0.307,23.0,8.0,0.3421,114.0
202693,2023,12.0,0.5,0.0079,36.0,0.0472,9.0,19.0,10.0,508.0,0.0748,13.0,58.0,8.0,23.0,0.2583,34.0,50.0,0.68,,,,,,,,,,,763.0,355.07,9.0,5.0,tracking,high,66.0,25.0,0.5739,0.3788,0.0,0.0,0.0,0.0,0.0,,2.0,12.0,0.1217,44.0,19.0,0.6174,115.0
202693,2024,10.0,0.4,0.0088,17.0,0.0374,7.0,8.0,4.0,290.0,0.0655,4.0,34.0,1.0,13.0,0.1918,25.0,39.0,0.641,,,,,,,,,,,455.0,213.16,5.0,3.0,tracking,high,35.0,10.0,0.5303,0.2857,2.0,0.0,5.0,2.0,0.1061,0.0,0.0,7.0,0.1061,27.0,10.0,0.6061,66.0
202694,2014,,,,,,,,,,,,,,,,,,,135.0,91.0,,256.0,99.0,625.0,0.54,0.216,0.4096,-1.55,,,,,nba_shotzone,medium,,,,,,,,,,,,,,,,,
202694,2015,,,,,,,,,,,,,,,,,,,216.0,131.0,,298.0,108.0,916.0,0.5065,0.2358,0.3253,-2.482,,,,,nba_shotzone,medium,,,,,,,,,,,,,,,,,
202694,2016,,,,,,,,,,,,,,,,,,,216.0,131.0,,298.0,108.0,916.0,0.5065,0.2358,0.3253,-2.482,,,,,nba_shotzone,medium,,,,,,,,,,,,,,,,,
202694,2017,,,,,,,,,,,,,,,,,,,174.0,98.0,,357.0,118.0,985.0,0.4873,0.1766,0.3624,-2.839,,,,,nba_shotzone,medium,,,,,,,,,,,,,,,,,
202694,2019,,,,,,,,,,,,,,,,,,,235.0,142.0,220.0,389.0,146.0,844.0,0.5332,0.2784,0.4609,0.0332,,,,,shot_zones,high,,,,,,,,,,,,,,,,,
202694,2020,,,,,,,,,,,,,,,,,,,149.0,70.0,313.0,348.0,142.0,810.0,0.5259,0.184,0.4296,0.0259,,,,,shot_zones,high,,,,,,,,,,,,,,,,,
202694,2021,,,,,,,,,,,,,,,,,,,93.0,42.0,195.0,296.0,140.0,584.0,0.5925,0.1592,0.5068,0.0925,,,,,shot_zones,high,,,,,,,,,,,,,,,,,
202694,2022,197.0,0.7817,0.0502,143.0,0.0466,69.0,36.0,160.0,2086.0,0.127,23.0,208.0,11.0,35.0,0.1207,79.0,105.0,0.7524,,,,,,,,,,,3066.0,1528.7,28.0,18.0,tracking,high,149.0,58.0,0.2211,0.3893,21.0,3.0,44.0,18.0,0.0964,0.1429,93.0,73.0,0.2463,74.0,28.0,0.3991,674.0
202694,2023,188.0,0.6649,0.034,132.0,0.0359,69.0,38.0,104.0,2405.0,0.0877,29.0,229.0,14.0,52.0,0.1444,117.0,160.0,0.7312,,,,,,,,,,,3675.0,1825.08,42.0,21.0,tracking,high,208.0,74.0,0.3235,0.3558,8.0,3.0,43.0,23.0,0.0793,0.375,69.0,82.0,0.2348,117.0,43.0,0.479,643.0
202694,2024,61.0,0.8197,0.0306,47.0,0.0287,21.0,39.0,26.0,1020.0,0.0843,23.0,110.0,17.0,19.0,0.169,56.0,77.0,0.7273,,,,,,,,,,,1635.0,816.95,15.0,13.0,tracking,high,77.0,33.0,0.2917,0.4286,2.0,1.0,12.0,8.0,0.053,0.5,37.0,36.0,0.2765,40.0,17.0,0.4508,264.0
202695,2014,,,,,,,,,,,,,,,,,,,253.0,184.0,,181.0,69.0,611.0,0.608,0.4141,0.2962,1.775,,,,,nba_shotzone,medium,,,,,,,,,,,,,,,,,
202695,2015,,,,,,,,,,,,,,,,,,,330.0,221.0,,290.0,129.0,1059.0,0.5803,0.3116,0.2738,-0.638,,,,,nba_shotzone,medium,,,,,,,,,,,,,,,,,
202695,2016,,,,,,,,,,,,,,,,,,,330.0,221.0,,290.0,129.0,1059.0,0.5803,0.3116,0.2738,-0.638,,,,,nba_shotzone,medium,,,,,,,,,,,,,,,,,
202695,2017,,,,,,,,,,,,,,,,,,,337.0,217.0,,381.0,145.0,1257.0,0.5525,0.2681,0.3031,-1.911,,,,,nba_shotzone,medium,,,,,,,,,,,,,,,,,
202695,2019,,,,,,,,,,,,,,,,,,,405.0,253.0,421.0,302.0,112.0,1128.0,0.5461,0.359,0.2677,0.0461,,,,,shot_zones,high,,,,,,,,,,,,,,,,,
202695,2020,,,,,,,,,,,,,,,,,,,327.0,191.0,478.0,324.0,122.0,1129.0,0.5235,0.2896,0.287,0.0235,,,,,shot_zones,high,,,,,,,,,,,,,,,,,
202695,2021,,,,,,,,,,,,,,,,,,,277.0,189.0,375.0,254.0,101.0,906.0,0.569,0.3057,0.2804,0.069,,,,,shot_zones,high,,,,,,,,,,,,,,,,,
202695,2023,569.0,0.6309,0.1015,280.0,0.0792,126.0,108.0,147.0,2972.0,0.1282,57.0,281.0,31.0,77.0,0.1974,119.0,176.0,0.6761,,,,,,,,,,,3537.0,1747.5,72.0,28.0,tracking,high,123.0,57.0,0.1412,0.4634,66.0,28.0,142.0,84.0,0.2388,0.4242,37.0,198.0,0.2698,67.0,34.0,0.287,871.0
202695,2024,756.0,0.6693,0.1097,298.0,0.0646,174.0,188.0,151.0,3599.0,0.1425,82.0,325.0,32.0,73.0,0.1598,171.0,242.0,0.7066,,,,,,,,,,,4611.0,2291.7,111.0,58.0,tracking,high,157.0,65.0,0.1381,0.414,80.0,33.0,151.0,95.0,0.2032,0.4125,70.0,292.0,0.3184,110.0,47.0,0.2911,1137.0
202696,2014,,,,,,,,,,,,,,,,,,,395.0,238.0,,0.0,0.0,658.0,0.5365,0.6003,0.0,0.325,,,,,nba_shotzone,medium,,,,,,,,,,,,,,,,,
202696,2015,,,,,,,,,,,,,,,,,,,494.0,303.0,,8.0,2.0,970.0,0.5423,0.5093,0.0082,0.107,,,,,nba_shotzone,medium,,,,,,,,,,,,,,,,,
202696,2016,,,,,,,,,,,,,,,,,,,494.0,303.0,,8.0,2.0,970.0,0.5423,0.5093,0.0082,0.107,,,,,nba_shotzone,medium,,,,,,,,,,,,,,,,,
202696,2017,,,,,,,,,,,,,,,,,,,452.0,264.0,,74.0,23.0,994.0,0.4965,0.4547,0.0744,-1.169,,,,,nba_shotzone,medium,,,,,,,,,,,,,,,,,
202696,2019,,,,,,,,,,,,,,,,,,,760.0,460.0,334.0,222.0,80.0,1316.0,0.5502,0.5775,0.1687,0.0502,,,,,shot_zones,high,,,,,,,,,,,,,,,,,
202696,2020,,,,,,,,,,,,,,,,,,,500.0,280.0,236.0,285.0,97.0,1021.0,0.5225,0.4897,0.2791,0.0225,,,,,shot_zones,high,,,,,,,,,,,,,,,,,
202696,2021,,,,,,,,,,,,,,,,,,,510.0,295.0,446.0,441.0,176.0,1397.0,0.5397,0.3651,0.3157,0.0397,,,,,shot_zones,high,,,,,,,,,,,,,,,,,
202696,2022,171.0,0.4503,0.0156,289.0,0.0587,450.0,430.0,396.0,4986.0,0.2559,142.0,662.0,101.0,228.0,0.2537,347.0,544.0,0.6379,,,,,,,,,,,4925.0,2417.56,71.0,71.0,tracking,high,325.0,103.0,0.2816,0.3169,0.0,0.0,90.0,41.0,0.078,,4.0,460.0,0.4021,264.0,86.0,0.2868,1154.0
202696,2023,175.0,0.6686,0.0212,310.0,0.0561,317.0,491.0,439.0,5374.0,0.232,155.0,733.0,114.0,214.0,0.2273,352.0,516.0,0.6822,,,,,,,,,,,5522.0,2711.14,59.0,57.0,tracking,high,340.0,121.0,0.3017,0.3559,0.0,0.0,89.0,54.0,0.079,,2.0,483.0,0.4303,287.0,101.0,0.3035,1127.0
202696,2024,255.0,0.5843,0.029,295.0,0.0574,452.0,589.0,287.0,4796.0,0.2769,206.0,584.0,139.0,155.0,0.2288,299.0,459.0,0.6514,,,,,,,,,,,5143.0,2574.02,50.0,60.0,tracking,high,303.0,89.0,0.2566,0.2937,0.0,0.0,79.0,40.0,0.0669,,3.0,504.0,0.4293,275.0,84.0,0.2591,1181.0
202697,2014,,,,,,,,,,,,,,,,,,,105.0,57.0,,227.0,76.0,468.0,0.4722,0.2244,0.485,-2.0,,,,,nba_shotzone,medium,,,,,,,,,,,,,,,,,
202697,2015,,,,,,,,,,,,,,,,,,,62.0,39.0,,145.0,43.0,286.0,0.4668,0.2168,0.507,-2.166,,,,,nba_shotzone,medium,,,,,,,,,,,,,,,,,
202697,2016,,,,,,,,,,,,,,,,,,,62.0,39.0,,145.0,43.0,286.0,0.4668,0.2168,0.507,-2.166,,,,,nba_shotzone,medium,,,,,,,,,,,,,,,,,
202697,2017,,,,,,,,,,,,,,,,,,,79.0,48.0,,261.0,94.0,476.0,0.521,0.166,0.5483,-1.862,,,,,nba_shotzone,medium,,,,,,,,,,,,,,,,,
202697,2019,,,,,,,,,,,,,,,,,,,66.0,37.0,107.0,273.0,95.0,446.0,0.4809,0.148,0.6121,-0.0191,,,,,shot_zones,high,,,,,,,,,,,,,,,,,
202697,2020,,,,,,,,,,,,,,,,,,,13.0,7.0,18.0,33.0,8.0,64.0,0.3906,0.2031,0.5156,-0.1094,,,,,shot_zones,high,,,,,,,,,,,,,,,,,
202697,2021,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,3.0,0.0,4.0,0.25,0.0,0.75,-0.25,,,,,shot_zones,low,,,,,,,,,,,,,,,,,
202698,2014,,,,,,,,,,,,,,,,,,,20.0,11.0,,19.0,7.0,62.0,0.4596,0.3225,0.3064,-1.981,,,,,nba_shotzone,medium,,,,,,,,,,,,,,,,,
202699,2014,,,,,,,,,,,,,,,,,,,307.0,199.0,,124.0,32.0,661.0,0.5265,0.4644,0.1876,0.525,,,,,nba_shotzone,medium,,,,,,,,,,,,,,,,,
202699,2015,,,,,,,,,,,,,,,,,,,426.0,274.0,,234.0,78.0,807.0,0.5564,0.5279,0.29,1.888,,,,,nba_shotzone,medium,,,,,,,,,,,,,,,,,
202699,2016,,,,,,,,,,,,,,,,,,,426.0,274.0,,234.0,78.0,807.0,0.5564,0.5279,0.29,1.888,,,,,nba_shotzone,medium,,,,,,,,,,,,,,,,,
202699,2017,,,,,,,,,,,,,,,,,,,406.0,255.0,,312.0,109.0,1017.0,0.556,0.3992,0.3068,0.557,,,,,nba_shotzone,medium,,,,,,,,,,,,,,,,,
202699,2019,,,,,,,,,,,,,,,,,,,532.0,306.0,328.0,392.0,155.0,1252.0,0.5483,0.4249,0.3131,0.0483,,,,,shot_zones,high,,,,,,,,,,,,,,,,,
202699,2020,,,,,,,,,,,,,,,,,,,510.0,295.0,300.0,356.0,131.0,1166.0,0.5279,0.4374,0.3053,0.0279,,,,,shot_zones,high,,,,,,,,,,,,,,,,,
202699,2021,,,,,,,,,,,,,,,,,,,450.0,267.0,266.0,208.0,82.0,924.0,0.5563,0.487,0.2251,0.0563,,,,,shot_zones,high,,,,,,,,,,,,,,,,,
202699,2022,672.0,0.6414,0.0856,327.0,0.0649,70.0,144.0,190.0,4650.0,0.0869,77.0,419.0,48.0,84.0,0.1467,171.0,240.0,0.7125,,,,,,,,,,,5037.0,2543.18,47.0,43.0,tracking,high,224.0,81.0,0.2213,0.3616,20.0,10.0,227.0,114.0,0.2441,0.5,15.0,438.0,0.4476,139.0,50.0,0.2688,1012.0
202699,2023,450.0,0.5667,0.0528,227.0,0.047,53.0,140.0,166.0,3600.0,0.0997,67.0,357.0,36.0,80.0,0.1641,147.0,193.0,0.7617,,,,,,,,,,,4826.0,2435.91,68.0,40.0,tracking,high,276.0,106.0,0.3266,0.3841,15.0,4.0,152.0,86.0,0.1976,0.2667,23.0,317.0,0.4024,183.0,71.0,0.3834,845.0
202699,2024,518.0,0.668,0.0731,259.0,0.0547,68.0,203.0,148.0,3709.0,0.113,78.0,367.0,45.0,69.0,0.1397,149.0,203.0,0.734,,,,,,,,,,,4735.0,2337.8,69.0,45.0,tracking,high,193.0,73.0,0.2064,0.3782,15.0,2.0,214.0,107.0,0.2449,0.1333,21.0,395.0,0.4449,132.0,51.0,0.2684,935.0
202700,2014,,,,,,,,,,,,,,,,,,,171.0,102.0,,84.0,21.0,275.0,0.5145,0.6218,0.3054,2.137,,,,,nba_shotzone,medium,,,,,,,,,,,,,,,,,
202700,2015,,,,,,,,,,,,,,,,,,,120.0,65.0,,55.0,16.0,196.0,0.5,0.6122,0.2806,1.396,,,,,nba_shotzone,medium,,,,,,,,,,,,,,,,,
202700,2016,,,,,,,,,,,,,,,,,,,120.0,65.0,,55.0,16.0,196.0,0.5,0.6122,0.2806,1.396,,,,,nba_shotzone,medium,,,,,,,,,,,,,,,,,
202700,2017,,,,,,,,,,,,,,,,,,,72.0,43.0,,46.0,11.0,132.0,0.4734,0.5454,0.3485,1.033,,,,,nba_shotzone,medium,,,,,,,,,,,,,,,,,
202700,2019,,,,,,,,,,,,,,,,,,,3.0,2.0,3.0,0.0,0.0,6.0,0.5,0.5,0.0,0.0,,,,,shot_zones,low,,,,,,,,,,,,,,,,,
202702,2014,,,,,,,,,,,,,,,,,,,634.0,402.0,,3.0,0.0,754.0,0.5928,0.8408,0.004,2.662,,,,,nba_shotzone,medium,,,,,,,,,,,,,,,,,
202702,2015,,,,,,,,,,,,,,,,,,,498.0,326.0,,2.0,1.0,566.0,0.6157,0.8798,0.0035,2.457,,,,,nba_shotzone,medium,,,,,,,,,,,,,,,,,
202702,2016,,,,,,,,,,,,,,,,,,,498.0,326.0,,2.0,1.0,566.0,0.6157,0.8798,0.0035,2.457,,,,,nba_shotzone,medium,,,,,,,,,,,,,,,,,
202702,2017,,,,,,,,,,,,,,,,,,,332.0,213.0,,6.0,0.0,367.0,0.6049,0.9046,0.0163,2.703,,,,,nba_shotzone,medium,,,,,,,,,,,,,,,,,
202702,2019,,,,,,,,,,,,,,,,,,,234.0,142.0,6.0,25.0,8.0,265.0,0.6038,0.883,0.0943,0.1038,,,,,shot_zones,high,,,,,,,,,,,,,,,,,
202703,2015,,,,,,,,,,,,,,,,,,,144.0,85.0,,344.0,135.0,584.0,0.5402,0.2466,0.589,-0.259,,,,,nba_shotzone,medium,,,,,,,,,,,,,,,,,
202703,2016,,,,,,,,,,,,,,,,,,,144.0,85.0,,344.0,135.0,584.0,0.5402,0.2466,0.589,-0.259,,,,,nba_shotzone,medium,,,,,,,,,,,,,,,,,
202703,2017,,,,,,,,,,,,,,,,,,,146.0,100.0,,372.0,129.0,594.0,0.5429,0.2458,0.6263,-0.155,,,,,nba_shotzone,medium,,,,,,,,,,,,,,,,,
202703,2019,,,,,,,,,,,,,,,,,,,143.0,92.0,81.0,318.0,116.0,542.0,0.5461,0.2638,0.5867,0.0461,,,,,shot_zones,high,,,,,,,,,,,,,,,,,
202704,2014,,,,,,,,,,,,,,,,,,,358.0,218.0,,242.0,83.0,857.0,0.5163,0.4177,0.2824,0.125,,,,,nba_shotzone,medium,,,,,,,,,,,,,,,,,
202704,2015,,,,,,,,,,,,,,,,,,,502.0,278.0,,333.0,118.0,1172.0,0.5102,0.4283,0.2841,0.044,,,,,nba_shotzone,medium,,,,,,,,,,,,,,,,,
202704,2016,,,,,,,,,,,,,,,,,,,502.0,278.0,,333.0,118.0,1172.0,0.5102,0.4283,0.2841,0.044,,,,,nba_shotzone,medium,,,,,,,,,,,,,,,,,
202704,2017,,,,,,,,,,,,,,,,,,,231.0,121.0,,184.0,66.0,644.0,0.4907,0.3587,0.2857,-1.769,,,,,nba_shotzone,medium,,,,,,,,,,,,,,,,,
202704,2019,,,,,,,,,,,,,,,,,,,334.0,155.0,241.0,471.0,174.0,1046.0,0.5048,0.3193,0.4503,0.0048,,,,,shot_zones,high,,,,,,,,,,,,,,,,,
202704,2020,,,,,,,,,,,,,,,,,,,116.0,55.0,65.0,145.0,57.0,326.0,0.4985,0.3558,0.4448,-0.0015,,,,,shot_zones,high,,,,,,,,,,,,,,,,,
202704,2021,,,,,,,,,,,,,,,,,,,193.0,99.0,109.0,278.0,120.0,580.0,0.5534,0.3328,0.4793,0.0534,,,,,shot_zones,high,,,,,,,,,,,,,,,,,
202704,2022,805.0,0.5255,0.0909,475.0,0.1021,23.0,48.0,7.0,5009.0,0.0156,39.0,224.0,15.0,27.0,0.0855,140.0,217.0,0.6452,,,,,,,,,,,4652.0,2305.13,55.0,15.0,tracking,high,259.0,85.0,0.2148,0.3282,146.0,52.0,282.0,133.0,0.3549,0.3562,48.0,317.0,0.3027,189.0,66.0,0.4179,1206.0
202704,2023,431.0,0.5592,0.0724,280.0,0.0841,27.0,38.0,0.0,3323.0,0.0196,25.0,119.0,12.0,13.0,0.088,89.0,126.0,0.7063,,,,,,,,,,,3331.0,1656.86,47.0,6.0,tracking,high,196.0,77.0,0.3062,0.3929,49.0,10.0,151.0,73.0,0.3125,0.2041,20.0,180.0,0.3125,120.0,44.0,0.45,640.0
202704,2024,585.0,0.5385,0.0872,373.0,0.1032,30.0,61.0,0.0,3689.0,0.0247,33.0,119.0,13.0,18.0,0.1084,112.0,161.0,0.6957,,,,,,,,,,,3613.0,1791.98,44.0,13.0,tracking,high,156.0,61.0,0.2122,0.391,65.0,21.0,208.0,101.0,0.3714,0.3231,29.0,267.0,0.4027,110.0,40.0,0.3714,735.0
202705,2014,,,,,,,,,,,,,,,,,,,65.0,38.0,,25.0,13.0,118.0,0.5381,0.5508,0.2118,1.5,,,,,nba_shotzone,medium,,,,,,,,,,,,,,,,,
202705,2019,,,,,,,,,,,,,,,,,,,72.0,43.0,43.0,54.0,15.0,169.0,0.4941,0.426,0.3195,-0.0059,,,,,shot_zones,high,,,,,,,,,,,,,,,,,
202706,2014,,,,,,,,,,,,,,,,,,,117.0,60.0,,195.0,70.0,361.0,0.5041,0.3241,0.5402,0.837,,,,,nba_shotzone,medium,,,,,,,,,,,,,,,,,
202706,2015,,,,,,,,,,,,,,,,,,,41.0,25.0,,45.0,13.0,111.0,0.5,0.3693,0.4054,-0.196,,,,,nba_shotzone,medium,,,,,,,,,,,,,,,,,
202706,2016,,,,,,,,,,,,,,,,,,,41.0,25.0,,45.0,13.0,111.0,0.5,0.3693,0.4054,-0.196,,,,,nba_shotzone,medium,,,,,,,,,,,,,,,,,
202708,2014,,,,,,,,,,,,,,,,,,,177.0,100.0,,173.0,60.0,464.0,0.5108,0.3815,0.3728,0.25,,,,,nba_shotzone,medium,,,,,,,,,,,,,,,,,
202708,2015,,,,,,,,,,,,,,,,,,,136.0,67.0,,101.0,33.0,466.0,0.456,0.2918,0.2167,-2.697,,,,,nba_shotzone,medium,,,,,,,,,,,,,,,,,
202708,2016,,,,,,,,,,,,,,,,,,,136.0,67.0,,101.0,33.0,466.0,0.456,0.2918,0.2167,-2.697,,,,,nba_shotzone,medium,,,,,,,,,,,,,,,,,
202708,2017,,,,,,,,,,,,,,,,,,,14.0,6.0,,13.0,3.0,48.0,0.3645,0.2916,0.2708,-2.79,,,,,nba_shotzone,medium,,,,,,,,,,,,,,,,,
202709,2014,,,,,,,,,,,,,,,,,,,105.0,69.0,,38.0,12.0,247.0,0.5344,0.4251,0.1538,-0.075,,,,,nba_shotzone,medium,,,,,,,,,,,,,,,,,
202709,2015,,,,,,,,,,,,,,,,,,,256.0,148.0,,108.0,30.0,527.0,0.499,0.4858,0.2049,-0.272,,,,,nba_shotzone,medium,,,,,,,,,,,,,,,,,
202709,2016,,,,,,,,,,,,,,,,,,,256.0,148.0,,108.0,30.0,527.0,0.499,0.4858,0.2049,-0.272,,,,,nba_shotzone,medium,,,,,,,,,,,,,,,,,
202709,2017,,,,,,,,,,,,,,,,,,,246.0,147.0,,133.0,47.0,610.0,0.5188,0.4033,0.218,-1.033,,,,,nba_shotzone,medium,,,,,,,,,,,,,,,,,
202709,2019,,,,,,,,,,,,,,,,,,,154.0,78.0,221.0,171.0,55.0,546.0,0.4606,0.2821,0.3132,-0.0394,,,,,shot_zones,high,,,,,,,,,,,,,,,,,
202709,2020,,,,,,,,,,,,,,,,,,,133.0,70.0,118.0,157.0,56.0,408.0,0.4828,0.326,0.3848,-0.0172,,,,,shot_zones,high,,,,,,,,,,,,,,,,,
202709,2021,,,,,,,,,,,,,,,,,,,194.0,117.0,99.0,132.0,45.0,425.0,0.5235,0.4565,0.3106,0.0235,,,,,shot_zones,high,,,,,,,,,,,,,,,,,
202709,2022,437.0,0.3982,0.0541,285.0,0.0887,26.0,46.0,5.0,3321.0,0.0232,29.0,145.0,12.0,29.0,0.122,96.0,132.0,0.7273,,,,,,,,,,,3214.0,1599.82,42.0,17.0,tracking,high,121.0,54.0,0.3025,0.4463,20.0,8.0,99.0,45.0,0.2975,0.4,6.0,137.0,0.3575,100.0,46.0,0.3925,400.0
202709,2023,324.0,0.4043,0.0528,254.0,0.1024,10.0,20.0,2.0,2510.0,0.0127,21.0,85.0,5.0,17.0,0.0876,67.0,89.0,0.7528,,,,,,,,,,,2481.0,1227.45,34.0,9.0,tracking,high,114.0,47.0,0.3248,0.4123,37.0,12.0,72.0,35.0,0.3105,0.3243,8.0,77.0,0.2422,85.0,36.0,0.5128,351.0
