entity_id,season_year,u10_fg2m,u10_fg2a,o10_fg2m,o10_fg2a,fg3m,fg3a,open_cs_fg3m,open_cs_fg3a,off_drbl_fg3m,off_drbl_fg3a,off_drbl_fg2m,off_drbl_fg2a,contested_fg3a,contested_fg3m,contested_fg2a,contested_fg2m,wide_open_fg3a,wide_open_fg3m,total_fga_sz,three_rate_sz,open_cs_3_rate,off_drbl_rate,contested_shot_rate,open_cs_fg3_pct,off_drbl_fg3_pct
203505,2018,1,3,0,0,0,2,0.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,3.0,1.0,2.0,0.0,5,0.4,0.4,0.4,0.6,0.0,
203506,2018,286,393,192,430,161,428,76.0,192.0,56.0,150.0,188.0,256.0,64.0,19.0,303.0,211.0,133.0,48.0,1251,0.3421,0.1535,0.3245,0.2934,0.3958,0.3733
203506,2022,14,23,6,14,15,36,8.0,19.0,6.0,13.0,11.0,16.0,2.0,0.0,16.0,9.0,17.0,9.0,73,0.4932,0.2603,0.3973,0.2466,0.4211,0.4615
203506,2023,57,116,31,72,69,208,36.0,119.0,22.0,57.0,35.0,67.0,9.0,4.0,91.0,41.0,100.0,33.0,396,0.5253,0.3005,0.3131,0.2525,0.3025,0.386
203507,2018,535,742,151,410,41,137,30.0,86.0,4.0,20.0,174.0,265.0,8.0,0.0,624.0,444.0,102.0,34.0,1289,0.1063,0.0667,0.2211,0.4903,0.3488,0.2
203507,2022,501,724,117,278,71,242,22.0,61.0,33.0,113.0,179.0,284.0,9.0,1.0,626.0,423.0,156.0,48.0,1244,0.1945,0.049,0.3191,0.5105,0.3607,0.292
203507,2023,577,875,83,233,47,171,25.0,75.0,14.0,61.0,232.0,392.0,1.0,0.0,772.0,494.0,129.0,35.0,1279,0.1337,0.0586,0.3542,0.6044,0.3333,0.2295
203507,2024,735,1045,68,201,34,124,12.0,43.0,17.0,53.0,268.0,414.0,1.0,0.0,876.0,596.0,103.0,30.0,1370,0.0905,0.0314,0.3409,0.6401,0.2791,0.3208
203512,2018,44,57,0,0,5,19,5.0,17.0,0.0,0.0,0.0,0.0,2.0,0.0,44.0,31.0,15.0,5.0,76,0.25,0.2237,0.0,0.6053,0.2941,
203516,2018,109,162,22,47,51,151,45.0,128.0,0.0,2.0,14.0,28.0,10.0,2.0,116.0,73.0,88.0,31.0,360,0.4194,0.3556,0.0833,0.35,0.3516,0.0
203516,2022,8,11,0,1,2,6,2.0,6.0,0.0,0.0,2.0,3.0,0.0,0.0,7.0,4.0,4.0,1.0,18,0.3333,0.3333,0.1667,0.3889,0.3333,
203518,2018,23,38,7,21,83,213,82.0,189.0,0.0,5.0,4.0,8.0,15.0,0.0,29.0,16.0,111.0,44.0,272,0.7831,0.6949,0.0478,0.1618,0.4339,0.0
203521,2018,15,34,10,32,28,76,24.0,60.0,3.0,9.0,13.0,26.0,3.0,1.0,23.0,9.0,48.0,15.0,142,0.5352,0.4225,0.2465,0.1831,0.4,0.3333
203521,2023,6,14,2,9,9,27,7.0,22.0,1.0,4.0,3.0,8.0,0.0,0.0,9.0,5.0,21.0,7.0,50,0.54,0.44,0.24,0.18,0.3182,0.25
203524,2018,6,15,1,2,4,21,3.0,18.0,0.0,1.0,3.0,4.0,3.0,1.0,14.0,5.0,13.0,2.0,38,0.5526,0.4737,0.1316,0.4474,0.1667,0.0
203524,2022,1,7,0,0,2,13,2.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,1.0,8.0,2.0,20,0.65,0.6,0.05,0.3,0.1667,
203526,2018,40,64,10,26,19,46,17.0,32.0,1.0,4.0,23.0,41.0,2.0,0.0,50.0,29.0,37.0,17.0,136,0.3382,0.2353,0.3309,0.3824,0.5312,0.25
203526,2022,124,223,44,94,35,119,19.0,73.0,9.0,27.0,78.0,142.0,5.0,0.0,190.0,98.0,79.0,22.0,436,0.2729,0.1674,0.3876,0.4472,0.2603,0.3333
203526,2023,34,53,11,15,12,42,10.0,33.0,1.0,6.0,17.0,28.0,2.0,0.0,42.0,27.0,26.0,9.0,110,0.3818,0.3,0.3091,0.4,0.303,0.1667
203530,2018,93,153,5,12,0,5,0.0,3.0,0.0,0.0,9.0,18.0,1.0,0.0,131.0,77.0,4.0,0.0,170,0.0294,0.0176,0.1059,0.7765,0.0,
203546,2018,95,145,63,126,62,189,45.0,138.0,9.0,25.0,28.0,52.0,4.0,1.0,114.0,70.0,153.0,55.0,460,0.4109,0.3,0.1674,0.2565,0.3261,0.36
203552,2022,59,98,143,267,158,374,99.0,204.0,23.0,69.0,33.0,57.0,68.0,22.0,85.0,48.0,128.0,61.0,739,0.5061,0.276,0.1705,0.207,0.4853,0.3333
203552,2023,30,53,84,163,94,231,59.0,139.0,16.0,37.0,16.0,31.0,44.0,15.0,45.0,24.0,78.0,35.0,447,0.5168,0.311,0.1521,0.1991,0.4245,0.4324
203552,2024,20,34,22,62,37,107,28.0,75.0,2.0,6.0,7.0,13.0,22.0,5.0,29.0,16.0,50.0,21.0,203,0.5271,0.3695,0.0936,0.2512,0.3733,0.3333
203580,2018,2,7,2,8,3,9,3.0,7.0,0.0,1.0,1.0,6.0,0.0,0.0,5.0,2.0,7.0,3.0,24,0.375,0.2917,0.2917,0.2083,0.4286,0.0
203584,2018,22,42,27,67,183,450,117.0,271.0,7.0,22.0,5.0,9.0,97.0,33.0,36.0,19.0,130.0,59.0,559,0.805,0.4848,0.0555,0.2379,0.4317,0.3182
203585,2018,17,26,4,10,15,35,13.0,31.0,1.0,2.0,5.0,7.0,2.0,0.0,19.0,12.0,22.0,9.0,71,0.493,0.4366,0.1268,0.2958,0.4194,0.5
203585,2022,31,60,7,15,57,143,46.0,99.0,0.0,5.0,9.0,15.0,31.0,8.0,55.0,29.0,48.0,23.0,218,0.656,0.4541,0.0917,0.3945,0.4646,0.0
203585,2023,18,43,3,12,41,97,27.0,66.0,2.0,3.0,1.0,12.0,20.0,8.0,37.0,15.0,25.0,13.0,152,0.6382,0.4342,0.0987,0.375,0.4091,0.6667
203613,2018,211,340,68,159,69,198,50.0,143.0,4.0,23.0,114.0,189.0,12.0,3.0,304.0,182.0,100.0,31.0,697,0.2841,0.2052,0.3042,0.4534,0.3497,0.1739
203648,2022,67,110,1,4,2,14,1.0,9.0,1.0,3.0,11.0,25.0,0.0,0.0,94.0,52.0,12.0,2.0,128,0.1094,0.0703,0.2188,0.7344,0.1111,0.3333
203648,2023,20,36,0,2,0,8,0.0,6.0,0.0,0.0,5.0,10.0,1.0,0.0,32.0,17.0,5.0,0.0,46,0.1739,0.1304,0.2174,0.7174,0.0,
203648,2024,16,28,0,1,0,1,0.0,0.0,0.0,0.0,4.0,8.0,0.0,0.0,19.0,10.0,0.0,0.0,30,0.0333,0.0,0.2667,0.6333,,
203658,2022,3,5,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,5,0.0,0.0,0.0,0.8,,
203687,2018,0,0,0,0,1,2,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2,1.0,0.5,0.5,0.5,1.0,0.0
203705,2018,1,5,6,16,8,22,6.0,11.0,1.0,5.0,0.0,3.0,1.0,0.0,5.0,1.0,19.0,8.0,43,0.5116,0.2558,0.186,0.1395,0.5455,0.2
203710,2018,44,62,21,47,22,77,13.0,52.0,3.0,6.0,15.0,21.0,8.0,3.0,50.0,34.0,43.0,13.0,186,0.414,0.2796,0.1452,0.3118,0.25,0.5
203816,2018,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,1.0,0.0,,
203816,2022,0,1,2,2,0,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4,0.25,0.25,0.25,0.25,0.0,
203894,2018,64,116,76,164,80,214,53.0,118.0,17.0,55.0,37.0,77.0,28.0,7.0,94.0,50.0,93.0,40.0,494,0.4332,0.2389,0.2672,0.247,0.4492,0.3091
203897,2018,69,124,22,71,41,116,11.0,36.0,19.0,40.0,43.0,84.0,22.0,7.0,110.0,57.0,38.0,17.0,311,0.373,0.1158,0.3987,0.4244,0.3056,0.475
203897,2022,262,417,118,293,185,475,81.0,165.0,52.0,171.0,139.0,249.0,89.0,28.0,339.0,198.0,125.0,58.0,1185,0.4008,0.1392,0.3544,0.3612,0.4909,0.3041
203897,2023,330,526,131,304,202,538,91.0,215.0,53.0,157.0,182.0,324.0,91.0,28.0,431.0,255.0,158.0,74.0,1368,0.3933,0.1572,0.3516,0.3816,0.4233,0.3376
203897,2024,78,136,33,70,59,168,18.0,54.0,25.0,67.0,41.0,88.0,32.0,8.0,105.0,55.0,53.0,18.0,374,0.4492,0.1444,0.4144,0.3663,0.3333,0.3731
203898,2018,65,108,13,39,12,53,9.0,32.0,3.0,15.0,42.0,75.0,5.0,0.0,93.0,54.0,34.0,11.0,200,0.265,0.16,0.45,0.49,0.2812,0.2
203900,2018,0,1,1,1,1,5,0.0,3.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,7,0.7143,0.4286,0.4286,0.1429,0.0,0.5
203901,2018,252,402,45,114,30,91,25.0,71.0,4.0,12.0,175.0,298.0,5.0,0.0,340.0,205.0,58.0,16.0,607,0.1499,0.117,0.5107,0.5684,0.3521,0.3333
203901,2022,53,123,7,27,4,18,3.0,15.0,1.0,2.0,33.0,73.0,0.0,0.0,104.0,41.0,14.0,3.0,168,0.1071,0.0893,0.4464,0.619,0.2,0.5
203903,2018,211,336,105,249,112,316,72.0,182.0,12.0,53.0,121.0,206.0,53.0,16.0,266.0,159.0,130.0,55.0,901,0.3507,0.202,0.2875,0.3541,0.3956,0.2264
203903,2022,221,402,55,114,190,597,81.0,262.0,50.0,166.0,173.0,316.0,162.0,53.0,344.0,180.0,188.0,72.0,1113,0.5364,0.2354,0.4331,0.4546,0.3092,0.3012
203903,2023,229,415,73,156,155,458,77.0,214.0,32.0,107.0,162.0,303.0,117.0,34.0,361.0,188.0,145.0,59.0,1029,0.4451,0.208,0.3984,0.4645,0.3598,0.2991
203903,2024,167,341,70,152,90,305,48.0,141.0,22.0,75.0,111.0,233.0,59.0,11.0,267.0,113.0,114.0,36.0,798,0.3822,0.1767,0.386,0.4085,0.3404,0.2933
203914,2018,205,297,78,175,151,385,114.0,278.0,12.0,31.0,62.0,97.0,24.0,7.0,237.0,152.0,163.0,71.0,857,0.4492,0.3244,0.1494,0.3046,0.4101,0.3871
203914,2022,94,161,30,90,116,302,98.0,228.0,4.0,17.0,31.0,59.0,28.0,8.0,144.0,80.0,117.0,52.0,553,0.5461,0.4123,0.1374,0.311,0.4298,0.2353
203914,2023,39,73,5,16,94,218,73.0,167.0,3.0,6.0,15.0,28.0,24.0,9.0,62.0,29.0,95.0,47.0,307,0.7101,0.544,0.1107,0.2801,0.4371,0.5
203914,2024,42,69,13,23,76,205,70.0,181.0,2.0,2.0,7.0,14.0,11.0,0.0,62.0,36.0,99.0,43.0,297,0.6902,0.6094,0.0539,0.2458,0.3867,1.0
203915,2018,138,247,39,99,137,419,64.0,171.0,31.0,123.0,108.0,199.0,84.0,23.0,196.0,109.0,129.0,50.0,765,0.5477,0.2235,0.4209,0.366,0.3743,0.252
203915,2022,148,277,45,121,110,323,52.0,135.0,39.0,127.0,108.0,211.0,67.0,17.0,238.0,117.0,111.0,44.0,721,0.448,0.1872,0.4688,0.423,0.3852,0.3071
203915,2023,214,398,65,162,181,490,81.0,194.0,64.0,193.0,189.0,349.0,72.0,22.0,369.0,196.0,185.0,77.0,1050,0.4667,0.1848,0.5162,0.42,0.4175,0.3316
203915,2024,103,209,22,59,120,359,79.0,202.0,21.0,79.0,81.0,177.0,70.0,19.0,187.0,89.0,131.0,52.0,627,0.5726,0.3222,0.4083,0.4099,0.3911,0.2658
203917,2018,15,32,5,17,40,100,25.0,59.0,5.0,13.0,10.0,23.0,5.0,1.0,25.0,12.0,51.0,24.0,149,0.6711,0.396,0.2416,0.2013,0.4237,0.3846
203917,2022,0,1,1,3,4,10,3.0,6.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,3.0,14,0.7143,0.4286,0.0714,0.1429,0.5,0.0
203918,2018,109,187,86,210,127,333,74.0,198.0,21.0,57.0,51.0,102.0,62.0,27.0,163.0,91.0,132.0,56.0,730,0.4562,0.2712,0.2178,0.3082,0.3737,0.3684
203918,2022,18,31,10,35,30,91,23.0,71.0,3.0,8.0,3.0,11.0,3.0,0.0,26.0,15.0,45.0,15.0,157,0.5796,0.4522,0.121,0.1847,0.3239,0.375
203920,2018,62,100,5,17,0,0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,77.0,44.0,0.0,0.0,117,0.0,0.0,0.0171,0.6581,,
203920,2022,78,142,19,44,0,14,0.0,14.0,0.0,0.0,0.0,2.0,0.0,0.0,114.0,57.0,12.0,0.0,200,0.07,0.07,0.01,0.57,0.0,
203920,2023,17,25,1,5,1,2,1.0,2.0,0.0,0.0,1.0,4.0,0.0,0.0,20.0,14.0,2.0,1.0,32,0.0625,0.0625,0.125,0.625,0.5,
203922,2018,15,26,7,20,14,34,14.0,33.0,0.0,0.0,1.0,5.0,0.0,0.0,19.0,10.0,27.0,11.0,80,0.425,0.4125,0.0625,0.2375,0.4242,
203923,2018,1,2,1,2,3,10,2.0,8.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,4.0,1.0,14,0.7143,0.5714,0.0,0.2857,0.25,
203924,2018,196,271,12,25,32,109,30.0,103.0,0.0,0.0,19.0,39.0,0.0,0.0,227.0,160.0,92.0,24.0,405,0.2691,0.2543,0.0963,0.5605,0.2913,
203924,2022,126,234,81,210,91,254,79.0,213.0,2.0,7.0,44.0,89.0,28.0,7.0,195.0,95.0,108.0,41.0,698,0.3639,0.3052,0.1375,0.3195,0.3709,0.2857
203924,2023,217,370,73,184,144,359,122.0,301.0,2.0,10.0,62.0,122.0,37.0,14.0,330.0,185.0,159.0,77.0,913,0.3932,0.3297,0.1446,0.402,0.4053,0.2
203924,2024,194,401,78,173,111,276,92.0,205.0,0.0,5.0,94.0,198.0,62.0,19.0,369.0,174.0,80.0,40.0,850,0.3247,0.2412,0.2388,0.5071,0.4488,0.0
203925,2018,141,186,13,35,149,347,114.0,255.0,3.0,6.0,44.0,57.0,57.0,16.0,154.0,114.0,143.0,66.0,568,0.6109,0.4489,0.1109,0.3715,0.4471,0.5
203925,2022,9,22,4,10,37,74,26.0,56.0,0.0,0.0,1.0,5.0,14.0,8.0,19.0,7.0,29.0,17.0,106,0.6981,0.5283,0.0472,0.3113,0.4643,
203925,2023,50,82,9,25,141,329,101.0,231.0,0.0,1.0,10.0,15.0,76.0,29.0,68.0,36.0,118.0,57.0,436,0.7546,0.5298,0.0367,0.3303,0.4372,0.0
203925,2024,4,9,0,0,10,30,9.0,20.0,0.0,0.0,0.0,2.0,9.0,1.0,6.0,1.0,12.0,6.0,39,0.7692,0.5128,0.0513,0.3846,0.45,
203926,2018,116,174,27,91,89,208,85.0,180.0,0.0,3.0,2.0,7.0,15.0,3.0,141.0,91.0,105.0,51.0,473,0.4397,0.3805,0.0211,0.3298,0.4722,0.0
203926,2022,87,164,19,44,108,256,77.0,180.0,2.0,5.0,10.0,28.0,52.0,22.0,142.0,75.0,96.0,40.0,464,0.5517,0.3879,0.0711,0.4181,0.4278,0.4
203926,2023,87,154,24,65,120,289,85.0,197.0,2.0,3.0,5.0,14.0,65.0,20.0,131.0,72.0,65.0,28.0,508,0.5689,0.3878,0.0335,0.3858,0.4315,0.6667
203926,2024,20,38,9,17,94,229,71.0,176.0,0.0,0.0,0.0,4.0,39.0,16.0,31.0,14.0,100.0,45.0,284,0.8063,0.6197,0.0141,0.2465,0.4034,
203930,2018,47,85,16,48,46,144,33.0,95.0,10.0,31.0,21.0,43.0,9.0,2.0,70.0,36.0,73.0,22.0,277,0.5199,0.343,0.2671,0.2852,0.3474,0.3226
203932,2018,190,283,65,191,113,337,89.0,223.0,9.0,53.0,49.0,91.0,22.0,2.0,221.0,141.0,209.0,80.0,811,0.4155,0.275,0.1776,0.2996,0.3991,0.1698
203932,2022,293,439,54,135,87,260,71.0,199.0,12.0,30.0,55.0,103.0,20.0,6.0,363.0,229.0,145.0,47.0,834,0.3118,0.2386,0.1595,0.4592,0.3568,0.4
203932,2023,345,507,24,81,60,173,37.0,112.0,11.0,26.0,57.0,104.0,13.0,3.0,432.0,280.0,100.0,30.0,761,0.2273,0.1472,0.1708,0.5848,0.3304,0.4231
203932,2024,334,511,14,56,40,138,29.0,94.0,4.0,20.0,56.0,116.0,7.0,1.0,422.0,259.0,106.0,34.0,705,0.1957,0.1333,0.1929,0.6085,0.3085,0.2
203933,2018,366,564,142,355,20,90,20.0,75.0,0.0,3.0,78.0,134.0,7.0,0.0,465.0,285.0,53.0,15.0,1009,0.0892,0.0743,0.1358,0.4678,0.2667,0.0
203933,2023,54,93,56,110,22,67,21.0,58.0,0.0,3.0,7.0,14.0,1.0,0.0,72.0,40.0,45.0,15.0,270,0.2481,0.2148,0.063,0.2704,0.3621,0.0
203933,2024,10,15,6,13,1,12,1.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,11.0,9.0,7.0,1.0,40,0.3,0.3,0.025,0.275,0.0833,
203935,2018,78,153,35,87,70,235,45.0,150.0,9.0,45.0,44.0,91.0,38.0,11.0,124.0,58.0,113.0,32.0,475,0.4947,0.3158,0.2863,0.3411,0.3,0.2
203935,2022,164,300,17,55,115,350,97.0,273.0,7.0,35.0,93.0,184.0,28.0,8.0,250.0,131.0,185.0,72.0,705,0.4965,0.3872,0.3106,0.3943,0.3553,0.2
203935,2023,118,216,17,44,115,342,87.0,254.0,13.0,38.0,79.0,143.0,32.0,9.0,174.0,91.0,177.0,61.0,602,0.5681,0.4219,0.3007,0.3422,0.3425,0.3421
203935,2024,42,69,18,34,42,134,34.0,98.0,3.0,16.0,29.0,46.0,11.0,3.0,54.0,30.0,79.0,28.0,237,0.5654,0.4135,0.2616,0.2743,0.3469,0.1875
203937,2018,172,260,40,91,19,56,18.0,49.0,1.0,2.0,42.0,73.0,4.0,0.0,214.0,134.0,42.0,16.0,407,0.1376,0.1204,0.1843,0.5356,0.3673,0.5
203937,2022,138,264,35,96,36,109,31.0,93.0,0.0,1.0,38.0,91.0,6.0,2.0,218.0,105.0,71.0,22.0,469,0.2324,0.1983,0.1962,0.4776,0.3333,0.0
203937,2023,173,311,34,75,42,102,35.0,84.0,2.0,4.0,72.0,138.0,2.0,0.0,254.0,140.0,73.0,32.0,488,0.209,0.1721,0.291,0.5246,0.4167,0.5
203937,2024,144,295,44,90,11,48,10.0,39.0,0.0,1.0,57.0,145.0,4.0,0.0,252.0,114.0,39.0,10.0,433,0.1109,0.0901,0.3372,0.5912,0.2564,0.0
203939,2018,212,279,15,42,28,83,27.0,76.0,0.0,0.0,7.0,11.0,3.0,0.0,229.0,168.0,69.0,25.0,404,0.2054,0.1881,0.0272,0.5743,0.3553,
203939,2022,253,350,3,15,13,37,13.0,34.0,0.0,0.0,4.0,9.0,0.0,0.0,286.0,199.0,33.0,11.0,402,0.092,0.0846,0.0224,0.7114,0.3824,
203939,2023,195,259,2,5,0,5,0.0,4.0,0.0,0.0,1.0,7.0,0.0,0.0,202.0,143.0,4.0,0.0,269,0.0186,0.0149,0.026,0.7509,0.0,
203939,2024,70,101,0,0,1,3,1.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,80.0,49.0,3.0,1.0,104,0.0288,0.0288,0.0192,0.7692,0.3333,
203940,2018,3,3,2,4,2,3,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,10,0.3,0.3,0.0,0.2,0.6667,
203943,2018,64,105,17,43,20,59,17.0,47.0,0.0,1.0,10.0,25.0,6.0,2.0,95.0,56.0,32.0,11.0,207,0.285,0.2271,0.1256,0.4879,0.3617,0.0
203943,2023,9,18,1,2,1,4,1.0,3.0,0.0,1.0,1.0,2.0,0.0,0.0,16.0,7.0,2.0,1.0,24,0.1667,0.125,0.125,0.6667,0.3333,0.0
203944,2018,461,671,25,71,10,45,9.0,34.0,0.0,3.0,118.0,189.0,3.0,1.0,598.0,403.0,32.0,7.0,787,0.0572,0.0432,0.244,0.7637,0.2647,0.0
203944,2022,246,440,131,385,117,379,69.0,228.0,16.0,55.0,83.0,164.0,44.0,7.0,395.0,219.0,130.0,38.0,1204,0.3148,0.1894,0.1819,0.3646,0.3026,0.2909
203944,2023,301,483,139,312,218,636,133.0,368.0,33.0,84.0,104.0,199.0,79.0,22.0,422.0,256.0,177.0,68.0,1431,0.4444,0.2572,0.1978,0.3501,0.3614,0.3929
203944,2024,250,436,64,147,76,243,51.0,141.0,7.0,33.0,102.0,205.0,28.0,6.0,374.0,205.0,82.0,25.0,826,0.2942,0.1707,0.2881,0.4867,0.3617,0.2121
203948,2018,30,51,24,70,14,43,13.0,38.0,0.0,0.0,3.0,8.0,3.0,1.0,46.0,25.0,25.0,7.0,164,0.2622,0.2317,0.0488,0.2988,0.3421,
203949,2018,0,0,0,0,2,7,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,7,1.0,1.0,0.0,0.0,0.2857,
203952,2018,312,478,144,420,112,337,89.0,249.0,14.0,38.0,103.0,174.0,31.0,6.0,423.0,271.0,181.0,59.0,1235,0.2729,0.2016,0.1717,0.3676,0.3574,0.3684
203952,2022,228,382,84,227,156,393,127.0,305.0,10.0,36.0,65.0,130.0,36.0,12.0,322.0,182.0,165.0,77.0,1002,0.3922,0.3044,0.1657,0.3573,0.4164,0.2778
203952,2023,117,199,39,96,87,217,75.0,176.0,2.0,11.0,21.0,49.0,17.0,6.0,162.0,89.0,101.0,46.0,512,0.4238,0.3438,0.1172,0.3496,0.4261,0.1818
203952,2024,201,367,52,142,87,247,72.0,206.0,7.0,16.0,55.0,107.0,15.0,4.0,315.0,166.0,125.0,45.0,756,0.3267,0.2725,0.1627,0.4365,0.3495,0.4375
203953,2018,89,146,39,86,31,80,26.0,62.0,1.0,7.0,28.0,45.0,5.0,2.0,127.0,77.0,43.0,18.0,312,0.2564,0.1987,0.1667,0.4231,0.4194,0.1429
203953,2022,8,15,2,7,8,16,6.0,13.0,0.0,0.0,1.0,3.0,1.0,1.0,11.0,7.0,10.0,3.0,38,0.4211,0.3421,0.0789,0.3158,0.4615,
203954,2018,285,419,153,338,65,208,57.0,183.0,1.0,2.0,43.0,78.0,9.0,2.0,352.0,229.0,164.0,54.0,965,0.2155,0.1896,0.0829,0.3741,0.3115,0.5
203954,2022,327,510,239,560,91,247,59.0,153.0,14.0,38.0,56.0,102.0,13.0,5.0,442.0,273.0,155.0,58.0,1317,0.1875,0.1162,0.1063,0.3455,0.3856,0.3684
203954,2023,384,572,278,556,66,200,48.0,121.0,6.0,24.0,57.0,97.0,15.0,2.0,484.0,310.0,131.0,51.0,1328,0.1506,0.0911,0.0911,0.3758,0.3967,0.25
203954,2024,212,331,183,380,54,139,40.0,70.0,4.0,18.0,33.0,56.0,20.0,3.0,282.0,174.0,65.0,34.0,850,0.1635,0.0824,0.0871,0.3553,0.5714,0.2222
203957,2018,37,64,0,1,5,18,4.0,15.0,1.0,2.0,25.0,44.0,0.0,0.0,53.0,28.0,15.0,4.0,83,0.2169,0.1807,0.5542,0.6386,0.2667,0.5
203957,2024,96,165,11,27,53,107,50.0,99.0,1.0,3.0,42.0,84.0,0.0,0.0,140.0,79.0,88.0,47.0,299,0.3579,0.3311,0.291,0.4682,0.5051,0.3333
203960,2018,35,53,4,12,5,10,4.0,8.0,0.0,0.0,5.0,8.0,2.0,1.0,46.0,29.0,6.0,4.0,75,0.1333,0.1067,0.1067,0.64,0.5,
203961,2018,60,95,6,17,0,0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,78.0,46.0,0.0,0.0,112,0.0,0.0,0.0446,0.6964,,
203962,2018,25,48,2,10,33,112,31.0,104.0,0.0,0.0,1.0,2.0,8.0,2.0,41.0,19.0,65.0,23.0,170,0.6588,0.6118,0.0118,0.2882,0.2981,
203966,2018,6,9,5,8,27,62,27.0,61.0,0.0,0.0,1.0,2.0,1.0,0.0,8.0,5.0,42.0,18.0,79,0.7848,0.7722,0.0253,0.1139,0.4426,
203967,2018,200,306,43,126,156,392,149.0,361.0,0.0,3.0,30.0,48.0,24.0,6.0,262.0,166.0,210.0,92.0,824,0.4757,0.4381,0.0619,0.3471,0.4127,0.0
203967,2023,70,124,12,38,45,115,44.0,108.0,0.0,0.0,7.0,20.0,2.0,0.0,107.0,58.0,80.0,32.0,277,0.4152,0.3899,0.0722,0.3935,0.4074,
203967,2024,93,156,12,29,73,193,69.0,177.0,0.0,2.0,27.0,56.0,5.0,1.0,131.0,75.0,135.0,58.0,378,0.5106,0.4683,0.1534,0.3598,0.3898,0.0
203991,2018,440,605,1,5,0,0,0.0,0.0,0.0,0.0,8.0,15.0,0.0,0.0,498.0,351.0,0.0,0.0,610,0.0,0.0,0.0246,0.8164,,
203991,2022,369,598,1,4,0,1,0.0,1.0,0.0,0.0,3.0,5.0,0.0,0.0,495.0,281.0,1.0,0.0,603,0.0017,0.0017,0.0083,0.8209,0.0,
203991,2023,350,534,0,1,0,1,0.0,1.0,0.0,0.0,2.0,8.0,0.0,0.0,482.0,303.0,0.0,0.0,536,0.0019,0.0019,0.0149,0.8993,0.0,
203991,2024,351,608,1,3,0,1,0.0,0.0,0.0,0.0,4.0,12.0,1.0,0.0,518.0,281.0,0.0,0.0,612,0.0016,0.0,0.0196,0.848,,
203992,2018,109,183,106,224,128,325,77.0,186.0,18.0,52.0,63.0,111.0,55.0,17.0,148.0,85.0,116.0,53.0,732,0.444,0.2541,0.2227,0.2773,0.414,0.3462
203992,2022,90,172,83,163,169,459,105.0,257.0,27.0,74.0,47.0,91.0,95.0,21.0,146.0,75.0,161.0,75.0,794,0.5781,0.3237,0.2078,0.3035,0.4086,0.3649
203992,2023,64,110,63,141,146,360,81.0,215.0,21.0,51.0,37.0,65.0,80.0,32.0,96.0,56.0,113.0,49.0,611,0.5892,0.3519,0.1899,0.2881,0.3767,0.4118
203992,2024,149,288,82,170,240,638,158.0,362.0,21.0,56.0,79.0,155.0,182.0,45.0,250.0,119.0,177.0,85.0,1096,0.5821,0.3303,0.1925,0.3942,0.4365,0.375
203994,2018,399,673,77,197,0,7,0.0,6.0,0.0,0.0,33.0,81.0,0.0,0.0,609.0,349.0,6.0,0.0,877,0.008,0.0068,0.0924,0.6944,0.0,
203994,2022,294,504,11,40,15,56,13.0,51.0,0.0,0.0,44.0,88.0,1.0,0.0,466.0,263.0,46.0,14.0,600,0.0933,0.085,0.1467,0.7783,0.2549,
203994,2023,213,367,6,17,43,119,42.0,115.0,0.0,0.0,33.0,65.0,1.0,0.0,342.0,194.0,101.0,34.0,503,0.2366,0.2286,0.1292,0.6819,0.3652,
203994,2024,282,507,7,18,22,89,22.0,86.0,0.0,1.0,37.0,64.0,0.0,0.0,462.0,241.0,84.0,21.0,614,0.145,0.1401,0.1059,0.7524,0.2558,0.0
203995,2024,86,144,26,64,42,149,17.0,59.0,17.0,54.0,68.0,114.0,19.0,7.0,123.0,70.0,66.0,14.0,357,0.4174,0.1653,0.4706,0.3978,0.2881,0.3148
203998,2018,4,8,2,5,3,17,3.0,17.0,0.0,0.0,1.0,1.0,0.0,0.0,8.0,4.0,10.0,2.0,30,0.5667,0.5667,0.0333,0.2667,0.1765,
203999,2018,286,464,98,205,110,277,88.0,223.0,2.0,8.0,69.0,120.0,33.0,15.0,413.0,249.0,107.0,40.0,946,0.2928,0.2357,0.1353,0.4715,0.3946,0.25
