entity_id,entity_type,season,season_type,minutes,off_poss,def_poss,drives,drive_fgm,drive_fga,drive_ftm,drive_fta,drive_points,drive_passes,drive_assists,drive_turnovers,drive_fouls,passes_made,passes_received,assists,ft_assists,secondary_assists,potential_assists,adj_assists,assist_pts,steals,blocks,def_rim_fgm,def_rim_fga,touches,front_court_touches,time_of_poss,elbow_touches,elbow_touch_fgm,elbow_touch_fga,elbow_touch_ftm,elbow_touch_fta,elbow_touch_points,elbow_touch_passes,elbow_touch_assists,elbow_touch_turnovers,elbow_touch_fouls,paint_touches,paint_touch_fgm,paint_touch_fga,paint_touch_ftm,paint_touch_fta,paint_touch_points,paint_touch_passes,paint_touch_assists,paint_touch_turnovers,paint_touch_fouls,post_touches,post_touch_fgm,post_touch_fga,post_touch_ftm,post_touch_fta,post_touch_points,post_touch_passes,post_touch_assists,post_touch_turnovers,post_touch_fouls,oreb,oreb_contest,oreb_uncontest,oreb_chances,oreb_chance_defer,dreb,dreb_contest,dreb_uncontest,dreb_chances,dreb_chance_defer,feet,miles,miles_off,miles_def
1629656,player,2021-22,RegularSeason,780.04,1522,1554,42,4,10,2,2,10,23,5,5,1,592,619,44,3,3,84,51,116,31,11,33,44,881,623,25.7,12,2,5,0,2,4,6,2,0,0,18,4,10,0,2,9,7,1,0,0,0,0,0,0,0,0,0,0,0,0,23,11,12,40,1,70,15,55,136,18,305349,57.81,30.39,27.47
1626181,player,2021-22,RegularSeason,1458.2,2972,2959,361,87,182,63,75,247,106,21,26,38,908,1429,96,6,20,169,121,242,42,21,75,105,1779,1266,86.6,19,5,10,6,6,17,5,1,1,2,25,8,16,5,6,21,4,1,1,3,3,0,0,0,0,0,3,1,0,0,20,7,13,70,3,125,24,101,192,16,558540,105.85,56.31,49.5
1628381,player,2021-22,RegularSeason,1662.56,3366,3346,120,34,60,16,20,87,37,8,7,10,2044,1497,98,6,7,143,113,239,33,56,152,254,2892,1552,75.7,105,29,50,19,24,79,36,12,2,12,303,126,193,39,54,295,53,12,7,26,156,39,95,17,20,97,27,8,8,10,93,70,23,245,4,329,105,223,577,52,643969,121.96,65.02,56.95
1630183,player,2021-22,RegularSeason,1802.69,3775,3777,206,57,106,11,12,134,73,19,17,6,1726,1153,79,8,15,161,102,205,52,54,124,222,2423,1122,62.3,32,16,21,0,0,32,10,4,1,0,150,55,87,7,10,120,48,8,6,5,4,0,0,0,0,0,3,3,1,0,76,34,40,188,4,217,62,154,385,35,761521,144.24,74.73,69.55
1629103,player,2021-22,RegularSeason,449.74,901,889,72,18,41,4,4,40,26,4,3,2,374,380,21,4,4,46,28,57,13,9,32,40,576,392,18.7,5,0,2,1,2,1,2,0,0,1,20,10,15,1,2,21,4,1,0,1,0,0,0,0,0,0,0,0,0,0,17,9,8,38,1,38,8,29,69,10,179919,34.1,17.99,16.08
1629139,player,2021-22,RegularSeason,445.46,923,926,43,9,20,5,8,23,13,2,3,4,415,363,21,2,2,46,25,55,11,16,32,56,607,347,18.4,11,5,6,0,0,10,4,1,1,0,30,6,12,8,12,20,10,2,2,6,0,0,0,0,0,0,0,0,0,0,18,9,9,47,1,74,17,56,112,16,190369,36.07,19.41,16.67
201587,player,2021-22,RegularSeason,1445.04,2946,2931,37,10,16,0,0,20,19,4,2,0,1602,1182,98,9,13,173,118,244,59,40,107,164,2067,1217,49.8,53,7,13,0,0,15,39,7,1,0,66,22,35,7,10,53,23,4,1,5,8,1,3,1,2,3,3,0,1,1,29,12,17,56,2,218,57,158,314,18,561920,106.45,55.36,51.13
1630556,player,2021-22,RegularSeason,987.25,2017,2025,37,7,17,7,8,22,10,1,5,4,872,572,31,2,7,55,37,80,29,24,120,166,1201,532,31.0,25,7,12,2,2,17,11,1,1,1,78,22,47,2,2,47,24,2,4,1,2,0,1,0,0,0,1,0,0,0,44,27,15,91,2,128,25,99,213,27,392148,74.28,39.32,34.97
1630346,player,2021-22,RegularSeason,5.25,12,12,1,0,0,0,0,0,1,0,0,0,4,8,0,0,0,1,0,0,1,0,0,0,9,8,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2147,0.41,0.23,0.18
202397,player,2021-22,RegularSeason,1113.95,2279,2283,536,77,173,8,12,163,322,85,25,6,2105,2242,243,26,21,461,282,606,48,22,64,82,2675,971,219.8,6,1,4,0,0,2,1,0,1,0,36,6,14,0,0,12,20,6,2,0,0,0,0,0,0,0,0,0,0,0,25,10,14,52,4,114,16,96,197,19,453000,85.79,48.38,37.45
202331,player,2021-22,RegularSeason,1077.41,2213,2207,416,75,161,56,62,211,167,45,35,31,1416,1819,176,22,25,321,223,467,67,13,51,95,2337,1087,163.0,64,15,33,11,13,41,22,4,2,6,40,10,13,5,6,26,16,7,6,3,66,18,34,1,2,37,22,7,6,1,12,4,8,63,2,201,45,157,325,33,408895,77.41,42.79,34.65
1627853,player,2021-22,RegularSeason,76.26,153,154,13,2,2,0,0,4,10,1,1,0,76,66,4,2,0,9,6,11,1,0,4,5,93,59,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,12,1,32360,6.12,3.37,2.76
1626163,player,2021-22,RegularSeason,180.95,389,389,12,5,9,0,0,10,2,1,1,0,233,183,13,1,3,30,18,35,8,7,33,56,316,179,8.0,33,11,15,7,8,29,14,5,0,4,42,17,26,10,10,46,9,3,1,4,14,1,6,0,0,3,6,1,0,0,11,6,5,23,0,30,10,20,66,10,70772,13.41,7.25,6.18
1627767,player,2021-22,RegularSeason,30.64,66,69,2,0,0,3,4,3,0,0,0,2,43,24,0,0,0,2,0,0,1,0,4,4,56,24,1.9,5,0,2,0,0,0,2,0,1,0,7,2,5,2,2,6,1,0,0,1,1,1,1,0,0,2,0,0,0,0,4,3,1,13,0,8,3,5,10,0,13007,2.46,1.33,1.13
1630169,player,2021-22,RegularSeason,2663.6,5461,5463,918,139,304,80,95,371,492,147,59,48,4817,4977,623,59,53,1183,731,1571,133,49,131,176,6180,2539,454.0,23,5,7,0,0,10,15,6,0,0,51,10,16,3,4,24,28,9,3,2,0,0,0,0,0,0,0,0,0,0,60,18,42,148,8,247,17,230,382,32,1091304,206.67,113.17,93.52
203585,player,2021-22,RegularSeason,736.6,1510,1524,69,13,24,6,10,32,28,5,7,5,557,574,47,2,4,86,51,113,20,7,45,67,830,587,25.2,14,3,6,0,0,7,7,2,0,0,46,12,28,5,6,29,11,4,2,3,1,0,0,0,0,0,0,0,1,0,31,14,16,78,8,80,18,58,128,14,301764,57.17,30.23,26.89
1628408,player,2021-22,RegularSeason,340.48,679,684,45,5,13,8,10,18,22,8,3,5,383,348,29,2,4,49,35,73,11,6,16,27,524,302,23.1,14,0,2,0,0,0,8,4,2,0,22,5,10,0,0,10,9,2,1,0,1,0,0,0,0,0,1,0,0,0,14,6,7,32,1,49,11,38,68,9,135455,25.67,14.08,11.55
1629663,player,2021-22,RegularSeason,103.6,223,223,14,3,9,0,0,6,4,1,0,0,106,114,9,4,1,17,14,27,2,1,10,11,164,90,7.5,1,0,0,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,12,4,8,18,0,42705,8.09,4.22,3.88
1629783,player,2021-22,RegularSeason,9.82,22,23,0,0,0,0,0,0,0,0,0,0,16,9,2,0,0,4,2,4,1,0,1,1,22,10,0.9,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,1,0,1,1,0,4290,0.81,0.44,0.37
203648,player,2021-22,RegularSeason,473.36,975,986,46,10,21,8,10,29,16,2,3,5,416,329,22,3,2,47,27,57,16,12,42,68,610,314,23.2,26,5,7,3,8,13,13,4,2,4,118,40,63,8,16,89,30,8,11,7,8,3,5,0,0,6,1,0,1,0,40,28,12,97,2,61,21,40,100,9,196493,37.21,19.9,17.33
1629004,player,2021-22,RegularSeason,716.11,1461,1455,107,14,33,7,8,35,57,9,11,4,595,601,45,6,3,94,54,123,26,4,37,55,901,580,34.1,13,4,5,1,2,9,7,2,0,1,35,11,18,5,6,27,12,3,2,3,1,0,0,0,0,0,1,1,0,0,20,9,11,45,4,72,11,61,111,10,305626,57.9,31.0,26.9
1630698,player,2021-22,RegularSeason,166.02,339,335,51,8,18,0,0,16,28,6,1,0,307,355,30,7,8,61,45,83,3,0,6,8,382,121,36.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,9,1,8,18,3,70930,13.41,7.65,5.82
1628962,player,2021-22,RegularSeason,194.85,400,399,0,0,0,0,0,0,0,0,0,0,91,79,0,0,0,2,0,0,1,11,23,37,154,97,3.6,7,4,4,0,0,8,3,0,0,0,66,33,45,3,4,70,14,0,4,1,2,0,1,0,0,0,0,0,1,0,18,11,7,43,0,53,10,43,90,6,71819,13.6,7.19,6.41
1629723,player,2021-22,RegularSeason,1291.52,2666,2672,87,18,29,5,6,41,47,7,7,3,1623,1084,109,16,11,247,135,296,46,22,106,151,1981,957,74.6,40,13,20,5,6,32,15,0,1,3,103,35,53,7,14,77,35,4,2,7,3,0,0,0,0,0,3,0,0,0,87,38,44,162,4,242,47,189,360,28,535468,101.43,53.76,47.66
203081,player,2021-22,RegularSeason,1056.16,2161,2151,433,82,165,70,78,239,189,54,18,39,1561,2077,212,30,37,385,279,554,17,11,43,57,2381,963,209.9,13,4,6,0,0,8,5,2,2,0,19,6,13,4,4,16,2,0,1,2,5,0,3,2,2,2,1,1,0,1,13,5,8,50,0,107,15,92,150,9,391680,74.18,41.71,32.49
202688,player,2021-22,RegularSeason,64.53,137,137,25,4,5,0,0,8,17,1,1,0,105,127,8,0,2,20,10,21,1,0,3,5,140,64,10.8,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,2,6,11,0,26166,4.95,2.83,2.11
1629604,player,2021-22,RegularSeason,1174.4,2410,2402,163,22,62,21,26,66,68,14,13,13,965,815,87,7,8,159,100,212,35,19,74,113,1389,798,54.4,23,7,10,1,2,15,9,0,2,1,95,30,49,10,14,71,31,8,7,7,0,0,0,0,0,0,0,0,0,0,66,36,29,139,2,161,29,128,273,21,470741,89.17,47.06,42.15
1628476,player,2021-22,RegularSeason,108.23,228,228,44,1,9,2,2,4,27,9,7,1,188,200,21,1,1,39,23,54,7,4,1,4,234,77,19.5,4,0,1,0,0,0,3,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,4,0,8,1,6,14,3,44733,8.48,4.49,3.98
1629013,player,2021-22,RegularSeason,1437.37,2962,2978,180,27,72,10,14,66,83,18,13,7,1155,1283,108,17,13,208,137,278,28,9,64,93,1742,1139,61.7,15,2,3,1,2,5,9,1,2,1,22,7,11,3,4,17,8,2,1,2,0,0,0,0,0,0,0,0,0,0,16,6,10,53,4,110,18,90,178,22,601286,113.83,62.71,51.17
203090,player,2021-22,RegularSeason,842.05,1716,1723,52,15,25,9,10,41,19,3,2,5,613,488,22,1,2,44,25,56,29,24,47,81,843,451,24.2,7,2,3,0,0,4,3,0,1,0,45,23,28,1,2,47,8,2,5,1,5,0,0,0,0,0,1,0,1,0,12,7,5,44,2,96,17,78,139,12,325280,61.61,32.27,29.32
1630678,player,2021-22,RegularSeason,713.83,1483,1481,52,13,28,3,4,29,18,2,3,2,580,475,41,3,4,69,48,109,14,9,63,80,857,537,21.9,46,23,27,2,4,48,15,3,2,2,151,69,99,17,23,157,33,7,5,11,8,1,2,0,0,2,5,0,1,0,95,63,32,159,4,77,22,55,142,16,296772,56.22,29.66,26.53
203952,player,2021-22,RegularSeason,2297.56,4685,4705,490,103,212,59,91,270,189,30,29,45,2023,2453,160,17,38,336,212,431,75,50,137,213,3334,2200,165.0,43,17,22,6,9,40,11,2,6,3,195,76,119,24,34,178,43,9,9,16,122,27,56,9,10,64,47,7,5,5,84,51,32,183,5,236,52,182,444,34,866461,164.12,87.06,77.03
