entity_id,entity_type,season,season_type,minutes,off_poss,def_poss,drives,drive_fgm,drive_fga,drive_ftm,drive_fta,drive_points,drive_passes,drive_assists,drive_turnovers,drive_fouls,passes_made,passes_received,assists,ft_assists,secondary_assists,potential_assists,adj_assists,assist_pts,steals,blocks,def_rim_fgm,def_rim_fga,touches,front_court_touches,time_of_poss,elbow_touches,elbow_touch_fgm,elbow_touch_fga,elbow_touch_ftm,elbow_touch_fta,elbow_touch_points,elbow_touch_passes,elbow_touch_assists,elbow_touch_turnovers,elbow_touch_fouls,paint_touches,paint_touch_fgm,paint_touch_fga,paint_touch_ftm,paint_touch_fta,paint_touch_points,paint_touch_passes,paint_touch_assists,paint_touch_turnovers,paint_touch_fouls,post_touches,post_touch_fgm,post_touch_fga,post_touch_ftm,post_touch_fta,post_touch_points,post_touch_passes,post_touch_assists,post_touch_turnovers,post_touch_fouls,oreb,oreb_contest,oreb_uncontest,oreb_chances,oreb_chance_defer,dreb,dreb_contest,dreb_uncontest,dreb_chances,dreb_chance_defer,feet,miles,miles_off,miles_def
204025,player,2021-22,RegularSeason,207.59,413,419,40,4,13,1,2,9,21,5,4,1,396,391,34,4,4,81,42,88,3,1,11,17,468,161,35.7,3,0,1,0,0,0,2,2,0,0,3,0,1,2,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,5,14,0,14,1,13,30,4,82557,15.63,8.34,7.29
1630192,player,2021-22,RegularSeason,697.64,1398,1400,24,3,8,9,16,15,7,2,1,8,486,419,17,1,3,31,21,48,16,13,57,87,739,452,16.8,39,7,16,5,8,20,16,1,3,4,108,40,66,21,30,102,13,2,12,14,3,0,2,0,0,0,1,0,0,0,56,40,15,126,7,91,29,61,152,19,284471,53.86,28.99,24.9
1630695,player,2021-22,RegularSeason,30.93,69,70,0,0,0,0,0,0,0,0,0,0,26,18,0,1,0,2,1,1,1,1,4,7,37,21,0.7,3,0,0,0,0,0,3,0,0,0,8,4,8,0,0,10,0,0,0,0,2,1,1,0,0,2,1,0,0,0,4,2,2,14,0,5,0,5,14,1,13752,2.61,1.32,1.28
1629751,player,2021-22,RegularSeason,12.99,28,30,0,0,0,0,0,0,0,0,0,0,12,12,1,0,0,3,1,2,1,0,2,2,16,11,0.7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4937,0.93,0.55,0.39
1630553,player,2021-22,RegularSeason,694.15,1408,1420,178,33,82,15,16,81,63,17,16,8,707,869,75,8,3,136,87,194,28,12,60,87,1078,514,79.2,11,2,5,3,4,7,4,1,0,2,37,11,19,4,6,27,12,3,1,3,4,0,1,0,0,0,3,2,0,0,24,16,8,56,3,57,8,44,95,8,273152,51.73,27.76,23.95
200746,player,2021-22,RegularSeason,1050.13,2153,2156,16,7,11,0,0,15,3,1,0,0,1078,1028,42,4,8,95,53,115,14,47,108,181,1639,1044,46.4,179,50,87,13,14,115,75,7,7,7,187,80,118,24,32,195,36,4,9,16,124,29,62,16,18,80,37,7,7,9,73,45,28,161,4,185,65,116,315,36,390105,73.89,38.88,34.93
1629653,player,2021-22,RegularSeason,85.17,175,169,28,7,9,2,4,16,16,2,1,2,136,137,15,2,2,26,19,40,1,0,3,4,175,77,12.5,3,0,0,0,0,0,3,2,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,8,2,6,10,3,35732,6.78,3.55,3.23
1628379,player,2021-22,RegularSeason,1919.13,3872,3838,184,40,84,5,8,88,80,29,9,4,1709,1853,146,13,29,259,188,378,42,6,90,133,2469,1733,85.9,36,6,18,0,0,12,16,3,2,0,30,8,17,2,2,18,9,3,3,1,0,0,0,0,0,0,0,0,0,0,20,6,14,55,4,210,25,185,355,27,735904,139.37,77.25,62.1
1626220,player,2021-22,RegularSeason,2405.54,4848,4862,160,23,43,18,20,67,83,14,19,10,3875,2086,191,12,19,376,223,503,86,32,149,215,4489,2104,119.4,51,9,17,0,0,19,31,10,2,0,92,20,35,3,7,44,43,9,8,2,0,0,0,0,0,0,0,0,0,0,64,31,33,158,4,304,60,242,542,65,952393,180.37,98.21,82.15
2738,player,2021-22,RegularSeason,582.51,1171,1174,23,4,6,2,2,10,15,3,1,1,926,764,107,10,7,191,124,275,26,21,29,53,1112,592,53.7,27,3,6,0,0,6,21,7,0,0,62,10,18,3,4,23,37,12,5,2,11,1,4,0,0,2,6,0,0,0,21,13,8,38,1,76,23,54,113,7,219012,41.49,21.84,19.63
1629657,player,2021-22,RegularSeason,185.76,390,384,44,6,18,1,2,14,17,7,8,1,237,245,17,3,2,40,22,45,7,1,8,13,330,151,19.2,1,0,0,0,0,0,1,0,0,0,6,1,1,1,2,3,3,0,1,1,0,0,0,0,0,0,0,0,0,0,4,2,2,11,0,13,3,10,20,6,77898,14.76,8.21,6.55
1630643,player,2021-22,RegularSeason,20.25,44,46,1,0,1,0,0,0,0,0,0,0,21,17,1,0,0,8,1,3,1,1,0,4,26,18,0.9,1,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,3,0,3,8,1,7968,1.52,0.74,0.77
1628370,player,2021-22,RegularSeason,2138.44,4469,4413,534,84,168,21,26,195,302,74,38,13,2359,2440,218,23,30,425,270,556,61,29,142,194,3446,1962,155.4,39,13,19,2,4,28,15,4,2,2,104,46,64,8,10,105,27,4,8,4,2,0,1,0,0,0,1,0,0,0,37,17,20,86,3,219,30,189,360,28,851691,161.35,87.87,73.38
1626171,player,2021-22,RegularSeason,2028.38,4182,4163,107,33,68,8,10,75,25,3,6,5,2132,1483,86,4,16,150,106,231,53,51,166,292,3190,1594,81.8,94,28,50,3,4,60,30,5,6,2,327,125,222,27,37,279,47,9,26,18,123,34,78,4,4,74,29,5,9,2,180,143,37,403,13,477,119,358,733,62,800404,151.58,78.0,73.63
1630539,player,2021-22,RegularSeason,60.76,130,131,7,0,2,2,2,2,1,1,3,1,53,46,4,2,0,5,6,12,1,2,8,12,77,49,2.0,1,0,0,0,0,0,1,0,0,0,13,7,7,1,4,15,1,1,1,2,0,0,0,0,0,0,0,0,0,0,4,4,0,6,0,8,4,4,14,3,24466,4.62,2.43,2.26
1629203,player,2021-22,RegularSeason,14.72,30,31,0,0,0,0,0,0,0,0,0,0,14,6,0,0,1,1,1,0,1,0,0,1,17,9,0.3,2,1,1,0,0,2,1,0,0,0,4,1,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,4,0,1,0,1,5,0,6039,1.14,0.61,0.54
1630758,player,2021-22,RegularSeason,73.53,137,142,6,2,3,0,0,4,1,1,2,0,67,47,2,0,0,4,2,4,1,0,4,5,92,47,2.3,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,3,0,13,1,12,22,3,29811,5.65,2.97,2.68
1629649,player,2021-22,RegularSeason,535.6,1113,1112,148,27,57,11,16,65,73,18,4,8,429,459,37,0,2,87,39,95,10,3,31,47,676,453,29.4,5,2,3,0,0,4,2,1,0,0,29,9,14,2,6,20,8,0,3,2,2,0,2,0,0,0,0,0,0,0,23,11,12,47,3,49,12,37,87,5,221010,41.84,22.9,18.98
201599,player,2021-22,RegularSeason,622.42,1277,1295,1,1,1,0,0,2,0,0,0,0,590,322,21,0,6,34,27,53,12,35,74,119,797,385,16.1,52,3,6,4,8,10,36,3,6,4,198,88,135,17,30,194,28,4,10,15,8,2,5,0,0,4,3,0,0,0,83,57,25,153,4,181,55,124,252,21,226005,42.81,22.43,20.36
1629111,player,2021-22,RegularSeason,588.72,1228,1238,6,0,1,3,4,3,3,0,0,2,758,586,45,2,4,77,51,113,10,14,73,136,1019,630,25.1,46,12,14,3,4,28,27,4,3,2,145,53,78,14,16,125,47,10,9,8,39,9,16,0,0,18,16,8,4,0,63,48,15,131,2,75,32,43,154,20,240146,45.48,24.38,21.08
202711,player,2021-22,RegularSeason,2131.31,4306,4304,429,109,218,76,81,302,115,26,42,41,1573,2009,120,6,24,204,151,319,34,1,92,132,2809,1939,102.0,34,14,17,9,12,37,8,1,3,6,103,47,72,13,14,109,16,1,2,7,101,27,57,17,20,72,25,2,5,10,58,24,34,164,3,238,51,188,389,45,823579,155.96,83.55,72.46
1629655,player,2021-22,RegularSeason,1444.0,2910,2919,22,8,16,2,4,18,4,0,0,2,1684,1148,68,5,8,120,81,179,30,99,213,387,2260,1263,59.3,193,40,67,17,22,100,102,17,6,13,470,232,314,47,65,530,69,9,25,33,39,12,22,2,4,27,12,0,2,2,155,107,46,398,14,252,95,156,489,74,566134,107.23,57.05,50.22
200752,player,2021-22,RegularSeason,1038.26,2087,2104,89,12,47,17,22,43,24,4,7,11,1256,853,56,6,8,103,71,151,25,19,77,102,1749,915,57.3,38,9,17,0,0,18,19,7,2,0,78,35,45,11,14,81,16,4,7,6,54,17,34,5,6,39,12,2,2,3,55,32,23,114,4,187,53,134,283,19,393687,74.57,40.09,34.44
1628436,player,2021-22,RegularSeason,103.34,219,218,0,0,0,0,0,0,0,0,0,0,100,87,9,0,1,17,10,24,4,3,10,17,134,93,2.9,10,1,2,0,0,3,7,0,0,0,36,13,21,2,2,29,11,1,2,1,4,1,2,0,0,2,2,0,0,0,13,10,2,27,0,16,5,10,24,1,38219,7.23,3.96,3.27
1626169,player,2021-22,RegularSeason,1094.4,2233,2247,119,29,53,10,17,70,47,9,6,9,1125,859,80,6,9,142,93,202,42,14,120,171,1486,778,46.8,49,8,19,4,4,20,27,5,0,2,77,25,38,5,5,57,32,9,2,3,5,1,1,2,2,4,2,0,0,1,34,23,11,92,4,121,38,83,228,24,425379,80.56,41.85,38.76
1627736,player,2021-22,RegularSeason,1976.27,4162,4146,161,29,79,9,10,69,66,18,9,5,1583,1792,116,17,21,206,154,317,43,12,110,140,2539,1722,83.7,34,8,14,0,0,17,19,3,1,0,35,11,24,0,0,22,10,1,0,0,0,0,0,0,0,0,0,0,0,0,26,7,19,81,7,201,32,168,309,30,761024,144.17,77.32,66.78
1629674,player,2021-22,RegularSeason,119.6,246,246,6,2,3,1,2,5,0,0,1,1,100,89,6,0,0,6,6,12,1,8,13,26,156,99,4.5,14,3,3,5,8,11,5,0,0,4,30,12,21,9,10,33,3,0,0,4,8,0,4,0,0,0,3,2,1,0,14,8,5,27,1,17,13,5,38,9,47262,8.94,4.64,4.31
1630225,player,2021-22,RegularSeason,74.15,150,152,7,1,3,0,2,2,0,0,2,1,71,67,4,0,0,2,4,9,4,2,6,10,110,62,3.1,2,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,3,9,0,9,1,8,15,1,29823,5.66,3.02,2.63
203992,player,2021-22,RegularSeason,1848.53,3742,3733,408,92,178,46,50,232,174,54,19,25,1728,1914,194,19,25,312,234,474,68,14,118,158,2707,1682,128.8,27,10,14,0,0,20,10,0,2,0,31,10,20,3,4,24,7,1,1,2,12,3,5,1,2,7,4,0,1,1,29,16,11,78,1,221,40,178,363,32,716902,135.77,74.57,61.17
203110,player,2021-22,RegularSeason,1329.0,2756,2753,127,33,53,18,24,86,53,19,7,12,2770,2158,320,39,22,648,382,850,62,50,87,150,3243,1699,123.8,105,23,35,7,10,53,59,10,5,5,112,32,51,7,11,70,44,10,3,5,60,4,6,0,4,8,49,10,2,2,45,21,23,131,4,291,93,197,452,46,478882,90.68,48.18,42.49
1630199,player,2021-22,RegularSeason,155.0,315,319,27,8,17,2,2,19,6,1,1,1,110,115,4,2,1,11,7,14,5,2,9,13,170,101,6.4,4,0,0,2,2,2,2,0,0,1,11,4,5,0,0,8,4,0,1,0,0,0,0,0,0,0,0,0,0,0,5,5,0,13,1,14,4,10,24,3,65909,12.48,6.65,5.83
1630178,player,2021-22,RegularSeason,2650.38,5272,5255,666,217,434,79,93,535,150,45,29,47,4581,5042,321,30,40,567,391,843,55,32,92,131,5896,2366,437.6,13,3,4,1,2,7,7,1,1,1,27,7,15,2,4,16,8,0,2,2,0,0,0,0,0,0,0,0,0,0,26,8,18,92,6,214,25,188,357,36,1088448,206.21,112.91,93.24
1629673,player,2021-22,RegularSeason,2250.82,4594,4573,606,144,264,87,93,386,237,61,42,47,3227,4004,300,24,58,539,374,739,57,23,69,99,4700,2363,317.2,23,8,15,0,0,17,6,0,1,0,46,19,24,4,4,44,15,0,2,2,2,0,0,0,0,0,1,0,1,0,34,6,27,98,4,226,34,191,362,33,858821,162.65,91.47,71.23
202355,player,2021-22,RegularSeason,1162.27,2346,2342,13,6,8,2,2,14,2,1,2,1,551,483,26,4,1,43,31,76,22,103,156,294,1024,629,24.9,87,35,56,6,8,80,21,1,5,4,395,184,261,69,114,445,38,7,18,48,55,8,22,19,28,33,10,3,5,13,166,137,28,349,10,328,105,223,513,41,431281,81.67,42.85,38.8
202357,player,2021-22,RegularSeason,1121.17,2262,2237,169,20,53,21,22,62,77,13,21,11,1775,1424,158,13,21,264,189,398,41,25,167,262,2276,1365,72.9,64,11,15,1,4,25,39,8,8,2,166,56,87,17,24,131,48,13,12,11,65,6,18,5,6,17,38,12,3,3,63,48,15,139,2,230,82,147,353,31,424043,80.3,42.85,37.44
1629719,player,2021-22,RegularSeason,121.03,257,257,9,5,8,0,0,11,1,1,0,0,166,84,6,2,0,12,8,16,8,7,11,14,209,86,5.9,12,7,9,2,2,16,1,0,0,1,22,9,14,3,4,21,5,1,1,2,4,1,1,0,0,2,3,0,0,0,8,8,0,29,0,34,7,27,42,2,50949,9.66,5.21,4.44
1630846,player,2021-22,RegularSeason,420.86,854,867,2,0,0,0,0,0,2,0,0,0,507,394,19,1,7,37,27,55,6,15,39,77,637,401,14.4,43,10,16,2,2,22,26,4,0,0,99,34,49,15,18,83,31,3,6,7,7,2,4,0,0,4,3,0,0,0,34,21,13,90,2,59,17,42,129,18,169244,32.04,17.36,14.7
1630191,player,2021-22,RegularSeason,1795.51,3622,3625,23,6,13,3,4,15,6,0,2,2,1891,1358,82,7,7,155,97,218,22,76,186,360,2519,1515,67.8,177,26,50,6,8,59,113,16,8,3,526,185,328,45,64,423,112,15,34,28,87,23,48,5,6,52,17,3,11,3,223,158,58,538,19,387,96,286,642,71,681013,128.97,68.59,60.39
203476,player,2021-22,RegularSeason,371.18,749,748,20,2,9,0,0,5,10,1,1,0,519,405,34,3,4,55,41,87,11,13,52,74,675,399,19.3,36,6,8,3,6,15,22,4,3,3,67,11,15,14,18,37,34,7,7,7,8,2,4,1,2,5,3,0,0,1,32,21,11,54,4,89,27,62,134,14,137640,26.07,13.93,12.09
1630568,player,2021-22,RegularSeason,370.81,765,772,13,4,7,3,4,12,4,0,0,2,382,340,17,2,1,40,20,46,9,6,66,90,567,372,15.2,27,3,10,0,0,6,17,4,0,0,114,37,62,18,30,95,24,4,7,13,15,1,6,3,4,5,2,0,3,2,57,35,21,117,1,39,16,23,94,17,157381,29.83,15.82,13.96
203816,player,2021-22,RegularSeason,17.73,36,36,2,0,1,0,0,0,0,0,1,0,6,11,1,0,0,0,1,2,0,0,0,0,13,9,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,3,0,7045,1.33,0.69,0.65
