name_slug,name,season_year,fga,total_zone_fga,u10_fga,o10_fg2a,fg3a,p_exp_efgpct,act_efgpct,efg_above_position,efg_above_league,u10_fgpct_p_diff,o10_fg2pct_p_diff,fg3pct_p_diff,ptv_raw
jusuf-nurki,Jusuf NurkiÄ‡,2015,345,345,299,44,2,0.4957,0.4957,0.0,-0.1003,0.0,0.0,0.0,0.0
jusuf-nurkic,Jusuf Nurkic,2015,345,345,299,44,2,0.4957,0.4957,0.0,-0.1003,0.0,0.0,0.0,0.0
kalin-lucas,Kalin Lucas,2015,1,1,0,1,0,0.0,0.0,0.0,-0.425,,0.0,,0.0
kawhi-leonard,Kawhi Leonard,2015,789,789,273,325,191,0.5491,0.5418,-0.0073,0.0315,-0.0075,0.004,-0.0173,-0.00514
kelly-olynyk,Kelly Olynyk,2015,493,493,212,107,174,0.5794,0.5659,-0.0135,-0.005,-0.0092,0.0035,-0.0194,-0.01004
kemba-walker,Kemba Walker,2015,905,905,281,349,275,0.4758,0.4646,-0.0112,-0.0183,0.0128,-0.0178,-0.0182,-0.00842
kendall-marshall,Kendall Marshall,2015,95,95,27,22,46,0.597,0.5789,-0.0181,0.0481,0.0013,-0.044,-0.0113,-0.01529
kendrick-perkins,Kendrick Perkins,2015,200,200,175,24,1,0.5285,0.51,-0.0185,-0.0772,-0.0176,-0.0265,0.0,-0.01858
kenneth-faried,Kenneth Faried,2015,667,667,594,65,8,0.5816,0.56,-0.0216,-0.0589,-0.0192,-0.0465,0.0,-0.02163
kent-bazemore,Kent Bazemore,2015,308,308,142,34,132,0.5344,0.5357,0.0013,-0.0259,-0.0116,-0.0221,0.0141,-0.00174
kentavious-caldwell-pope,Kentavious Caldwell-Pope,2015,940,940,262,235,443,0.4822,0.4963,0.0141,-0.0305,0.0162,0.0148,0.0083,0.01213
kenyon-martin,Kenyon Martin,2015,19,19,13,6,0,0.5116,0.4737,-0.0379,-0.1355,-0.0899,0.075,,-0.03783
kevin-durant,Kevin Durant,2015,459,459,127,174,158,0.5888,0.5882,-0.0006,0.0818,-0.0055,0.0127,-0.0074,0.00075
kevin-garnett,Kevin Garnett,2015,301,301,79,215,7,0.4822,0.4767,-0.0055,-0.0007,-0.0372,0.0018,0.0858,-0.00648
kevin-love,Kevin Love,2015,883,883,330,168,385,0.5448,0.5425,-0.0023,-0.0044,-0.0126,0.0286,-0.0047,-0.00132
kevin-martin,Kevin Martin,2015,595,595,108,299,188,0.4915,0.5042,0.0127,0.0146,-0.034,0.0417,-0.0045,0.01336
kevin-seraphin,Kevin Seraphin,2015,432,432,273,157,2,0.5197,0.5347,0.015,0.0187,0.0033,0.0355,0.0,0.01499
khris-middleton,Khris Middleton,2015,826,826,213,350,263,0.5497,0.5502,0.0005,0.0387,0.0307,-0.0008,-0.0148,0.00287
kirk-hinrich,Kirk Hinrich,2015,353,353,69,123,161,0.5167,0.4844,-0.0323,-0.0221,0.0069,-0.0388,-0.0295,-0.02563
kj-mcdaniels,KJ McDaniels,2015,401,401,194,58,149,0.4825,0.4825,0.0,-0.0708,0.0,0.0,0.0,0.0
klay-thompson,Klay Thompson,2015,1246,1246,316,389,541,0.5656,0.5791,0.0135,0.0648,0.0166,0.0015,0.0134,0.0105
kobe-bryant,Kobe Bryant,2015,686,686,160,342,184,0.4303,0.4271,-0.0032,-0.03,-0.0158,-0.0076,0.0106,-0.00463
kosta-koufos,Kosta Koufos,2015,336,336,281,55,0,0.5392,0.5417,0.0025,-0.0784,0.0098,-0.035,,0.00247
kostas-papanikolaou,Kostas Papanikolaou,2015,177,177,60,16,101,0.4435,0.4435,0.0,-0.1218,0.0,0.0,0.0,0.0
kris-humphries,Kris Humphries,2015,421,421,164,250,7,0.5097,0.5012,-0.0085,-0.0138,-0.0222,0.0003,0.0,-0.00847
kyle-anderson,Kyle Anderson,2015,83,83,39,33,11,0.3916,0.3916,0.0,-0.1084,0.0,0.0,0.0,0.0
kyle-korver,Kyle Korver,2015,587,587,34,112,441,0.6857,0.6857,0.0,0.156,-0.0191,-0.0387,0.0075,-0.00286
kyle-lowry,Kyle Lowry,2015,983,983,295,300,388,0.5164,0.5036,-0.0128,0.0034,0.0071,0.0099,-0.0305,-0.00689
kyle-o-quinn,Kyle O'Quinn,2015,231,231,105,83,43,0.536,0.5411,0.0051,-0.0021,0.0411,-0.0379,0.0,0.00506
kyle-singler,Kyle Singler,2015,419,419,91,90,238,0.5356,0.5251,-0.0105,-0.0109,-0.0252,-0.0336,0.0026,-0.01121
kyrie-irving,Kyrie Irving,2015,1151,1151,440,336,375,0.5473,0.5604,0.0131,0.054,0.0004,0.0048,0.0236,0.00924
lamarcus-aldridge,LaMarcus Aldridge,2015,1378,1378,452,822,104,0.4815,0.4917,0.0102,0.0172,0.0263,0.0034,-0.0045,0.01032
lance-stephenson,Lance Stephenson,2015,520,520,186,229,105,0.4608,0.4135,-0.0473,-0.079,-0.0392,-0.0165,-0.0863,-0.03871
lance-thomas,Lance Thomas,2015,402,402,151,230,21,0.4554,0.4565,0.0011,-0.0377,-0.0019,0.0032,0.0,0.00112
landry-fields,Landry Fields,2015,39,39,33,4,2,0.5354,0.5256,-0.0098,-0.0768,0.0037,-0.125,0.0,-0.00969
langston-galloway,Langston Galloway,2015,479,479,127,185,167,0.4854,0.4854,0.0,-0.025,0.0,0.0,0.0,0.0
larry-drew-ii,Larry Drew II,2015,58,58,7,25,26,0.3793,0.3793,0.0,-0.0785,0.0,0.0,0.0,0.0
larry-sanders,Larry Sanders,2015,154,154,139,15,0,0.5822,0.5584,-0.0238,-0.0632,-0.0218,-0.0429,,-0.02386
lavoy-allen,Lavoy Allen,2015,288,288,149,139,0,0.4751,0.4861,0.011,-0.0555,0.0366,-0.0164,,0.01102
leandro-barbosa,Leandro Barbosa,2015,370,370,186,73,111,0.5349,0.5527,0.0178,-0.0027,-0.0031,0.032,0.029,0.01346
lebron-james,LeBron James,2015,1212,1212,514,367,331,0.5779,0.5553,-0.0226,0.0429,-0.0369,-0.0061,-0.0125,-0.02091
lester-hudson,Lester Hudson,2015,13,13,5,2,6,0.5769,0.5769,0.0,0.0423,0.0,0.0,0.0,0.0
lorenzo-brown,Lorenzo Brown,2015,113,113,51,34,28,0.457,0.4867,0.0297,-0.0537,0.004,0.0,0.0751,0.02041
lou-amundson,Lou Amundson,2015,222,222,169,52,1,0.4679,0.464,-0.0039,-0.1063,-0.0106,0.0173,0.0,-0.00402
lou-williams,Lou Williams,2015,881,881,173,267,441,0.5014,0.5119,0.0105,0.0234,-0.0021,0.0263,0.004,0.00956
luc-mbah-a-moute,Luc Mbah a Moute,2015,583,583,203,181,199,0.4784,0.4837,0.0053,-0.0496,-0.0009,0.0109,0.0043,0.00454
lucas-nogueira,Lucas Nogueira,2015,8,8,6,2,0,0.25,0.25,0.0,-0.3573,0.0,0.0,,0.0
luis-scola,Luis Scola,2015,593,593,317,257,19,0.52,0.5084,-0.0116,-0.0202,-0.0087,-0.0099,-0.0526,-0.01063
luke-babbitt,Luke Babbitt,2015,181,181,42,28,111,0.6012,0.6713,0.0701,0.1204,-0.0159,0.0108,0.0783,0.046
luke-ridnour,Luke Ridnour,2015,172,172,28,81,63,0.4892,0.4942,0.005,0.0092,-0.0988,0.0656,-0.0179,0.00825
luol-deng,Luol Deng,2015,729,729,301,214,214,0.528,0.5439,0.0159,0.0138,0.0202,-0.0139,0.0263,0.01198
malcolm-lee,Malcolm Lee,2015,1,1,1,0,0,0.0,0.0,0.0,-0.5307,0.0,,,0.0
malcolm-thomas,Malcolm Thomas,2015,35,35,24,4,7,0.5333,0.5143,-0.019,-0.1138,-0.0209,0.0833,-0.0476,-0.01433
manu-ginobili,Manu Ginobili,2015,552,552,214,83,255,0.542,0.5353,-0.0067,0.005,-0.0069,0.0152,-0.0091,-0.00459
marc-gasol,Marc Gasol,2015,1019,1019,477,525,17,0.5103,0.5206,0.0103,0.0141,0.0185,0.0043,-0.0245,0.01047
marcin-gortat,Marcin Gortat,2015,725,725,510,212,3,0.6094,0.6055,-0.0039,0.0166,0.006,-0.0239,-0.1667,-0.00346
marco-belinelli,Marco Belinelli,2015,461,461,86,146,229,0.5592,0.5249,-0.0343,0.0099,-0.076,0.0174,-0.0344,-0.02576
marcus-morris-sr,Marcus Morris Sr.,2015,737,737,165,259,313,0.5306,0.5237,-0.0069,0.0117,-0.0244,0.0188,-0.0126,-0.00421
marcus-smart,Marcus Smart,2015,454,454,109,77,268,0.4857,0.4857,0.0,-0.046,0.0,0.0,0.0,0.0
marcus-thornton,Marcus Thornton,2015,320,320,98,80,142,0.5077,0.5219,0.0142,0.0006,0.0011,-0.018,0.0276,0.00808
mario-chalmers,Mario Chalmers,2015,613,613,276,95,242,0.5021,0.491,-0.0111,-0.0265,-0.0212,0.0251,-0.0092,-0.00929
markel-brown,Markel Brown,2015,197,197,72,61,64,0.4289,0.4289,0.0,-0.0992,0.0,0.0,0.0,0.0
markieff-morris,Markieff Morris,2015,1058,1058,409,470,179,0.515,0.5109,-0.0041,0.0067,-0.0142,0.0067,-0.0064,-0.0036
marreese-speights,Marreese Speights,2015,621,621,270,333,18,0.4956,0.5161,0.0205,-0.0007,0.0135,0.0324,-0.0627,0.02143
martell-webster,Martell Webster,2015,89,89,19,27,43,0.4838,0.3258,-0.158,-0.2012,-0.1241,-0.0938,-0.1421,-0.1236
marvin-williams,Marvin Williams,2015,482,482,103,114,265,0.5283,0.5322,0.0039,-0.01,0.0029,0.0288,-0.0043,0.00507
mason-plumlee,Mason Plumlee,2015,430,430,419,8,3,0.6826,0.6512,-0.0314,0.0063,-0.0314,-0.0417,0.0,-0.03137
matt-barnes,Matt Barnes,2015,597,597,192,31,374,0.5769,0.5779,0.001,-0.0068,0.004,-0.0204,0.0007,0.00067
matt-bonner,Matt Bonner,2015,222,222,62,35,125,0.5496,0.527,-0.0226,-0.0082,0.0203,-0.06,-0.0222,-0.01629
matthew-dellavedova,Matthew Dellavedova,2015,285,285,52,68,165,0.5105,0.5088,-0.0017,-0.0084,0.0274,-0.0246,-0.001,-0.00145
maurice-harkless,Maurice Harkless,2015,150,150,90,4,56,0.5259,0.4533,-0.0726,-0.1324,-0.0432,-0.0833,-0.0793,-0.05775
meyers-leonard,Meyers Leonard,2015,239,239,77,51,111,0.5987,0.6213,0.0226,0.0468,0.0101,0.0466,0.0135,0.01947
michael-beasley,Michael Beasley,2015,200,200,71,95,34,0.4861,0.48,-0.0061,-0.0148,-0.0149,0.0333,-0.0653,-0.00057
michael-carter-williams,Michael Carter-Williams,2015,840,840,438,249,153,0.4554,0.4524,-0.003,-0.0571,0.0105,-0.0325,0.0043,-0.00338
michael-kidd-gilchrist,Michael Kidd-Gilchrist,2015,419,419,238,181,0,0.5377,0.5346,-0.0031,0.0098,-0.0068,0.0018,,-0.00308
mike-conley,Mike Conley,2015,832,832,314,245,273,0.5256,0.5367,0.0111,0.0214,-0.0033,-0.0064,0.0287,0.00629
mike-dunleavy,Mike Dunleavy,2015,466,466,98,106,262,0.5568,0.5633,0.0065,0.0204,-0.0133,0.0049,0.0097,0.00377
mike-miller,Mike Miller,2015,107,107,4,11,92,0.5687,0.4673,-0.1014,-0.0782,-0.1429,0.004,-0.0748,-0.06924
mike-muscala,Mike Muscala,2015,143,143,67,54,22,0.5979,0.6119,0.014,0.0625,0.0067,0.0287,0.0,0.01398
mike-scott,Mike Scott,2015,437,437,145,103,189,0.5172,0.5355,0.0183,-0.0188,0.0005,0.019,0.021,0.01373
miles-plumlee,Miles Plumlee,2015,234,234,211,23,0,0.5929,0.5812,-0.0117,-0.0449,-0.0199,0.0638,,-0.01167
miroslav-raduljica,Miroslav Raduljica,2015,7,7,6,1,0,0.6279,0.4286,-0.1993,-0.1617,-0.2325,0.0,,-0.19929
mirza-teletovic,Mirza Teletovic,2015,309,309,86,30,193,0.5346,0.4951,-0.0395,-0.0554,-0.0419,0.0271,-0.0325,-0.02933
mitch-mcgary,Mitch McGary,2015,153,153,116,35,2,0.5752,0.5752,0.0,-0.0272,0.0,0.0,0.0,0.0
mo-williams,Mo Williams,2015,837,837,93,397,347,0.4888,0.4785,-0.0103,0.0068,-0.0522,0.0021,-0.0088,-0.00845
monta-ellis,Monta Ellis,2015,1317,1317,490,544,283,0.4876,0.4871,-0.0005,-0.0105,0.0053,0.0075,-0.0173,0.00135
nate-robinson,Nate Robinson,2015,248,248,59,77,112,0.453,0.4173,-0.0357,-0.0911,-0.088,0.0168,-0.0294,-0.029
nate-wolters,Nate Wolters,2015,53,53,32,14,7,0.5062,0.3774,-0.1288,-0.139,-0.1132,-0.0571,-0.2294,-0.11373
nazr-mohammed,Nazr Mohammed,2015,27,27,15,12,0,0.506,0.4815,-0.0245,-0.0403,0.0209,-0.0813,,-0.02452
nene,Nene,2015,562,562,305,252,5,0.5499,0.5472,-0.0027,0.0176,0.0093,-0.0174,0.0,-0.00275
nerlens-noel,Nerlens Noel,2015,614,614,466,148,0,0.4919,0.4919,0.0,-0.0843,0.0,0.0,,0.0
nick-calathes,Nick Calathes,2015,223,223,127,53,43,0.511,0.491,-0.02,-0.0708,-0.0266,-0.0277,0.0061,-0.02056
nick-collison,Nick Collison,2015,241,241,118,63,60,0.5191,0.473,-0.0461,-0.093,-0.0557,-0.0712,-0.0007,-0.04606
nick-johnson,Nick Johnson,2015,68,68,42,5,21,0.4191,0.4191,0.0,-0.1463,0.0,0.0,0.0,0.0
nick-young,Nick Young,2015,461,461,64,175,222,0.4902,0.4675,-0.0227,0.0128,-0.0477,-0.0394,-0.0015,-0.0223
nicolas-batum,Nicolas Batum,2015,586,586,118,159,309,0.5314,0.4949,-0.0365,-0.0381,-0.0494,-0.0484,-0.017,-0.03204
nik-stauskas,Nik Stauskas,2015,271,271,57,66,148,0.4871,0.4871,0.0,-0.0306,0.0,0.0,0.0,0.0
nikola-mirotic,Nikola Mirotic,2015,584,584,183,94,307,0.5111,0.5111,0.0,-0.0337,0.0,0.0,0.0,0.0
nikola-pekovic,Nikola Pekovic,2015,275,275,253,22,0,0.5436,0.4909,-0.0527,-0.0918,-0.0558,-0.0173,,-0.05272
nikola-vu-evi,Nikola VuÄeviÄ‡,2015,1161,1161,675,480,6,0.5395,0.5435,0.004,0.0109,-0.0013,0.0114,0.0,0.00396
nikola-vucevic,Nikola Vucevic,2015,1161,1161,675,480,6,0.5395,0.5435,0.004,0.0109,-0.0013,0.0114,0.0,0.00396
noah-vonleh,Noah Vonleh,2015,64,64,44,7,13,0.5078,0.5078,0.0,-0.0496,0.0,0.0,0.0,0.0
norris-cole,Norris Cole,2015,523,523,168,183,172,0.4961,0.4876,-0.0085,-0.0149,-0.0104,0.0187,-0.0236,-0.00456
o-j-mayo,O.J. Mayo,2015,656,656,173,217,266,0.5153,0.5084,-0.0069,-0.0054,0.0076,-0.0215,-0.003,-0.00632
ognjen-kuzmic,Ognjen Kuzmic,2015,12,12,7,5,0,0.6667,0.6667,0.0,0.0967,0.0,0.0,,0.0
omer-asik,Omer Asik,2015,323,323,316,7,0,0.6475,0.6594,0.0119,0.0122,0.0123,0.0,,0.01203
omri-casspi,Omri Casspi,2015,393,393,282,24,87,0.5621,0.5763,0.0142,-0.0239,0.0037,-0.0243,0.0393,0.00987
otto-porter-jr,Otto Porter Jr.,2015,373,373,122,148,103,0.5078,0.5188,0.011,-0.0173,0.0131,0.0024,0.0137,0.00902
p-j-tucker,P.J. Tucker,2015,564,564,214,100,250,0.5461,0.5399,-0.0062,-0.0088,0.0215,0.0033,-0.0224,-0.00119
pablo-prigioni,Pablo Prigioni,2015,224,224,34,25,165,0.552,0.5335,-0.0185,-0.0043,0.0098,0.02,-0.0201,-0.01109
patrick-beverley,Patrick Beverley,2015,497,497,131,45,321,0.5392,0.5262,-0.013,-0.0214,-0.0027,-0.05,-0.0079,-0.01034
patrick-christopher,Patrick Christopher,2015,10,10,2,4,4,0.3,0.3,0.0,-0.202,0.0,0.0,0.0,0.0
patrick-patterson,Patrick Patterson,2015,515,515,130,102,283,0.5629,0.568,0.0051,0.0182,0.0167,0.0088,-0.0011,0.00535
patty-mills,Patty Mills,2015,324,324,47,97,180,0.56,0.4907,-0.0693,-0.0308,-0.106,-0.0408,-0.0501,-0.05542
pau-gasol,Pau Gasol,2015,1091,1091,595,471,25,0.5267,0.527,0.0003,0.0127,-0.012,0.0149,0.0126,0.00018
paul-george,Paul George,2015,49,49,11,16,22,0.5213,0.4592,-0.0621,-0.039,-0.2159,-0.1254,0.0406,-0.07119
paul-millsap,Paul Millsap,2015,862,862,483,164,215,0.5559,0.5563,0.0004,0.0011,-0.0034,0.0268,-0.0076,0.0013
paul-pierce,Paul Pierce,2015,624,624,132,192,300,0.5689,0.5641,-0.0048,0.0516,-0.0481,0.0015,0.0068,-0.00644
pero-antic,Pero Antic,2015,279,279,68,40,171,0.4838,0.4803,-0.0035,-0.071,-0.0118,-0.0237,0.003,-0.00444
perry-jones-iii,Perry Jones III,2015,174,174,76,38,60,0.5072,0.4598,-0.0474,-0.0811,0.0048,-0.0433,-0.0773,-0.03401
phil-pressey,Phil Pressey,2015,158,158,59,34,65,0.423,0.4557,0.0327,-0.0769,0.0504,0.087,-0.0078,0.03433
pj-hairston,PJ Hairston,2015,258,258,50,45,163,0.4322,0.4322,0.0,-0.0978,0.0,0.0,0.0,0.0
quincy-acy,Quincy Acy,2015,321,321,113,148,60,0.4881,0.5016,0.0135,-0.0258,0.0212,0.012,0.0015,0.01328
quincy-miller,Quincy Miller,2015,33,33,8,7,18,0.4543,0.3182,-0.1361,-0.2097,-0.0833,-0.0952,-0.1169,-0.10415
quincy-pondexter,Quincy Pondexter,2015,422,422,127,51,244,0.5568,0.5533,-0.0035,0.0107,-0.0068,-0.0228,0.0015,-0.00393
rajon-rondo,Rajon Rondo,2015,611,611,298,227,86,0.4687,0.4722,0.0035,-0.0473,0.0132,-0.0191,0.0198,0.00213
ramon-sessions,Ramon Sessions,2015,311,311,163,88,60,0.4609,0.4325,-0.0284,-0.1004,-0.0315,-0.0242,-0.0174,-0.02671
randy-foye,Randy Foye,2015,385,385,63,64,258,0.5177,0.5065,-0.0112,-0.0121,0.0207,-0.0441,-0.0072,-0.00877
rasual-butler,Rasual Butler,2015,505,505,97,173,235,0.5189,0.5218,0.0029,0.0189,0.0098,-0.007,0.0048,0.00172
ray-mccallum,Ray McCallum,2015,433,433,185,137,111,0.5016,0.5127,0.0111,-0.0116,0.0047,0.0361,-0.006,0.01189
raymond-felton,Raymond Felton,2015,99,99,29,36,34,0.4898,0.4848,-0.005,-0.0049,0.0116,0.0121,-0.0248,-0.00072
reggie-bullock,Reggie Bullock,2015,67,67,10,11,46,0.4327,0.4701,0.0374,-0.0688,-0.0333,0.0454,0.034,0.02583
reggie-bullock-jr,Reggie Bullock Jr.,2015,67,67,10,11,46,0.4327,0.4701,0.0374,-0.0688,-0.0333,0.0454,0.034,0.02583
reggie-evans,Reggie Evans,2015,104,104,95,7,2,0.5426,0.5577,0.0151,-0.055,0.0201,-0.0476,0.0,0.01516
reggie-jackson,Reggie Jackson,2015,925,925,355,330,240,0.5192,0.5038,-0.0154,0.0058,0.005,-0.0003,-0.0442,-0.00966
reggie-williams,Reggie Williams,2015,38,38,13,6,19,0.4474,0.4342,-0.0132,-0.1028,0.0,0.0,-0.0175,-0.00875
richard-jefferson,Richard Jefferson,2015,304,304,107,42,155,0.5894,0.5822,-0.0072,0.0386,-0.009,-0.0008,-0.0051,-0.00588
ricky-ledo,Ricky Ledo,2015,85,85,44,14,27,0.429,0.4353,0.0063,-0.0923,0.0065,0.0,0.0062,0.00533
ricky-rubio,Ricky Rubio,2015,207,207,33,124,50,0.4396,0.4082,-0.0314,-0.0703,-0.0913,0.0202,-0.0798,-0.02173
robbie-hummel,Robbie Hummel,2015,164,164,37,80,47,0.5246,0.5061,-0.0185,-0.0135,-0.0178,0.0161,-0.0519,-0.01104
robert-covington,Robert Covington,2015,724,724,216,65,443,0.529,0.5283,-0.0007,-0.017,-0.0023,-0.0077,0.0008,-0.00089
robert-sacre,Robert Sacre,2015,293,293,136,156,1,0.4436,0.43,-0.0136,-0.0588,-0.0421,0.0113,0.0,-0.01352
robin-lopez,Robin Lopez,2015,406,406,329,77,0,0.585,0.5764,-0.0086,-0.0211,-0.0121,0.0063,,-0.00861
rodney-hood,Rodney Hood,2015,362,362,99,93,170,0.5138,0.5138,0.0,0.0141,0.0,0.0,0.0,0.0
rodney-stuckey,Rodney Stuckey,2015,704,704,271,294,139,0.4982,0.5078,0.0096,0.0117,-0.0052,0.0009,0.038,0.00588
ronnie-price,Ronnie Price,2015,213,213,54,50,109,0.4071,0.4343,0.0272,-0.0657,0.0402,-0.0133,0.0262,0.02048
roy-hibbert,Roy Hibbert,2015,664,664,412,250,2,0.4672,0.4744,0.0072,-0.0401,0.0056,0.0099,0.0,0.0072
rudy-gay,Rudy Gay,2015,1051,1051,429,402,220,0.5209,0.519,-0.0019,0.019,-0.0196,0.0093,0.0082,-0.00273
rudy-gobert,Rudy Gobert,2015,389,389,377,11,1,0.648,0.6632,0.0152,0.0188,0.0173,-0.0545,0.0,0.01523
russ-smith,Russ Smith,2015,24,24,9,4,11,0.375,0.375,0.0,-0.1407,0.0,0.0,0.0,0.0
russell-westbrook,Russell Westbrook,2015,1378,1378,550,542,286,0.4818,0.4837,0.0019,-0.0254,0.0086,-0.0048,0.001,0.00175
ryan-anderson,Ryan Anderson,2015,700,700,194,149,357,0.5144,0.5029,-0.0115,-0.0281,0.0164,-0.0179,-0.0161,-0.00748
ryan-hollins,Ryan Hollins,2015,73,73,58,15,0,0.7195,0.726,0.0065,0.1119,0.0083,0.0,,0.00659
ryan-kelly,Ryan Kelly,2015,297,297,65,99,133,0.4502,0.4259,-0.0243,-0.0744,-0.0381,-0.0359,-0.0059,-0.02295
samuel-dalembert,Samuel Dalembert,2015,124,124,73,51,0,0.4987,0.4597,-0.039,-0.0894,-0.0491,-0.0246,,-0.03902
sean-kilpatrick,Sean Kilpatrick,2015,19,19,3,3,13,0.4737,0.4737,0.0,-0.0725,0.0,0.0,0.0,0.0
sebastian-telfair,Sebastian Telfair,2015,116,116,38,19,59,0.4741,0.4741,0.0,-0.0159,0.0,0.0,0.0,0.0
serge-ibaka,Serge Ibaka,2015,760,760,224,333,203,0.5544,0.5428,-0.0116,0.0182,-0.0044,-0.0204,-0.0033,-0.01112
sergey-karasev,Sergey Karasev,2015,123,123,42,27,54,0.5166,0.5041,-0.0125,-0.0562,-0.0238,-0.0062,-0.0046,-0.01151
seth-curry,Seth Curry,2015,3,3,0,2,1,0.0,0.0,0.0,-0.4397,,0.0,0.0,0.0
shabazz-muhammad,Shabazz Muhammad,2015,358,358,227,80,51,0.5662,0.5615,-0.0047,-0.003,0.0011,-0.0343,0.0102,-0.00551
shabazz-napier,Shabazz Napier,2015,220,220,40,62,118,0.4932,0.4932,0.0,-0.0005,0.0,0.0,0.0,0.0
shane-larkin,Shane Larkin,2015,398,398,147,139,112,0.505,0.5138,0.0088,-0.0089,-0.0011,0.0123,0.0117,0.00718
shannon-brown,Shannon Brown,2015,19,19,9,3,7,0.4737,0.4474,-0.0263,-0.1196,-0.0556,0.0,0.0,-0.02634
shaun-livingston,Shaun Livingston,2015,380,380,189,189,2,0.5374,0.5211,-0.0163,0.0149,-0.0213,-0.0076,-0.25,-0.01569
shavlik-randolph,Shavlik Randolph,2015,33,33,24,4,5,0.3207,0.2727,-0.048,-0.3072,-0.066,0.0,0.0,-0.048
shawn-marion,Shawn Marion,2015,240,240,159,37,44,0.5309,0.5167,-0.0142,-0.0882,-0.0057,0.016,-0.0471,-0.00994
shawne-williams,Shawne Williams,2015,284,284,47,64,173,0.518,0.5299,0.0119,-0.0042,0.0017,0.0118,0.0099,0.00897
shayne-whittington,Shayne Whittington,2015,35,35,20,10,5,0.5571,0.5571,0.0,0.0138,0.0,0.0,0.0,0.0
shelvin-mack,Shelvin Mack,2015,272,272,77,68,127,0.5128,0.5,-0.0128,-0.0249,-0.0094,-0.0216,-0.0068,-0.01124
sim-bhullar,Sim Bhullar,2015,2,2,1,1,0,0.5,0.5,0.0,0.0562,0.0,0.0,,0.0
solomon-hill,Solomon Hill,2015,572,572,253,112,207,0.4949,0.4965,0.0016,-0.033,-0.0065,-0.0026,0.0091,-9e-05
spencer-dinwiddie,Spencer Dinwiddie,2015,162,162,52,45,65,0.3519,0.3519,0.0,-0.1323,0.0,0.0,0.0,0.0
spencer-hawes,Spencer Hawes,2015,389,389,132,81,176,0.5303,0.4897,-0.0406,-0.0626,0.0447,-0.0805,-0.0575,-0.02761
stephen-curry,Stephen Curry,2015,1304,1304,345,319,640,0.6037,0.6104,0.0067,0.0852,0.0069,-0.0369,0.0189,0.00207
steve-blake,Steve Blake,2015,321,321,31,72,218,0.5019,0.5,-0.0019,-0.0008,-0.0163,0.0387,-0.0088,0.00113
steve-novak,Steve Novak,2015,54,54,0,8,46,0.5539,0.5833,0.0294,0.0577,,0.0,0.023,0.01959
steven-adams,Steven Adams,2015,368,368,351,15,2,0.5851,0.5815,-0.0036,-0.0509,-0.0072,0.079,0.0,-0.00365
t-j-warren,T.J. Warren,2015,205,205,142,42,21,0.5634,0.5634,0.0,-0.0213,0.0,0.0,0.0,0.0
taj-gibson,Taj Gibson,2015,448,448,328,120,0,0.5768,0.567,-0.0098,0.0159,-0.01,-0.0096,,-0.00989
tarik-black,Tarik Black,2015,238,238,220,17,1,0.6387,0.6387,0.0,0.0266,0.0,0.0,0.0,0.0
tayshaun-prince,Tayshaun Prince,2015,392,392,117,208,67,0.4526,0.4885,0.0359,0.0069,-0.0211,0.039,0.0839,0.02874
terrence-jones,Terrence Jones,2015,270,270,212,21,37,0.6119,0.6093,-0.0026,0.0254,-0.0067,-0.0634,0.0368,-0.00515
terrence-ross,Terrence Ross,2015,723,723,140,195,388,0.5364,0.5277,-0.0087,0.0078,-0.0511,0.0338,-0.0099,-0.00609
thabo-sefolosha,Thabo Sefolosha,2015,232,232,119,35,78,0.507,0.5022,-0.0048,-0.0807,-0.0052,-0.061,0.0139,-0.0072
thaddeus-young,Thaddeus Young,2015,889,889,582,193,114,0.5129,0.5259,0.013,-0.0281,0.0151,-0.0023,0.0186,0.01177
thomas-robinson,Thomas Robinson,2015,235,235,179,54,2,0.5425,0.5362,-0.0063,-0.0368,-0.0019,-0.0212,0.0,-0.00632
tiago-splitter,Tiago Splitter,2015,276,276,271,5,0,0.6342,0.6123,-0.0219,-0.0185,-0.0192,-0.1667,,-0.02187
tim-duncan,Tim Duncan,2015,752,752,518,227,7,0.5562,0.5585,0.0023,-0.0025,0.0033,-0.0055,0.119,0.00172
tim-frazier,Tim Frazier,2015,58,58,24,17,17,0.4052,0.4052,0.0,-0.1281,0.0,0.0,0.0,0.0
tim-hardaway-jr,Tim Hardaway Jr.,2015,664,664,161,161,342,0.5061,0.5038,-0.0023,-0.0075,-0.0004,-0.0033,-0.0018,-0.00182
timofey-mozgov,Timofey Mozgov,2015,512,512,401,105,6,0.5962,0.6152,0.019,0.0,0.0222,0.0035,0.0555,0.01876
tobias-harris,Tobias Harris,2015,876,876,411,228,237,0.5416,0.5519,0.0103,0.0123,0.0014,-0.0167,0.0346,0.00567
toney-douglas,Toney Douglas,2015,50,50,16,16,18,0.4327,0.43,-0.0027,-0.0693,0.0417,-0.0417,-0.0049,-0.00176
tony-allen,Tony Allen,2015,403,403,332,42,29,0.5898,0.5707,-0.0191,-0.0559,-0.0365,0.0214,0.0813,-0.02199
tony-parker,Tony Parker,2015,786,786,346,352,88,0.5345,0.5382,0.0037,0.0432,0.0029,-0.0039,0.0247,0.0023
tony-snell,Tony Snell,2015,349,349,103,51,195,0.56,0.5602,0.0002,0.0148,-0.0241,-0.0319,0.0143,-0.00378
