entity_id,entity_type,season,season_type,minutes,off_poss,def_poss,drives,drive_fgm,drive_fga,drive_ftm,drive_fta,drive_points,drive_passes,drive_assists,drive_turnovers,drive_fouls,passes_made,passes_received,assists,ft_assists,secondary_assists,potential_assists,adj_assists,assist_pts,steals,blocks,def_rim_fgm,def_rim_fga,touches,front_court_touches,time_of_poss,elbow_touches,elbow_touch_fgm,elbow_touch_fga,elbow_touch_ftm,elbow_touch_fta,elbow_touch_points,elbow_touch_passes,elbow_touch_assists,elbow_touch_turnovers,elbow_touch_fouls,paint_touches,paint_touch_fgm,paint_touch_fga,paint_touch_ftm,paint_touch_fta,paint_touch_points,paint_touch_passes,paint_touch_assists,paint_touch_turnovers,paint_touch_fouls,post_touches,post_touch_fgm,post_touch_fga,post_touch_ftm,post_touch_fta,post_touch_points,post_touch_passes,post_touch_assists,post_touch_turnovers,post_touch_fouls,oreb,oreb_contest,oreb_uncontest,oreb_chances,oreb_chance_defer,dreb,dreb_contest,dreb_uncontest,dreb_chances,dreb_chance_defer,feet,miles,miles_off,miles_def
1631121,player,2022-23,RegularSeason,787.01,1647,1647,148,28,69,25,32,89,41,13,19,16,567,619,54,4,4,91,62,130,15,6,40,56,872,577,34.9,5,0,1,2,2,2,2,0,1,1,26,9,14,3,4,21,8,0,1,2,0,0,0,0,0,0,0,0,0,0,20,10,10,54,1,73,13,60,126,12,316438,59.91,31.7,28.27
1628969,player,2022-23,RegularSeason,2963.17,5992,5998,723,188,382,119,136,519,218,45,37,69,2604,3118,273,18,33,471,324,701,91,61,178,287,4259,2618,193.1,99,30,50,4,4,65,37,6,5,2,130,48,88,9,10,107,30,8,3,5,44,13,19,0,0,26,22,4,0,0,79,36,42,205,13,285,62,223,478,46,1182569,223.94,120.89,103.04
1627732,player,2022-23,RegularSeason,1105.07,2246,2251,146,32,61,7,12,71,66,12,8,7,2191,1778,256,14,26,400,293,651,54,24,73,127,2577,903,146.8,96,16,31,1,4,33,57,12,2,2,169,69,97,3,10,143,57,14,7,5,45,10,20,0,2,20,22,10,1,1,40,21,19,95,2,223,58,166,347,27,408079,77.28,40.66,36.64
1630553,player,2022-23,RegularSeason,416.35,865,873,118,23,52,18,26,65,43,10,10,13,575,709,59,7,3,91,70,159,19,6,31,44,850,352,75.7,9,0,3,0,0,0,5,2,0,0,16,2,7,1,2,5,5,1,1,1,0,0,0,0,0,0,0,0,0,0,11,7,4,35,3,33,8,25,54,4,167741,31.77,17.11,14.67
203482,player,2022-23,RegularSeason,1941.58,4014,4016,338,71,131,51,58,210,130,40,34,29,2934,2170,252,19,17,425,287,645,60,37,217,344,3813,1928,136.2,87,21,29,4,4,47,47,10,6,1,178,61,93,21,26,145,56,15,10,12,45,6,13,1,2,13,20,9,8,1,82,42,39,213,12,338,83,256,550,46,746442,141.36,78.57,62.82
1626196,player,2022-23,RegularSeason,1508.6,3134,3147,306,57,122,15,18,131,145,38,21,9,1943,1937,169,15,17,294,201,430,68,19,101,126,2670,1342,146.8,16,2,6,0,0,4,6,2,2,0,50,17,25,0,0,35,21,2,2,0,1,0,1,0,0,0,0,0,0,0,40,19,21,85,3,132,19,113,250,27,617672,116.96,64.76,52.24
201587,player,2022-23,RegularSeason,1709.56,3516,3511,14,2,4,3,6,7,5,1,2,3,1780,1235,121,12,17,197,147,315,54,44,133,219,2247,1245,48.1,36,5,6,2,4,12,26,1,1,2,64,21,34,10,10,52,20,3,4,4,1,0,0,2,2,2,0,0,0,1,62,31,31,137,11,237,72,164,375,33,679335,128.69,65.88,62.79
1631260,player,2022-23,RegularSeason,344.94,717,715,13,1,2,0,0,2,10,1,1,0,273,301,22,1,3,45,26,60,6,0,27,34,423,259,17.5,3,0,0,0,0,0,2,1,0,0,12,3,5,2,2,8,4,1,1,1,0,0,0,0,0,0,0,0,0,0,6,2,4,23,2,39,14,25,68,6,141863,26.85,14.85,11.99
1630322,player,2022-23,RegularSeason,530.81,1120,1096,3,1,1,0,0,2,1,1,1,0,459,438,28,3,4,50,35,77,14,11,38,71,660,435,18.4,5,1,1,2,2,4,2,0,1,1,21,6,8,2,4,14,9,0,1,2,0,0,0,0,0,0,0,0,0,0,16,7,9,31,2,59,18,41,115,10,223378,42.28,22.62,19.67
203937,player,2022-23,RegularSeason,1932.46,4002,3990,469,112,222,42,57,270,183,61,23,29,2830,2410,331,40,24,536,393,833,78,62,109,180,3571,2044,163.3,114,22,35,0,0,44,72,22,4,0,152,44,75,10,18,99,62,20,5,8,6,1,4,1,2,3,1,1,0,1,65,34,31,165,2,301,79,222,463,23,736614,139.52,74.17,65.39
1630174,player,2022-23,RegularSeason,1816.44,3790,3794,300,58,130,41,52,161,111,24,23,26,1848,1509,98,7,15,149,120,257,55,34,142,220,2635,1515,74.1,29,11,14,0,0,22,12,1,3,0,77,26,44,8,8,61,17,3,7,3,0,0,0,0,0,0,0,0,0,0,62,34,28,181,6,215,50,165,430,49,746083,141.32,73.13,68.23
1630561,player,2022-23,RegularSeason,228.02,475,475,72,16,35,7,8,39,25,8,7,4,204,227,21,3,0,45,24,63,10,1,20,28,320,156,19.2,1,0,0,0,0,0,1,0,0,0,11,3,5,3,4,9,3,0,0,2,0,0,0,0,0,0,0,0,0,0,11,2,9,24,2,18,4,14,35,4,91142,17.26,9.11,8.16
