entity_id,season_year,open_cs_fg3a,open_cs_fg3m,open_cs_3_rate,open_cs_fg3_pct,off_drbl_fg3a,off_drbl_fg3m,off_drbl_fg2a,off_drbl_fg2m,off_drbl_rate,off_drbl_fg3_pct,contested_fg3a,contested_fg2a,contested_shot_rate,wide_open_fg3a,wide_open_fg3m,three_rate_sz,total_fga_sz,data_source,confidence
201196,2018,22.0,7.0,0.2056,0.3182,2.0,0.0,39.0,19.0,0.3832,0.0,1.0,46.0,0.4393,20.0,6.0,0.243,107,nba_shotzone_only,low
201229,2018,317.0,145.0,0.6921,0.4574,1.0,0.0,5.0,5.0,0.0131,0.0,36.0,64.0,0.2183,187.0,87.0,0.7838,458,nba_shotzone_only,low
201281,2018,8.0,5.0,0.4706,0.625,1.0,0.0,1.0,0.0,0.1176,0.0,0.0,2.0,0.1176,4.0,2.0,0.5294,17,nba_shotzone_only,low
201563,2018,63.0,25.0,0.0853,0.3968,3.0,2.0,112.0,57.0,0.1556,0.6667,7.0,399.0,0.5494,37.0,20.0,0.111,739,nba_shotzone_only,low
201565,2018,23.0,4.0,0.1353,0.1739,6.0,3.0,59.0,36.0,0.3824,0.5,2.0,76.0,0.4588,14.0,3.0,0.1765,170,nba_shotzone_only,low
201566,2018,84.0,30.0,0.0542,0.3571,156.0,45.0,444.0,278.0,0.3871,0.2885,43.0,515.0,0.36,90.0,34.0,0.2039,1550,nba_shotzone_only,low
201567,2018,274.0,119.0,0.4035,0.4343,2.0,0.0,32.0,16.0,0.0501,0.0,30.0,206.0,0.3476,197.0,96.0,0.4816,679,nba_shotzone_only,low
201568,2018,86.0,27.0,0.3568,0.314,10.0,3.0,17.0,10.0,0.112,0.3,7.0,53.0,0.249,40.0,14.0,0.4606,241,nba_shotzone_only,low
201569,2018,371.0,146.0,0.405,0.3935,82.0,21.0,151.0,107.0,0.2544,0.2561,67.0,228.0,0.3221,332.0,143.0,0.6583,916,nba_shotzone_only,low
201571,2018,138.0,63.0,0.2805,0.4565,65.0,27.0,137.0,77.0,0.4106,0.4154,34.0,144.0,0.3618,103.0,40.0,0.5366,492,nba_shotzone_only,low
201572,2018,300.0,101.0,0.3989,0.3367,1.0,1.0,27.0,14.0,0.0372,1.0,9.0,267.0,0.367,248.0,89.0,0.4215,752,nba_shotzone_only,low
201573,2018,119.0,44.0,0.4917,0.3697,2.0,2.0,11.0,8.0,0.0537,1.0,17.0,50.0,0.2769,75.0,31.0,0.5868,242,nba_shotzone_only,low
201577,2018,10.0,3.0,0.0163,0.3,0.0,0.0,19.0,9.0,0.031,,0.0,366.0,0.598,10.0,4.0,0.0196,612,nba_shotzone_only,low
201578,2018,209.0,82.0,0.6147,0.3923,0.0,0.0,4.0,1.0,0.0118,,17.0,56.0,0.2147,124.0,52.0,0.6853,340,nba_shotzone_only,low
201580,2018,4.0,0.0,0.0192,0.0,0.0,0.0,9.0,4.0,0.0433,,0.0,136.0,0.6538,2.0,0.0,0.024,208,nba_shotzone_only,low
201583,2018,312.0,122.0,0.6681,0.391,0.0,0.0,5.0,4.0,0.0107,,2.0,69.0,0.152,219.0,90.0,0.7238,467,nba_shotzone_only,low
201584,2018,202.0,86.0,0.2833,0.4257,31.0,11.0,64.0,33.0,0.1332,0.3548,23.0,137.0,0.2244,162.0,68.0,0.3773,713,nba_shotzone_only,low
201585,2018,0.0,0.0,0.0,,0.0,0.0,25.0,13.0,0.0693,,0.0,255.0,0.7064,0.0,0.0,0.0,361,nba_shotzone_only,low
201586,2018,260.0,97.0,0.3462,0.3731,5.0,1.0,21.0,13.0,0.0346,0.2,23.0,199.0,0.2956,184.0,67.0,0.3915,751,nba_shotzone_only,low
201587,2018,147.0,53.0,0.2308,0.3605,24.0,6.0,26.0,15.0,0.0785,0.25,92.0,76.0,0.2637,91.0,33.0,0.427,637,nba_shotzone_only,low
201588,2018,145.0,60.0,0.2929,0.4138,35.0,14.0,82.0,49.0,0.2364,0.4,16.0,121.0,0.2768,136.0,57.0,0.4101,495,nba_shotzone_only,low
201589,2018,22.0,8.0,0.4889,0.3636,0.0,0.0,0.0,0.0,0.0,,0.0,7.0,0.1556,19.0,8.0,0.5111,45,nba_shotzone_only,low
201596,2018,129.0,42.0,0.3146,0.3256,34.0,6.0,112.0,56.0,0.3561,0.1765,19.0,116.0,0.3293,112.0,35.0,0.4585,410,nba_shotzone_only,low
201599,2018,0.0,0.0,0.0,,0.0,0.0,13.0,2.0,0.0245,,0.0,419.0,0.7906,0.0,0.0,0.0,530,nba_shotzone_only,low
201600,2018,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0556,,0.0,13.0,0.7222,0.0,0.0,0.0,18,nba_shotzone_only,low
201601,2018,156.0,58.0,0.489,0.3718,1.0,1.0,27.0,19.0,0.0878,1.0,10.0,114.0,0.3887,104.0,45.0,0.5392,319,nba_shotzone_only,low
201609,2018,174.0,69.0,0.1742,0.3966,55.0,14.0,260.0,152.0,0.3153,0.2545,43.0,326.0,0.3694,95.0,34.0,0.2953,999,nba_shotzone_only,low
201628,2018,12.0,3.0,0.2143,0.25,16.0,7.0,7.0,4.0,0.4107,0.4375,0.0,5.0,0.0893,36.0,11.0,0.6964,56,nba_shotzone_only,low
201933,2018,183.0,68.0,0.1937,0.3716,63.0,19.0,234.0,131.0,0.3143,0.3016,15.0,402.0,0.4413,167.0,60.0,0.3397,945,nba_shotzone_only,low
201935,2018,109.0,37.0,0.0809,0.3394,460.0,180.0,389.0,258.0,0.6303,0.3913,232.0,388.0,0.4603,98.0,40.0,0.5264,1347,nba_shotzone_only,low
201936,2018,109.0,43.0,0.1471,0.3945,96.0,41.0,251.0,140.0,0.4683,0.4271,44.0,314.0,0.4831,103.0,45.0,0.3846,741,nba_shotzone_only,low
201937,2018,196.0,75.0,0.2503,0.3827,40.0,14.0,142.0,75.0,0.2324,0.35,7.0,141.0,0.189,197.0,73.0,0.3474,783,nba_shotzone_only,low
201939,2018,219.0,104.0,0.2601,0.4749,173.0,67.0,107.0,63.0,0.3325,0.3873,102.0,166.0,0.3183,208.0,98.0,0.5914,842,nba_shotzone_only,low
201942,2018,132.0,46.0,0.099,0.3485,63.0,17.0,309.0,189.0,0.2789,0.2698,76.0,387.0,0.3471,66.0,23.0,0.2136,1334,nba_shotzone_only,low
201943,2018,16.0,3.0,0.2319,0.1875,9.0,2.0,12.0,6.0,0.3043,0.2222,6.0,13.0,0.2754,14.0,3.0,0.4783,69,nba_shotzone_only,low
201949,2018,141.0,49.0,0.2452,0.3475,15.0,2.0,145.0,91.0,0.2783,0.1333,9.0,262.0,0.4713,133.0,47.0,0.32,575,nba_shotzone_only,low
201950,2018,160.0,65.0,0.1356,0.4062,100.0,29.0,320.0,195.0,0.3559,0.29,12.0,509.0,0.4415,211.0,77.0,0.2992,1180,nba_shotzone_only,low
201952,2018,84.0,33.0,0.1124,0.3929,106.0,34.0,296.0,174.0,0.5382,0.3208,8.0,290.0,0.3989,157.0,64.0,0.3012,747,nba_shotzone_only,low
201954,2018,128.0,61.0,0.213,0.4766,37.0,16.0,80.0,46.0,0.1947,0.4324,16.0,114.0,0.2163,123.0,62.0,0.3378,601,nba_shotzone_only,low
201956,2018,18.0,9.0,0.0923,0.5,2.0,0.0,22.0,11.0,0.1231,0.0,0.0,124.0,0.6359,19.0,9.0,0.1128,195,nba_shotzone_only,low
201959,2018,31.0,6.0,0.0457,0.1935,0.0,0.0,60.0,37.0,0.0884,,3.0,408.0,0.6053,18.0,1.0,0.0501,679,nba_shotzone_only,low
201960,2018,282.0,105.0,0.3961,0.3723,23.0,6.0,85.0,47.0,0.1517,0.2609,61.0,205.0,0.3736,138.0,52.0,0.5379,712,nba_shotzone_only,low
201961,2018,318.0,130.0,0.4697,0.4088,13.0,5.0,11.0,7.0,0.0355,0.3846,172.0,46.0,0.322,186.0,81.0,0.8419,677,nba_shotzone_only,low
201967,2018,165.0,57.0,0.4839,0.3455,1.0,0.0,0.0,0.0,0.0029,0.0,3.0,119.0,0.3578,126.0,45.0,0.4927,341,nba_shotzone_only,low
201973,2018,148.0,64.0,0.4568,0.4324,0.0,0.0,10.0,3.0,0.0309,,3.0,108.0,0.3426,134.0,58.0,0.4815,324,nba_shotzone_only,low
201975,2018,142.0,51.0,0.389,0.3592,8.0,2.0,10.0,6.0,0.0493,0.25,26.0,69.0,0.2603,103.0,39.0,0.5534,365,nba_shotzone_only,low
201976,2018,42.0,18.0,0.3717,0.4286,12.0,4.0,23.0,12.0,0.3097,0.3333,1.0,31.0,0.2832,31.0,12.0,0.531,113,nba_shotzone_only,low
201980,2018,239.0,90.0,0.4401,0.3766,16.0,2.0,34.0,19.0,0.0921,0.125,45.0,112.0,0.2891,165.0,65.0,0.5856,543,nba_shotzone_only,low
201988,2018,255.0,95.0,0.3812,0.3725,85.0,33.0,35.0,20.0,0.1794,0.3882,62.0,62.0,0.1854,204.0,82.0,0.6143,669,nba_shotzone_only,low
202066,2018,158.0,70.0,0.3465,0.443,25.0,6.0,34.0,21.0,0.1294,0.24,14.0,79.0,0.2039,122.0,52.0,0.4846,456,nba_shotzone_only,low
202083,2018,294.0,114.0,0.4375,0.3878,34.0,12.0,76.0,39.0,0.1637,0.3529,36.0,119.0,0.2307,226.0,94.0,0.5923,672,nba_shotzone_only,low
202322,2018,82.0,35.0,0.1323,0.4268,54.0,17.0,206.0,131.0,0.4194,0.3148,6.0,196.0,0.3258,77.0,26.0,0.2677,620,nba_shotzone_only,low
202323,2018,123.0,38.0,0.2204,0.3089,2.0,1.0,76.0,43.0,0.1398,0.5,1.0,117.0,0.2115,105.0,34.0,0.2312,558,nba_shotzone_only,low
202324,2018,60.0,13.0,0.091,0.2167,0.0,0.0,10.0,6.0,0.0152,,1.0,355.0,0.5402,47.0,9.0,0.0956,659,nba_shotzone_only,low
202325,2018,137.0,49.0,0.3827,0.3577,3.0,1.0,8.0,4.0,0.0307,0.3333,26.0,43.0,0.1927,89.0,35.0,0.4888,358,nba_shotzone_only,low
202326,2018,253.0,92.0,0.3147,0.3636,11.0,4.0,119.0,69.0,0.1617,0.3636,13.0,381.0,0.49,180.0,76.0,0.3644,804,nba_shotzone_only,low
202327,2018,1.0,0.0,0.0093,0.0,0.0,0.0,6.0,2.0,0.0556,,0.0,74.0,0.6852,1.0,0.0,0.0093,108,nba_shotzone_only,low
202328,2018,0.0,0.0,0.0,,0.0,0.0,52.0,28.0,0.1481,,0.0,294.0,0.8376,0.0,0.0,0.0,351,nba_shotzone_only,low
202329,2018,294.0,108.0,0.5213,0.3673,5.0,2.0,51.0,22.0,0.0993,0.4,25.0,144.0,0.2996,221.0,83.0,0.6011,564,nba_shotzone_only,low
202330,2018,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.5,2,nba_shotzone_only,low
202331,2018,385.0,164.0,0.3051,0.426,97.0,30.0,164.0,102.0,0.2068,0.3093,87.0,245.0,0.2631,248.0,118.0,0.4731,1262,nba_shotzone_only,low
202332,2018,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,13.0,0.9286,0.0,0.0,0.0,14,nba_shotzone_only,low
202334,2018,0.0,0.0,0.0,,0.0,0.0,11.0,3.0,0.0423,,0.0,231.0,0.8885,0.0,0.0,0.0038,260,nba_shotzone_only,low
202335,2018,159.0,59.0,0.636,0.3711,0.0,0.0,12.0,8.0,0.048,,4.0,56.0,0.24,114.0,39.0,0.656,250,nba_shotzone_only,low
202337,2018,133.0,50.0,0.6786,0.3759,1.0,0.0,3.0,2.0,0.0204,0.0,0.0,10.0,0.051,104.0,44.0,0.7398,196,nba_shotzone_only,low
202339,2018,226.0,92.0,0.2397,0.4071,75.0,20.0,224.0,142.0,0.3171,0.2667,28.0,267.0,0.3128,192.0,79.0,0.3786,943,nba_shotzone_only,low
202340,2018,149.0,57.0,0.2614,0.3826,12.0,4.0,44.0,25.0,0.0982,0.3333,23.0,148.0,0.3,109.0,47.0,0.3491,570,nba_shotzone_only,low
202344,2018,29.0,6.0,0.0924,0.2069,0.0,0.0,29.0,17.0,0.0924,,1.0,212.0,0.6783,28.0,7.0,0.1051,314,nba_shotzone_only,low
202347,2018,15.0,3.0,0.3333,0.2,1.0,0.0,7.0,4.0,0.1778,0.0,6.0,15.0,0.4667,8.0,2.0,0.4889,45,nba_shotzone_only,low
202348,2018,6.0,5.0,0.24,0.8333,5.0,1.0,3.0,1.0,0.32,0.2,1.0,1.0,0.08,6.0,5.0,0.52,25,nba_shotzone_only,low
202355,2018,2.0,2.0,0.0038,1.0,0.0,0.0,21.0,13.0,0.04,,0.0,344.0,0.6552,2.0,2.0,0.0038,525,nba_shotzone_only,low
202357,2018,165.0,70.0,0.4728,0.4242,5.0,3.0,40.0,19.0,0.1289,0.6,6.0,123.0,0.3696,135.0,64.0,0.5215,349,nba_shotzone_only,low
202362,2018,136.0,44.0,0.2012,0.3235,60.0,12.0,128.0,74.0,0.2781,0.2,9.0,183.0,0.284,147.0,44.0,0.3417,676,nba_shotzone_only,low
202379,2018,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,1,nba_shotzone_only,low
202389,2018,16.0,4.0,0.1905,0.25,0.0,0.0,0.0,0.0,0.0,,0.0,55.0,0.6548,15.0,4.0,0.1905,84,nba_shotzone_only,low
202391,2018,0.0,0.0,0.0,,1.0,1.0,5.0,2.0,0.5455,1.0,1.0,5.0,0.5455,1.0,0.0,0.1818,11,nba_shotzone_only,low
202397,2018,46.0,14.0,0.0612,0.3043,31.0,10.0,271.0,162.0,0.4016,0.3226,13.0,272.0,0.379,56.0,19.0,0.1316,752,nba_shotzone_only,low
202498,2018,108.0,43.0,0.439,0.3981,0.0,0.0,7.0,5.0,0.0285,,6.0,60.0,0.2683,84.0,36.0,0.4797,246,nba_shotzone_only,low
202681,2018,139.0,58.0,0.1403,0.4173,144.0,52.0,244.0,145.0,0.3915,0.3611,122.0,292.0,0.4178,93.0,36.0,0.3885,991,nba_shotzone_only,low
202682,2018,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.5,2,nba_shotzone_only,low
202683,2018,2.0,0.0,0.0031,0.0,0.0,0.0,71.0,41.0,0.1109,,0.0,509.0,0.7953,1.0,0.0,0.0031,640,nba_shotzone_only,low
202684,2018,0.0,0.0,0.0,,0.0,0.0,11.0,5.0,0.0509,,0.0,165.0,0.7639,0.0,0.0,0.0,216,nba_shotzone_only,low
202685,2018,71.0,29.0,0.1111,0.4085,1.0,0.0,42.0,25.0,0.0673,0.0,0.0,424.0,0.6635,69.0,30.0,0.1158,639,nba_shotzone_only,low
202687,2018,0.0,0.0,0.0,,0.0,0.0,4.0,2.0,0.013,,0.0,216.0,0.7013,0.0,0.0,0.0,308,nba_shotzone_only,low
202689,2018,196.0,81.0,0.1554,0.4133,287.0,114.0,265.0,161.0,0.4377,0.3972,141.0,272.0,0.3275,212.0,92.0,0.4687,1261,nba_shotzone_only,low
202691,2018,338.0,160.0,0.2957,0.4734,30.0,8.0,31.0,17.0,0.0534,0.2667,108.0,148.0,0.224,194.0,99.0,0.4514,1143,nba_shotzone_only,low
202692,2018,69.0,23.0,0.1774,0.3333,32.0,8.0,80.0,32.0,0.2879,0.25,17.0,130.0,0.3779,72.0,32.0,0.3625,389,nba_shotzone_only,low
202693,2018,185.0,72.0,0.2829,0.3892,0.0,0.0,36.0,21.0,0.055,,12.0,200.0,0.3242,129.0,50.0,0.315,654,nba_shotzone_only,low
202694,2018,174.0,65.0,0.3074,0.3736,11.0,3.0,44.0,18.0,0.0972,0.2727,13.0,117.0,0.2297,128.0,45.0,0.3958,566,nba_shotzone_only,low
202695,2018,17.0,5.0,0.1604,0.2941,10.0,3.0,19.0,12.0,0.2736,0.3,3.0,21.0,0.2264,16.0,8.0,0.3208,106,nba_shotzone_only,low
202696,2018,199.0,64.0,0.2478,0.3216,1.0,0.0,39.0,21.0,0.0498,0.0,1.0,291.0,0.3636,164.0,57.0,0.2503,803,nba_shotzone_only,low
202697,2018,17.0,3.0,0.3091,0.1765,5.0,4.0,3.0,1.0,0.1455,0.8,1.0,5.0,0.1091,17.0,4.0,0.4545,55,nba_shotzone_only,low
202699,2018,332.0,136.0,0.2915,0.4096,27.0,11.0,158.0,89.0,0.1624,0.4074,35.0,376.0,0.3608,201.0,92.0,0.3819,1139,nba_shotzone_only,low
202702,2018,0.0,0.0,0.0,,0.0,0.0,6.0,5.0,0.0441,,1.0,91.0,0.6765,0.0,0.0,0.0074,136,nba_shotzone_only,low
202703,2018,254.0,98.0,0.3843,0.3858,16.0,5.0,15.0,8.0,0.0469,0.3125,54.0,140.0,0.2935,124.0,54.0,0.5386,661,nba_shotzone_only,low
202704,2018,81.0,27.0,0.1475,0.3333,66.0,20.0,170.0,94.0,0.4299,0.303,15.0,162.0,0.3224,76.0,33.0,0.3042,549,nba_shotzone_only,low
202705,2018,7.0,2.0,0.0714,0.2857,15.0,11.0,22.0,15.0,0.3776,0.7333,12.0,31.0,0.4388,1.0,1.0,0.3265,98,nba_shotzone_only,low
202709,2018,146.0,56.0,0.2552,0.3836,18.0,4.0,90.0,48.0,0.1888,0.2222,11.0,108.0,0.208,113.0,46.0,0.3304,572,nba_shotzone_only,low
202710,2018,92.0,36.0,0.1048,0.3913,43.0,13.0,163.0,94.0,0.2346,0.3023,47.0,255.0,0.344,72.0,30.0,0.2267,878,nba_shotzone_only,low
202711,2018,305.0,124.0,0.388,0.4066,11.0,3.0,86.0,49.0,0.1234,0.2727,36.0,233.0,0.3422,206.0,88.0,0.4835,786,nba_shotzone_only,low
202713,2018,1.0,0.0,0.0909,0.0,0.0,0.0,1.0,0.0,0.0909,,0.0,7.0,0.6364,1.0,0.0,0.0909,11,nba_shotzone_only,low
202714,2018,72.0,30.0,0.1856,0.4167,48.0,12.0,114.0,61.0,0.4175,0.25,10.0,142.0,0.3918,86.0,33.0,0.3505,388,nba_shotzone_only,low
202718,2018,77.0,36.0,0.3453,0.4675,11.0,5.0,16.0,9.0,0.1211,0.4545,15.0,36.0,0.2287,48.0,25.0,0.5381,223,nba_shotzone_only,low
202720,2018,3.0,0.0,0.0909,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,14.0,0.4242,3.0,0.0,0.0909,33,nba_shotzone_only,low
202722,2018,211.0,85.0,0.5861,0.4028,2.0,0.0,4.0,1.0,0.0167,0.0,23.0,52.0,0.2083,128.0,52.0,0.7,360,nba_shotzone_only,low
202732,2018,45.0,16.0,0.4737,0.3556,2.0,0.0,11.0,5.0,0.1368,0.0,1.0,16.0,0.1789,44.0,15.0,0.5368,95,nba_shotzone_only,low
202734,2018,245.0,104.0,0.309,0.4245,7.0,3.0,107.0,64.0,0.1438,0.4286,31.0,285.0,0.3985,155.0,71.0,0.377,793,nba_shotzone_only,low
202738,2018,57.0,18.0,0.1562,0.3158,59.0,17.0,70.0,41.0,0.3534,0.2881,56.0,75.0,0.3589,47.0,18.0,0.4904,365,nba_shotzone_only,low
202779,2018,14.0,4.0,0.0809,0.2857,22.0,10.0,44.0,24.0,0.3815,0.4545,4.0,56.0,0.3468,24.0,9.0,0.2486,173,nba_shotzone_only,low
202918,2018,2.0,0.0,0.6667,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,2.0,0.0,0.6667,3,nba_shotzone_only,low
202933,2018,11.0,6.0,0.9167,0.5455,1.0,0.0,0.0,0.0,0.0833,0.0,1.0,0.0,0.0833,7.0,4.0,1.0,12,nba_shotzone_only,low
203076,2018,140.0,44.0,0.0989,0.3143,7.0,4.0,56.0,32.0,0.0445,0.5714,9.0,657.0,0.4707,119.0,40.0,0.1145,1415,nba_shotzone_only,low
203077,2018,1.0,0.0,0.002,0.0,0.0,0.0,83.0,50.0,0.1637,,0.0,245.0,0.4832,2.0,0.0,0.0039,507,nba_shotzone_only,low
203078,2018,281.0,125.0,0.1983,0.4448,110.0,34.0,226.0,136.0,0.2371,0.3091,80.0,338.0,0.295,236.0,107.0,0.3677,1417,nba_shotzone_only,low
203079,2018,97.0,36.0,0.2546,0.3711,27.0,6.0,100.0,64.0,0.3333,0.2222,29.0,110.0,0.3648,49.0,19.0,0.4357,381,nba_shotzone_only,low
203081,2018,188.0,69.0,0.143,0.367,280.0,104.0,334.0,204.0,0.4669,0.3714,184.0,338.0,0.397,164.0,67.0,0.4692,1315,nba_shotzone_only,low
203082,2018,58.0,19.0,0.3204,0.3276,5.0,2.0,10.0,5.0,0.0829,0.4,15.0,31.0,0.2541,31.0,9.0,0.4917,181,nba_shotzone_only,low
203083,2018,5.0,0.0,0.0061,0.0,4.0,0.0,68.0,32.0,0.0878,0.0,1.0,671.0,0.8195,7.0,0.0,0.0134,820,nba_shotzone_only,low
203084,2018,247.0,87.0,0.2133,0.3522,43.0,16.0,210.0,106.0,0.2185,0.3721,15.0,366.0,0.329,208.0,81.0,0.2867,1158,nba_shotzone_only,low
203085,2018,155.0,58.0,0.21,0.3742,118.0,45.0,221.0,118.0,0.4593,0.3814,27.0,272.0,0.4051,154.0,61.0,0.481,738,nba_shotzone_only,low
203086,2018,25.0,11.0,0.3205,0.44,0.0,0.0,0.0,0.0,0.0,,0.0,20.0,0.2564,20.0,9.0,0.3333,78,nba_shotzone_only,low
203087,2018,138.0,57.0,0.1734,0.413,52.0,22.0,141.0,75.0,0.2425,0.4231,50.0,240.0,0.3643,110.0,44.0,0.3178,796,nba_shotzone_only,low
203089,2018,4.0,1.0,0.0085,0.25,0.0,0.0,3.0,1.0,0.0064,,1.0,330.0,0.7073,4.0,0.0,0.0128,468,nba_shotzone_only,low
203090,2018,106.0,46.0,0.3772,0.434,2.0,0.0,25.0,13.0,0.0961,0.0,4.0,134.0,0.4911,72.0,29.0,0.4164,281,nba_shotzone_only,low
203092,2018,26.0,10.0,0.0919,0.3846,0.0,0.0,3.0,2.0,0.0106,,0.0,197.0,0.6961,24.0,9.0,0.0954,283,nba_shotzone_only,low
203095,2018,227.0,91.0,0.3003,0.4009,33.0,10.0,97.0,64.0,0.172,0.303,31.0,232.0,0.3479,156.0,70.0,0.4392,756,nba_shotzone_only,low
203101,2018,0.0,0.0,0.0,,0.0,0.0,3.0,0.0,0.0182,,0.0,128.0,0.7758,0.0,0.0,0.0,165,nba_shotzone_only,low
203104,2018,1.0,0.0,0.0625,0.0,1.0,1.0,4.0,3.0,0.3125,1.0,0.0,5.0,0.3125,2.0,1.0,0.25,16,nba_shotzone_only,low
203107,2018,89.0,46.0,0.2486,0.5169,5.0,0.0,67.0,43.0,0.2011,0.0,1.0,145.0,0.4078,78.0,41.0,0.2765,358,nba_shotzone_only,low
203109,2018,248.0,89.0,0.3924,0.3589,17.0,3.0,21.0,12.0,0.0601,0.1765,36.0,135.0,0.2706,158.0,57.0,0.5222,632,nba_shotzone_only,low
203110,2018,230.0,72.0,0.3945,0.313,9.0,4.0,51.0,32.0,0.1029,0.4444,8.0,207.0,0.3688,189.0,62.0,0.4357,583,nba_shotzone_only,low
203112,2018,258.0,95.0,0.7588,0.3682,0.0,0.0,2.0,1.0,0.0059,,13.0,35.0,0.1412,182.0,72.0,0.8176,340,nba_shotzone_only,low
203114,2018,255.0,97.0,0.2127,0.3804,57.0,18.0,100.0,53.0,0.1309,0.3158,71.0,225.0,0.2469,162.0,58.0,0.3311,1199,nba_shotzone_only,low
203115,2018,225.0,89.0,0.2376,0.3956,103.0,34.0,236.0,130.0,0.358,0.3301,51.0,352.0,0.4256,155.0,71.0,0.4361,947,nba_shotzone_only,low
203118,2018,150.0,65.0,0.2982,0.4333,1.0,0.0,14.0,10.0,0.0298,0.0,8.0,136.0,0.2863,115.0,50.0,0.3221,503,nba_shotzone_only,low
203121,2018,272.0,113.0,0.5738,0.4154,6.0,1.0,13.0,9.0,0.0401,0.1667,50.0,22.0,0.1519,164.0,71.0,0.7363,474,nba_shotzone_only,low
203124,2018,13.0,4.0,0.0385,0.3077,0.0,0.0,12.0,9.0,0.0355,,2.0,196.0,0.5858,9.0,3.0,0.0473,338,nba_shotzone_only,low
203141,2018,36.0,18.0,0.7059,0.5,0.0,0.0,1.0,0.0,0.0196,,3.0,5.0,0.1569,17.0,11.0,0.7843,51,nba_shotzone_only,low
203145,2018,171.0,72.0,0.2706,0.4211,37.0,9.0,110.0,51.0,0.2326,0.2432,16.0,180.0,0.3101,167.0,72.0,0.4288,632,nba_shotzone_only,low
203186,2018,0.0,0.0,0.0,,0.0,0.0,3.0,2.0,0.028,,1.0,73.0,0.6916,1.0,1.0,0.0187,107,nba_shotzone_only,low
203200,2018,295.0,109.0,0.3928,0.3695,20.0,4.0,35.0,15.0,0.0732,0.2,63.0,96.0,0.2117,189.0,76.0,0.5952,751,nba_shotzone_only,low
203210,2018,120.0,43.0,0.2691,0.3583,0.0,0.0,15.0,8.0,0.0336,,1.0,196.0,0.4417,70.0,22.0,0.2758,446,nba_shotzone_only,low
203382,2018,21.0,3.0,0.0522,0.1429,0.0,0.0,6.0,3.0,0.0149,,0.0,206.0,0.5124,19.0,3.0,0.0522,402,nba_shotzone_only,low
203457,2018,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,1.0,60.0,0.6354,0.0,0.0,0.0104,96,nba_shotzone_only,low
203458,2018,3.0,1.0,0.009,0.3333,0.0,0.0,6.0,4.0,0.0179,,0.0,259.0,0.7731,2.0,1.0,0.009,335,nba_shotzone_only,low
203459,2018,327.0,133.0,0.4214,0.4067,15.0,5.0,22.0,16.0,0.0477,0.3333,141.0,91.0,0.299,176.0,67.0,0.6572,776,nba_shotzone_only,low
203460,2018,31.0,7.0,0.2214,0.2258,0.0,0.0,2.0,1.0,0.0143,,4.0,74.0,0.5571,29.0,6.0,0.25,140,nba_shotzone_only,low
203463,2018,109.0,45.0,0.307,0.4128,8.0,1.0,19.0,9.0,0.0761,0.125,24.0,103.0,0.3577,81.0,35.0,0.4423,355,nba_shotzone_only,low
203464,2018,41.0,14.0,0.3388,0.3415,2.0,0.0,10.0,6.0,0.0992,0.0,8.0,41.0,0.405,27.0,6.0,0.4463,121,nba_shotzone_only,low
203468,2018,201.0,88.0,0.1438,0.4378,143.0,49.0,268.0,160.0,0.294,0.3427,108.0,326.0,0.3104,159.0,71.0,0.3333,1398,nba_shotzone_only,low
203469,2018,3.0,2.0,0.0222,0.6667,0.0,0.0,2.0,1.0,0.0148,,0.0,95.0,0.7037,3.0,2.0,0.0222,135,nba_shotzone_only,low
203471,2018,129.0,35.0,0.1271,0.2713,83.0,27.0,310.0,194.0,0.3872,0.3253,10.0,331.0,0.336,141.0,43.0,0.2512,1015,nba_shotzone_only,low
203473,2018,128.0,49.0,0.2795,0.3828,0.0,0.0,7.0,3.0,0.0153,,12.0,164.0,0.3843,85.0,35.0,0.3079,458,nba_shotzone_only,low
203476,2018,54.0,17.0,0.1504,0.3148,1.0,1.0,7.0,2.0,0.0223,1.0,1.0,90.0,0.2535,48.0,16.0,0.1699,359,nba_shotzone_only,low
203477,2018,28.0,11.0,0.224,0.3929,27.0,7.0,37.0,21.0,0.512,0.2593,12.0,42.0,0.432,27.0,10.0,0.528,125,nba_shotzone_only,low
203481,2018,10.0,2.0,0.6667,0.2,0.0,0.0,0.0,0.0,0.0,,0.0,3.0,0.2,8.0,2.0,0.6667,15,nba_shotzone_only,low
203482,2018,241.0,94.0,0.4106,0.39,6.0,4.0,35.0,28.0,0.0698,0.6667,6.0,176.0,0.3101,230.0,93.0,0.4668,587,nba_shotzone_only,low
203484,2018,267.0,114.0,0.3486,0.427,43.0,11.0,45.0,27.0,0.1149,0.2558,64.0,141.0,0.2676,205.0,90.0,0.5248,766,nba_shotzone_only,low
