Player,Team,Opponent,Date,Closest Defender Distance,Shot Clock,Touch Time,Dribbles,FGA,eFG%,o10 eFG%,u10ft FG2M,u10ft FG2A,u10ft FG2%,u10ft FG2 Freq,o10ft FG2M,o10ft FG2A,o10ft FG2%,o10ft FG2 Freq,FG3M,FG3A,FG3%,FG3 Freq
Deni Avdija,POR,IND,3/8/2026,2-4 Feet - Tight,15-7 Average,Touch 2-6 Seconds,3-6 Dribbles,4,0.5,,2,4,0.5,0.25,0,0,,0,0,0,,0
Deni Avdija,POR,LAL,11/3/2025,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,0.375,0.375,0,0,,0,0,0,,0,1,4,0.25,0.2353
Deni Avdija,POR,GSW,11/21/2025,4-6 Feet - Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,0.625,0.5,1,1,1,0.0714,0,0,,0,1,3,0.3333,0.2143
Deni Avdija,POR,OKC,11/23/2025,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,0.375,0.375,0,0,,0,0,0,,0,1,4,0.25,0.25
Deni Avdija,POR,UTA,1/5/2026,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,1,1,1,1,1,0.0526,0,0,,0,2,3,0.6667,0.1579
Deni Avdija,POR,NOP,1/2/2026,2-4 Feet - Tight,15-7 Average,Touch 6+ Seconds,7+ Dribbles,3,0.6667,1,1,2,0.5,0.1053,1,1,1,0.0526,0,0,,0
Deni Avdija,POR,OKC,12/31/2025,4-6 Feet - Open,15-7 Average,Touch 2-6 Seconds,3-6 Dribbles,3,0.6667,0.5,1,1,1,0.0714,1,2,0.5,0.1429,0,0,,0
Deni Avdija,POR,BOS,12/28/2025,4-6 Feet - Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,3,0.5,0.5,0,0,,0,0,0,,0,1,3,0.3333,0.1875
Deni Avdija,POR,ORL,12/23/2025,2-4 Feet - Tight,15-7 Average,Touch 6+ Seconds,7+ Dribbles,3,0,,0,3,0,0.12,0,0,,0,0,0,,0
Deni Avdija,POR,ORL,12/23/2025,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,3,0.5,0.5,0,0,,0,0,0,,0,1,3,0.3333,0.12
Deni Avdija,POR,LAC,10/26/2025,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,3,1,1,0,0,,0,0,0,,0,2,3,0.6667,0.1875
Deni Avdija,POR,DET,12/5/2025,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,3,1.3333,1.5,1,1,1,0.0625,0,0,,0,2,2,1,0.125
Deni Avdija,POR,SAS,11/26/2025,2-4 Feet - Tight,15-7 Average,Touch 6+ Seconds,7+ Dribbles,3,1,,3,3,1,0.1579,0,0,,0,0,0,,0
Dennis Schroder,SAC,OKC,11/19/2025,2-4 Feet - Tight,18-15 Early,Touch 6+ Seconds,7+ Dribbles,4,0.5,0.5,1,2,0.5,0.0952,1,2,0.5,0.0952,0,0,,0
Dennis Schroder,SAC,UTA,10/24/2025,2-4 Feet - Tight,15-7 Average,Touch 6+ Seconds,7+ Dribbles,3,1,,3,3,1,0.1875,0,0,,0,0,0,,0
Dennis Schröder,SAC,OKC,11/19/2025,2-4 Feet - Tight,18-15 Early,Touch 6+ Seconds,7+ Dribbles,4,0.5,0.5,1,2,0.5,0.0952,1,2,0.5,0.0952,0,0,,0
Dennis Schröder,SAC,UTA,10/24/2025,2-4 Feet - Tight,15-7 Average,Touch 6+ Seconds,7+ Dribbles,3,1,,3,3,1,0.1875,0,0,,0,0,0,,0
Derik Queen,NOP,SAS,12/8/2025,2-4 Feet - Tight,15-7 Average,Touch 2-6 Seconds,3-6 Dribbles,3,1,,3,3,1,0.2,0,0,,0,0,0,,0
Derrick Jones Jr.,LAC,SAS,3/16/2026,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,0.375,0.375,0,0,,0,0,0,,0,1,4,0.25,0.3077
Derrick Jones Jr.,LAC,ORL,2/22/2026,4-6 Feet - Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,0,0,0,1,0,0.0833,0,0,,0,0,3,0,0.25
Derrick Jones Jr.,LAC,HOU,2/10/2026,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,0.75,0.75,0,0,,0,0,0,,0,2,4,0.5,0.5714
Derrick White,BOS,UTA,12/30/2025,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,5,0.6,0.6,0,0,,0,0,0,,0,2,5,0.4,0.3125
Derrick White,BOS,TOR,12/7/2025,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,0.375,0.375,0,0,,0,0,0,,0,1,4,0.25,0.1905
Derrick White,BOS,LAC,1/3/2026,4-6 Feet - Open,15-7 Average,Touch 2-6 Seconds,3-6 Dribbles,4,0.375,0.375,0,0,,0,0,3,0,0.15,1,1,1,0.05
Derrick White,BOS,ATL,3/27/2026,2-4 Feet - Tight,15-7 Average,Touch 2-6 Seconds,3-6 Dribbles,4,0.25,0,1,1,1,0.0769,0,3,0,0.2308,0,0,,0
Derrick White,BOS,CHI,1/24/2026,4-6 Feet - Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,0.375,0.375,0,0,,0,0,0,,0,1,4,0.25,0.2222
Derrick White,BOS,BKN,11/18/2025,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,1.125,1.125,0,0,,0,0,0,,0,3,4,0.75,0.2667
Derrick White,BOS,LAC,1/3/2026,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,0.375,0.375,0,0,,0,0,0,,0,1,4,0.25,0.2
Derrick White,BOS,POR,12/28/2025,4-6 Feet - Open,18-15 Early,Touch 6+ Seconds,7+ Dribbles,3,0,0,0,0,,0,0,1,0,0.0625,0,2,0,0.125
Derrick White,BOS,DET,10/26/2025,2-4 Feet - Tight,15-7 Average,Touch < 2 Seconds,0 Dribbles,3,0.3333,0,1,2,0.5,0.1111,0,0,,0,0,1,0,0.0556
Derrick White,BOS,DET,10/26/2025,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,3,1,1,0,0,,0,0,0,,0,2,3,0.6667,0.1667
Derrick White,BOS,TOR,12/20/2025,4-6 Feet - Open,15-7 Average,Touch 2-6 Seconds,3-6 Dribbles,3,0.5,0.75,0,1,0,0.05,0,1,0,0.05,1,1,1,0.05
Derrick White,BOS,PHI,10/22/2025,4-6 Feet - Open,15-7 Average,Touch 2-6 Seconds,2 Dribbles,3,1,1,0,0,,0,0,0,,0,2,3,0.6667,0.15
Derrick White,BOS,NYK,12/2/2025,4-6 Feet - Open,4-0 Very Late,Touch < 2 Seconds,0 Dribbles,3,0.5,0.5,0,0,,0,0,0,,0,1,3,0.3333,0.1875
Desmond Bane,ORL,ATL,4/1/2026,2-4 Feet - Tight,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,0.25,0,1,3,0.3333,0.2308,0,0,,0,0,1,0,0.0769
Desmond Bane,ORL,DEN,12/27/2025,2-4 Feet - Tight,15-7 Average,Touch 6+ Seconds,7+ Dribbles,3,0.6667,,2,3,0.6667,0.2308,0,0,,0,0,0,,0
Desmond Bane,ORL,GSW,12/22/2025,2-4 Feet - Tight,15-7 Average,Touch 2-6 Seconds,2 Dribbles,3,0.6667,,2,3,0.6667,0.1875,0,0,,0,0,0,,0
Desmond Bane,ORL,UTA,12/20/2025,2-4 Feet - Tight,15-7 Average,Touch 2-6 Seconds,2 Dribbles,3,0.6667,,2,3,0.6667,0.1429,0,0,,0,0,0,,0
Desmond Bane,ORL,MIA,12/5/2025,4-6 Feet - Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,3,0.5,0.5,0,0,,0,0,0,,0,1,3,0.3333,0.1875
Devin Booker,PHX,MEM,10/29/2025,2-4 Feet - Tight,15-7 Average,Touch 2-6 Seconds,3-6 Dribbles,5,0.9,0.9,0,0,,0,3,4,0.75,0.1538,1,1,1,0.0385
Devin Booker,PHX,ATL,11/16/2025,2-4 Feet - Tight,15-7 Average,Touch 6+ Seconds,7+ Dribbles,5,0.6,,3,5,0.6,0.2174,0,0,,0,0,0,,0
Devin Booker,PHX,ORL,3/31/2026,2-4 Feet - Tight,15-7 Average,Touch 6+ Seconds,7+ Dribbles,4,0.25,0,1,1,1,0.0625,0,2,0,0.125,0,1,0,0.0625
Devin Booker,PHX,SAS,3/19/2026,4-6 Feet - Open,15-7 Average,Touch 2-6 Seconds,3-6 Dribbles,4,0.75,0.75,0,0,,0,3,4,0.75,0.1905,0,0,,0
Devin Booker,PHX,MIN,11/21/2025,4-6 Feet - Open,15-7 Average,Touch 2-6 Seconds,3-6 Dribbles,4,0.25,0.25,0,0,,0,1,4,0.25,0.2222,0,0,,0
Devin Booker,PHX,CHI,4/5/2026,2-4 Feet - Tight,15-7 Average,Touch 2-6 Seconds,3-6 Dribbles,4,0.5,0.5,1,2,0.5,0.0909,1,2,0.5,0.0909,0,0,,0
Devin Booker,PHX,NYK,1/9/2026,4-6 Feet - Open,15-7 Average,Touch 2-6 Seconds,3-6 Dribbles,4,0.5,0.3333,1,1,1,0.0435,1,3,0.3333,0.1304,0,0,,0
Devin Booker,PHX,CLE,12/31/2025,2-4 Feet - Tight,15-7 Average,Touch 2-6 Seconds,3-6 Dribbles,3,1,1,0,0,,0,3,3,1,0.12,0,0,,0
Devin Booker,PHX,CLE,12/31/2025,4-6 Feet - Open,15-7 Average,Touch 6+ Seconds,7+ Dribbles,3,0,0,0,1,0,0.04,0,2,0,0.08,0,0,,0
Devin Booker,PHX,LAL,12/23/2025,4-6 Feet - Open,15-7 Average,Touch 6+ Seconds,7+ Dribbles,3,0,0,0,0,,0,0,3,0,0.2143,0,0,,0
Devin Booker,PHX,DEN,10/25/2025,2-4 Feet - Tight,22-18 Very Early,Touch 2-6 Seconds,3-6 Dribbles,3,0.6667,0.5,1,1,1,0.0625,1,1,1,0.0625,0,1,0,0.0625
Devin Booker,PHX,GSW,12/20/2025,2-4 Feet - Tight,15-7 Average,Touch 6+ Seconds,7+ Dribbles,3,0.3333,0.5,0,1,0,0.037,1,2,0.5,0.0741,0,0,,0
Devin Booker,PHX,GSW,12/20/2025,4-6 Feet - Open,15-7 Average,Touch 2-6 Seconds,3-6 Dribbles,3,1,1,2,2,1,0.0741,1,1,1,0.037,0,0,,0
Devin Booker,PHX,SAC,1/2/2026,4-6 Feet - Open,15-7 Average,Touch 2-6 Seconds,3-6 Dribbles,3,0.6667,0.6667,0,0,,0,2,2,1,0.0952,0,1,0,0.0476
Devin Carter,SAC,DAL,2/26/2026,2-4 Feet - Tight,24-22,Touch < 2 Seconds,0 Dribbles,4,0.75,,3,4,0.75,0.3077,0,0,,0,0,0,,0
Devin Carter,SAC,ORL,3/26/2026,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,0.375,0.375,0,0,,0,0,0,,0,1,4,0.25,0.3333
Devin Vassell,SAS,BKN,10/26/2025,4-6 Feet - Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,0.75,0.75,0,0,,0,0,0,,0,2,4,0.5,0.3333
Devin Vassell,SAS,PHX,11/23/2025,4-6 Feet - Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,0.75,0.75,0,0,,0,0,0,,0,2,4,0.5,0.3077
Devin Vassell,SAS,LAC,3/16/2026,4-6 Feet - Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,1.125,1.125,0,0,,0,0,1,0,0.0909,3,3,1,0.2727
Devin Vassell,SAS,CLE,12/5/2025,4-6 Feet - Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,0.75,0.75,0,0,,0,0,0,,0,2,4,0.5,0.25
Devin Vassell,SAS,UTA,12/27/2025,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,3,0.5,0.5,0,0,,0,0,0,,0,1,3,0.3333,0.25
Devin Vassell,SAS,NOP,10/24/2025,4-6 Feet - Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,3,0.5,0.5,0,0,,0,0,0,,0,1,3,0.3333,0.1579
Devin Vassell,SAS,OKC,12/23/2025,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,3,0.5,0.5,0,0,,0,0,1,0,0.0714,1,2,0.5,0.1429
Devin Vassell,SAS,NOP,10/24/2025,4-6 Feet - Open,18-15 Early,Touch < 2 Seconds,0 Dribbles,3,0.5,0.5,0,0,,0,0,0,,0,1,3,0.3333,0.1579
Devin Vassell,SAS,WAS,12/18/2025,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,3,1,1,0,0,,0,0,0,,0,2,3,0.6667,0.25
Devin Vassell,SAS,DEN,11/28/2025,4-6 Feet - Open,22-18 Very Early,Touch < 2 Seconds,0 Dribbles,3,1.5,1.5,0,0,,0,0,0,,0,3,3,1,0.1765
Devin Vassell,SAS,MIN,11/30/2025,4-6 Feet - Open,15-7 Average,Touch 2-6 Seconds,3-6 Dribbles,3,0,0,0,0,,0,0,1,0,0.05,0,2,0,0.1
Dillon Brooks,PHX,MEM,1/7/2026,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,6,0.5,0.5,0,0,,0,0,0,,0,2,6,0.3333,0.2727
Dillon Brooks,PHX,DAL,2/10/2026,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,5,0.5,0.5,0,0,,0,1,1,1,0.0385,1,4,0.25,0.1538
Dillon Brooks,PHX,MIA,1/25/2026,4-6 Feet - Open,15-7 Average,Touch 2-6 Seconds,3-6 Dribbles,5,0.5,0.625,0,1,0,0.0435,1,3,0.3333,0.1304,1,1,1,0.0435
Dillon Brooks,PHX,HOU,12/5/2025,2-4 Feet - Tight,15-7 Average,Touch 2-6 Seconds,3-6 Dribbles,5,0.6,0.5,2,3,0.6667,0.125,1,2,0.5,0.0833,0,0,,0
Dillon Brooks,PHX,SAC,10/22/2025,4-6 Feet - Open,15-7 Average,Touch 2-6 Seconds,2 Dribbles,4,0.25,0,1,1,1,0.0417,0,3,0,0.125,0,0,,0
Dillon Brooks,PHX,DEN,10/25/2025,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,0.375,0.375,0,0,,0,0,0,,0,1,4,0.25,0.2222
Dillon Brooks,PHX,WAS,12/29/2025,2-4 Feet - Tight,15-7 Average,Touch 2-6 Seconds,3-6 Dribbles,4,0.25,0,1,2,0.5,0.1,0,2,0,0.1,0,0,,0
Dillon Brooks,PHX,NOP,12/27/2025,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,0,0,0,0,,0,0,0,,0,0,4,0,0.2222
Dillon Brooks,PHX,ATL,11/16/2025,2-4 Feet - Tight,15-7 Average,Touch 2-6 Seconds,3-6 Dribbles,4,0.75,0.6667,1,1,1,0.04,2,3,0.6667,0.12,0,0,,0
Dillon Brooks,PHX,LAL,12/1/2025,4-6 Feet - Open,15-7 Average,Touch 2-6 Seconds,3-6 Dribbles,4,1.125,1.125,0,0,,0,3,3,1,0.1154,1,1,1,0.0385
Dillon Brooks,PHX,DAL,11/12/2025,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,0.75,0.75,0,0,,0,0,0,,0,2,4,0.5,0.2857
Dillon Brooks,PHX,CHA,4/2/2026,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,0.75,0.75,0,0,,0,0,0,,0,2,4,0.5,0.3333
Dillon Brooks,PHX,LAC,10/24/2025,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,1.125,1.125,0,0,,0,0,0,,0,3,4,0.75,0.2353
Dillon Brooks,PHX,OKC,2/11/2026,4-6 Feet - Open,15-7 Average,Touch 2-6 Seconds,3-6 Dribbles,4,0.5,0.5,0,0,,0,2,3,0.6667,0.1579,0,1,0,0.0526
Dillon Brooks,PHX,DET,1/15/2026,4-6 Feet - Open,15-7 Average,Touch 2-6 Seconds,3-6 Dribbles,4,0,0,0,1,0,0.0625,0,1,0,0.0625,0,2,0,0.125
Dillon Brooks,PHX,CLE,12/31/2025,2-4 Feet - Tight,15-7 Average,Touch 2-6 Seconds,3-6 Dribbles,3,0.6667,,2,3,0.6667,0.2,0,0,,0,0,0,,0
Dillon Brooks,PHX,NOP,12/26/2025,6+ Feet - Wide Open,7-4 Late,Touch < 2 Seconds,0 Dribbles,3,0,0,0,0,,0,0,0,,0,0,3,0,0.25
Dillon Brooks,PHX,SAC,10/22/2025,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,3,0,0,0,0,,0,0,0,,0,0,3,0,0.125
Dillon Brooks,PHX,GSW,12/18/2025,2-4 Feet - Tight,15-7 Average,Touch 2-6 Seconds,3-6 Dribbles,3,0.3333,0.3333,0,0,,0,1,3,0.3333,0.1304,0,0,,0
Dillon Brooks,PHX,HOU,12/5/2025,2-4 Feet - Tight,15-7 Average,Touch 6+ Seconds,7+ Dribbles,3,0,,0,3,0,0.125,0,0,,0,0,0,,0
Domantas Sabonis,SAC,MEM,2/4/2026,2-4 Feet - Tight,24-22,Touch < 2 Seconds,0 Dribbles,4,0.25,,1,4,0.25,0.2222,0,0,,0,0,0,,0
Dominick Barlow,PHI,ORL,1/9/2026,2-4 Feet - Tight,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,0.5,,2,4,0.5,0.4444,0,0,,0,0,0,,0
Dominick Barlow,PHI,DEN,1/5/2026,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,0.375,0.375,0,0,,0,0,0,,0,1,4,0.25,0.6667
Dominick Barlow,PHI,MEM,12/30/2025,2-4 Feet - Tight,15-7 Average,Touch < 2 Seconds,0 Dribbles,3,1,,3,3,1,0.3,0,0,,0,0,0,,0
Donovan Clingan,POR,DEN,4/6/2026,2-4 Feet - Tight,15-7 Average,Touch < 2 Seconds,0 Dribbles,6,0.3333,,2,6,0.3333,0.4615,0,0,,0,0,0,,0
Donovan Clingan,POR,MEM,2/7/2026,2-4 Feet - Tight,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,0.75,,3,4,0.75,0.2667,0,0,,0,0,0,,0
Donovan Clingan,POR,DAL,3/27/2026,2-4 Feet - Tight,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,0.5,,2,4,0.5,0.4444,0,0,,0,0,0,,0
Donovan Clingan,POR,DEN,3/22/2026,6+ Feet - Wide Open,18-15 Early,Touch < 2 Seconds,0 Dribbles,4,1.125,1.125,0,0,,0,0,0,,0,3,4,0.75,0.3077
Donovan Clingan,POR,DAL,11/16/2025,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,0.375,0.375,0,0,,0,0,0,,0,1,4,0.25,0.3636
Donovan Clingan,POR,IND,3/18/2026,2-4 Feet - Tight,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,0.5,,2,4,0.5,0.2105,0,0,,0,0,0,,0
Donovan Clingan,POR,WAS,1/27/2026,2-4 Feet - Tight,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,0.25,,1,4,0.25,0.2353,0,0,,0,0,0,,0
Donovan Clingan,POR,DET,12/22/2025,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,3,1.3333,1.3333,0,0,,0,1,1,1,0.125,2,2,1,0.25
Donovan Clingan,POR,DAL,12/29/2025,4-6 Feet - Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,3,1,,3,3,1,0.3,0,0,,0,0,0,,0
Donovan Mitchell,CLE,DET,10/27/2025,2-4 Feet - Tight,22-18 Very Early,Touch 2-6 Seconds,3-6 Dribbles,5,1,1,4,4,1,0.2222,1,1,1,0.0556,0,0,,0
Donovan Mitchell,CLE,CHI,12/17/2025,2-4 Feet - Tight,22-18 Very Early,Touch 2-6 Seconds,3-6 Dribbles,5,0.6,1,2,4,0.5,0.1739,1,1,1,0.0435,0,0,,0
Donovan Mitchell,CLE,TOR,11/13/2025,2-4 Feet - Tight,18-15 Early,Touch 6+ Seconds,7+ Dribbles,5,0.6,0,3,3,1,0.1667,0,1,0,0.0556,0,1,0,0.0556
Donovan Mitchell,CLE,NOP,12/23/2025,2-4 Feet - Tight,18-15 Early,Touch 2-6 Seconds,3-6 Dribbles,4,1,,4,4,1,0.25,0,0,,0,0,0,,0
Donovan Mitchell,CLE,ORL,1/24/2026,2-4 Feet - Tight,15-7 Average,Touch 2-6 Seconds,3-6 Dribbles,4,0.5,0.5,1,2,0.5,0.0667,1,2,0.5,0.0667,0,0,,0
Donovan Mitchell,CLE,ORL,1/26/2026,2-4 Feet - Tight,18-15 Early,Touch 6+ Seconds,7+ Dribbles,4,1,1,3,3,1,0.12,1,1,1,0.04,0,0,,0
Donovan Mitchell,CLE,CHA,12/14/2025,4-6 Feet - Open,15-7 Average,Touch 2-6 Seconds,3-6 Dribbles,4,0.625,0.625,0,0,,0,1,2,0.5,0.0833,1,2,0.5,0.0833
Donovan Mitchell,CLE,POR,12/3/2025,4-6 Feet - Open,15-7 Average,Touch 6+ Seconds,7+ Dribbles,4,0.75,0.75,0,0,,0,0,0,,0,2,4,0.5,0.1538
Donovan Mitchell,CLE,IND,4/5/2026,2-4 Feet - Tight,22-18 Very Early,Touch 2-6 Seconds,3-6 Dribbles,4,0.75,,3,4,0.75,0.1481,0,0,,0,0,0,,0
Donovan Mitchell,CLE,MIN,1/10/2026,2-4 Feet - Tight,22-18 Very Early,Touch 2-6 Seconds,3-6 Dribbles,4,0.625,0.75,1,2,0.5,0.0952,0,1,0,0.0476,1,1,1,0.0476
Donovan Mitchell,CLE,PHI,1/14/2026,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,0.75,0.75,0,0,,0,0,0,,0,2,4,0.5,0.1818
Donovan Mitchell,CLE,GSW,12/6/2025,2-4 Feet - Tight,18-15 Early,Touch 6+ Seconds,7+ Dribbles,3,0.6667,1,1,2,0.5,0.0769,1,1,1,0.0385,0,0,,0
Donovan Mitchell,CLE,GSW,12/6/2025,4-6 Feet - Open,15-7 Average,Touch 2-6 Seconds,3-6 Dribbles,3,1,1.5,0,1,0,0.0385,0,0,,0,2,2,1,0.0769
Donovan Mitchell,CLE,SAS,12/5/2025,2-4 Feet - Tight,18-15 Early,Touch 6+ Seconds,7+ Dribbles,3,0.6667,,2,3,0.6667,0.1765,0,0,,0,0,0,,0
Donovan Mitchell,CLE,POR,12/3/2025,2-4 Feet - Tight,18-15 Early,Touch 6+ Seconds,7+ Dribbles,3,1,1,2,2,1,0.0769,1,1,1,0.0385,0,0,,0
Donovan Mitchell,CLE,POR,12/3/2025,2-4 Feet - Tight,22-18 Very Early,Touch 2-6 Seconds,3-6 Dribbles,3,0.6667,0,2,2,1,0.0769,0,1,0,0.0385,0,0,,0
Donovan Mitchell,CLE,POR,12/3/2025,2-4 Feet - Tight,15-7 Average,Touch 6+ Seconds,7+ Dribbles,3,0.3333,1,0,2,0,0.0769,1,1,1,0.0385,0,0,,0
Donovan Mitchell,CLE,IND,12/1/2025,2-4 Feet - Tight,18-15 Early,Touch 6+ Seconds,7+ Dribbles,3,0.3333,0.5,0,1,0,0.037,1,1,1,0.037,0,1,0,0.037
Donovan Mitchell,CLE,ATL,11/28/2025,2-4 Feet - Tight,18-15 Early,Touch 6+ Seconds,7+ Dribbles,3,1.1667,1.5,2,2,1,0.0714,0,0,,0,1,1,1,0.0357
Donovan Mitchell,CLE,IND,12/1/2025,4-6 Feet - Open,15-7 Average,Touch 2-6 Seconds,3-6 Dribbles,3,0.3333,0.3333,0,0,,0,1,1,1,0.037,0,2,0,0.0741
Donovan Mitchell,CLE,ATL,11/28/2025,4-6 Feet - Open,15-7 Average,Touch 6+ Seconds,7+ Dribbles,3,0.3333,0.3333,0,0,,0,1,2,0.5,0.0714,0,1,0,0.0357
Donte DiVincenzo,MIN,NOP,12/4/2025,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,6,1,1,0,0,,0,0,0,,0,4,6,0.6667,0.6
Donte DiVincenzo,MIN,NOP,12/2/2025,6+ Feet - Wide Open,18-15 Early,Touch < 2 Seconds,0 Dribbles,6,0.75,0.75,0,0,,0,0,0,,0,3,6,0.5,0.375
Donte DiVincenzo,MIN,NOP,12/2/2025,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,5,0.3,0.3,0,0,,0,0,0,,0,1,5,0.2,0.3125
Donte DiVincenzo,MIN,BKN,11/3/2025,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,5,0.6,0.6,0,0,,0,0,0,,0,2,5,0.4,0.2941
Donte DiVincenzo,MIN,SAC,11/14/2025,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,5,0.9,0.9,0,0,,0,0,0,,0,3,5,0.6,0.4545
Donte DiVincenzo,MIN,OKC,12/19/2025,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,0,0,0,0,,0,0,0,,0,0,4,0,0.3333
Donte DiVincenzo,MIN,DEN,11/15/2025,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,0,0,0,0,,0,0,0,,0,0,4,0,0.3636
Donte DiVincenzo,MIN,DET,3/28/2026,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,0,0,0,0,,0,0,0,,0,0,4,0,0.2222
Donte DiVincenzo,MIN,NOP,2/6/2026,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,0.375,0.375,0,0,,0,0,0,,0,1,4,0.25,0.4
Donte DiVincenzo,MIN,BKN,11/3/2025,4-6 Feet - Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,0.75,0.75,0,0,,0,0,0,,0,2,4,0.5,0.2353
Donte DiVincenzo,MIN,GSW,1/25/2026,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,0.75,0.75,0,0,,0,0,0,,0,2,4,0.5,0.2105
Donte DiVincenzo,MIN,SAS,1/17/2026,4-6 Feet - Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,0.75,0.75,0,0,,0,0,0,,0,2,4,0.5,0.2857
Donte DiVincenzo,MIN,WAS,1/4/2026,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,0.375,0.375,0,0,,0,0,0,,0,1,4,0.25,0.4
Donte DiVincenzo,MIN,MIA,1/3/2026,4-6 Feet - Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,0.25,0,1,1,1,0.0769,0,0,,0,0,3,0,0.2308
Donte DiVincenzo,MIN,NYK,12/23/2025,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,3,0,0,0,0,,0,0,0,,0,0,3,0,0.3333
Donte DiVincenzo,MIN,DEN,12/25/2025,4-6 Feet - Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,3,0,0,0,0,,0,0,0,,0,0,3,0,0.2727
Donte DiVincenzo,MIN,MEM,12/17/2025,4-6 Feet - Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,3,0.5,0.5,0,0,,0,0,0,,0,1,3,0.3333,0.1875
Donte DiVincenzo,MIN,PHX,12/8/2025,4-6 Feet - Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,3,0,0,0,0,,0,0,0,,0,0,3,0,0.4286
