Player,Team,Opponent,Date,Closest Defender Distance,Shot Clock,Touch Time,Dribbles,FGA,eFG%,o10 eFG%,u10ft FG2M,u10ft FG2A,u10ft FG2%,u10ft FG2 Freq,o10ft FG2M,o10ft FG2A,o10ft FG2%,o10ft FG2 Freq,FG3M,FG3A,FG3%,FG3 Freq
A.J. Lawson,TOR,BKN,4/12/2026,4-6 Feet - Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,0.625,0.5,1,1,1,0.1667,0,0,,0,1,3,0.3333,0.5
Aaron Gordon,DEN,BKN,1/4/2026,2-4 Feet - Tight,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,0.75,0,3,3,1,0.2,0,1,0,0.0667,0,0,,0
Aaron Gordon,DEN,WAS,1/22/2026,4-6 Feet - Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,0.625,0.5,1,1,1,0.0833,0,0,,0,1,3,0.3333,0.25
Aaron Gordon,DEN,CHI,11/17/2025,2-4 Feet - Tight,18-15 Early,Touch < 2 Seconds,0 Dribbles,4,0.75,,3,4,0.75,0.2222,0,0,,0,0,0,,0
Aaron Gordon,DEN,POR,4/6/2026,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,1,1,0,0,,0,1,1,1,0.0714,2,3,0.6667,0.2143
Aaron Gordon,DEN,MIA,11/5/2025,2-4 Feet - Tight,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,1,,4,4,1,0.25,0,0,,0,0,0,,0
Aaron Holiday,HOU,UTA,12/1/2025,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,0.375,0.375,0,0,,0,0,0,,0,1,4,0.25,0.4
Aaron Holiday,HOU,NOP,3/29/2026,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,0.75,0.75,0,0,,0,0,0,,0,2,4,0.5,0.5
Aaron Holiday,HOU,PHX,11/24/2025,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,0.75,0.75,0,0,,0,0,0,,0,2,4,0.5,0.2353
Aaron Nesmith,IND,MIL,11/3/2025,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,0.25,0.25,0,0,,0,1,1,1,0.0625,0,3,0,0.1875
Aaron Nesmith,IND,DAL,10/29/2025,4-6 Feet - Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,0,0,0,0,,0,0,0,,0,0,4,0,0.25
Aaron Nesmith,IND,GSW,11/1/2025,6+ Feet - Wide Open,18-15 Early,Touch < 2 Seconds,0 Dribbles,4,0.375,0.375,0,0,,0,0,0,,0,1,4,0.25,0.2105
Aaron Nesmith,IND,UTA,11/11/2025,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,0.375,0.375,0,0,,0,0,0,,0,1,4,0.25,0.2857
Aaron Nesmith,IND,SAC,3/10/2026,4-6 Feet - Open,15-7 Average,Touch 2-6 Seconds,2 Dribbles,4,0.25,0.25,0,0,,0,1,2,0.5,0.0909,0,2,0,0.0909
Aaron Nesmith,IND,ATL,1/31/2026,4-6 Feet - Open,15-7 Average,Touch 2-6 Seconds,3-6 Dribbles,4,1,1,2,2,1,0.2,2,2,1,0.2,0,0,,0
Aaron Nesmith,IND,LAL,3/25/2026,6+ Feet - Wide Open,22-18 Very Early,Touch < 2 Seconds,0 Dribbles,4,0.75,0.75,0,0,,0,0,0,,0,2,4,0.5,0.3077
Aaron Nesmith,IND,CHA,1/8/2026,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,0.375,0.5,0,1,0,0.0833,0,0,,0,1,3,0.3333,0.25
Aaron Nesmith,IND,MIN,10/26/2025,6+ Feet - Wide Open,22-18 Very Early,Touch < 2 Seconds,0 Dribbles,3,1,1,0,0,,0,0,0,,0,2,3,0.6667,0.1765
Aaron Nesmith,IND,MIN,10/26/2025,4-6 Feet - Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,3,0.5,0.5,0,0,,0,0,0,,0,1,3,0.3333,0.1765
Aaron Wiggins,OKC,TOR,1/25/2026,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,5,0,0,0,0,,0,0,0,,0,0,5,0,0.5
Aaron Wiggins,OKC,GSW,1/2/2026,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,5,0.9,0.9,0,0,,0,0,0,,0,3,5,0.6,0.4545
Aaron Wiggins,OKC,NOP,11/2/2025,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,0.75,0.75,0,0,,0,0,0,,0,2,4,0.5,0.3636
Aaron Wiggins,OKC,IND,10/23/2025,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,0.75,0.75,0,0,,0,0,0,,0,2,4,0.5,0.2857
Ace Bailey,UTA,MIL,3/19/2026,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,5,0.6,0.6,0,0,,0,0,0,,0,2,5,0.4,0.1852
Ace Bailey,UTA,HOU,12/1/2025,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,5,0.3,0.3,0,0,,0,0,0,,0,1,5,0.2,0.4545
Ace Bailey,UTA,ATL,11/13/2025,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,1.375,1.375,0,0,,0,1,1,1,0.0769,3,3,1,0.2308
Ace Bailey,UTA,NYK,3/11/2026,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,0.75,0.75,0,0,,0,0,0,,0,2,4,0.5,0.25
Ace Bailey,UTA,LAC,1/27/2026,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,0.75,0.75,0,0,,0,0,0,,0,2,4,0.5,0.25
Ace Bailey,UTA,ORL,12/20/2025,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,3,0,0,0,0,,0,0,0,,0,0,3,0,0.2143
Ace Bailey,UTA,LAL,12/18/2025,4-6 Feet - Open,18-15 Early,Touch < 2 Seconds,0 Dribbles,3,0.5,0.5,0,0,,0,0,1,0,0.0769,1,2,0.5,0.1538
Adem Bona,PHI,MIL,1/27/2026,2-4 Feet - Tight,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,0.5,,2,4,0.5,0.6667,0,0,,0,0,0,,0
AJ Green,MIL,CHI,12/27/2025,4-6 Feet - Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,0.75,0.75,0,0,,0,0,0,,0,2,4,0.5,0.4444
AJ Green,MIL,BKN,4/10/2026,4-6 Feet - Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,1.125,1.125,0,0,,0,0,0,,0,3,4,0.75,0.2222
AJ Green,MIL,OKC,2/12/2026,2-4 Feet - Tight,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,1.125,1.125,0,0,,0,0,0,,0,3,4,0.75,0.2857
AJ Green,MIL,PHI,4/12/2026,4-6 Feet - Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,0,0,0,0,,0,0,0,,0,0,4,0,0.25
AJ Green,MIL,NYK,11/28/2025,2-4 Feet - Tight,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,0.375,0.375,0,0,,0,0,0,,0,1,4,0.25,0.3333
AJ Green,MIL,CHA,1/2/2026,4-6 Feet - Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,3,0.5,0.5,0,0,,0,0,0,,0,1,3,0.3333,0.2308
AJ Green,MIL,NYK,11/28/2025,4-6 Feet - Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,3,0.5,0.5,0,0,,0,0,0,,0,1,3,0.3333,0.25
AJ Johnson,DAL,CHI,4/12/2026,2-4 Feet - Tight,15-7 Average,Touch 6+ Seconds,7+ Dribbles,4,0.5,,2,4,0.5,0.3333,0,0,,0,0,0,,0
AJ Johnson,DAL,PHX,4/8/2026,2-4 Feet - Tight,15-7 Average,Touch 6+ Seconds,7+ Dribbles,4,0.25,,1,4,0.25,0.3636,0,0,,0,0,0,,0
Ajay Mitchell,OKC,LAC,12/18/2025,2-4 Feet - Tight,15-7 Average,Touch 2-6 Seconds,3-6 Dribbles,4,0.5,,2,4,0.5,0.2667,0,0,,0,0,0,,0
Ajay Mitchell,OKC,DET,3/30/2026,2-4 Feet - Tight,15-7 Average,Touch 2-6 Seconds,3-6 Dribbles,4,0.75,0,3,3,1,0.3,0,1,0,0.1,0,0,,0
Ajay Mitchell,OKC,POR,11/30/2025,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,3,0.5,0.5,0,0,,0,0,1,0,0.1111,1,2,0.5,0.2222
Ajay Mitchell,OKC,IND,10/23/2025,2-4 Feet - Tight,15-7 Average,Touch 6+ Seconds,7+ Dribbles,3,0.3333,0,1,2,0.5,0.1053,0,1,0,0.0526,0,0,,0
Al Horford,GSW,CHI,3/10/2026,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,5,0.3,0.3,0,0,,0,0,0,,0,1,5,0.2,0.2778
Al Horford,GSW,SAS,11/12/2025,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,0.75,0.75,0,0,,0,0,1,0,0.1429,2,3,0.6667,0.4286
Al Horford,GSW,LAL,2/7/2026,4-6 Feet - Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,0.25,0,1,1,1,0.1667,0,0,,0,0,3,0,0.5
Al Horford,GSW,MIL,1/7/2026,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,0.25,0.3333,0,1,0,0.1667,1,1,1,0.1667,0,2,0,0.3333
Al Horford,GSW,CHA,12/31/2025,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,3,0.5,0.5,0,0,,0,0,0,,0,1,3,0.3333,0.4286
Al Horford,GSW,PHI,12/4/2025,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,3,0,0,0,0,,0,0,0,,0,0,3,0,0.375
Al Horford,GSW,DAL,12/25/2025,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,3,1,1,0,0,,0,0,0,,0,2,3,0.6667,0.4286
Alex Caruso,OKC,SAS,12/25/2025,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,9,0.3333,0.3333,0,0,,0,0,0,,0,2,9,0.2222,0.6923
Alex Caruso,OKC,BOS,3/12/2026,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,5,0.3,0.3,0,0,,0,0,0,,0,1,5,0.2,0.4545
Alex Caruso,OKC,CLE,1/19/2026,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,0,0,0,0,,0,0,0,,0,0,4,0,0.8
Alex Caruso,OKC,MIN,12/19/2025,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,0.375,0.375,0,0,,0,0,0,,0,1,4,0.25,0.5714
Alex Caruso,OKC,BOS,3/25/2026,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,0.25,0.25,0,0,,0,1,1,1,0.0909,0,3,0,0.2727
Alex Sarr,WAS,PHX,1/11/2026,2-4 Feet - Tight,15-7 Average,Touch 2-6 Seconds,2 Dribbles,6,0.5,,3,6,0.5,0.4,0,0,,0,0,0,,0
Alex Sarr,WAS,DEN,1/17/2026,2-4 Feet - Tight,15-7 Average,Touch < 2 Seconds,0 Dribbles,5,1,,5,5,1,0.4167,0,0,,0,0,0,,0
Alex Sarr,WAS,PHI,10/28/2025,4-6 Feet - Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,5,1,1.5,2,3,0.6667,0.1304,0,0,,0,2,2,1,0.087
Alex Sarr,WAS,POR,1/27/2026,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,0.375,0.375,0,0,,0,0,0,,0,1,4,0.25,0.1379
Alex Sarr,WAS,POR,1/27/2026,6+ Feet - Wide Open,18-15 Early,Touch < 2 Seconds,0 Dribbles,4,0.375,0.375,0,0,,0,0,0,,0,1,4,0.25,0.1379
Alex Sarr,WAS,CHA,1/24/2026,2-4 Feet - Tight,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,0.75,1,2,3,0.6667,0.1579,1,1,1,0.0526,0,0,,0
Alex Sarr,WAS,LAC,1/19/2026,4-6 Feet - Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,0.875,0.8333,1,1,1,0.0526,1,1,1,0.0526,1,2,0.5,0.1053
Alex Sarr,WAS,OKC,10/30/2025,2-4 Feet - Tight,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,0.5,,2,4,0.5,0.3636,0,0,,0,0,0,,0
Alex Sarr,WAS,MEM,12/28/2025,2-4 Feet - Tight,15-7 Average,Touch < 2 Seconds,0 Dribbles,3,0.6667,,2,3,0.6667,0.15,0,0,,0,0,0,,0
Alex Sarr,WAS,MEM,12/28/2025,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,3,0.5,0.5,0,0,,0,0,0,,0,1,3,0.3333,0.15
Alex Sarr,WAS,MIL,10/22/2025,2-4 Feet - Tight,15-7 Average,Touch < 2 Seconds,1 Dribble,3,1,,3,3,1,0.3,0,0,,0,0,0,,0
Alex Sarr,WAS,IND,11/28/2025,2-4 Feet - Tight,18-15 Early,Touch 2-6 Seconds,2 Dribbles,3,0.6667,,2,3,0.6667,0.1579,0,0,,0,0,0,,0
Alperen Sengun,HOU,OKC,10/21/2025,4-6 Feet - Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,1.125,1.125,0,0,,0,0,0,,0,3,4,0.75,0.1667
Alperen Sengun,HOU,ORL,11/16/2025,2-4 Feet - Tight,4-0 Very Late,Touch 2-6 Seconds,3-6 Dribbles,4,0.25,0,1,1,1,0.0323,0,3,0,0.0968,0,0,,0
Alperen Sengun,HOU,WAS,3/2/2026,2-4 Feet - Tight,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,0.75,,3,4,0.75,0.2,0,0,,0,0,0,,0
Alperen Sengun,HOU,NOP,12/18/2025,2-4 Feet - Tight,15-7 Average,Touch 6+ Seconds,7+ Dribbles,3,0.6667,,2,3,0.6667,0.1154,0,0,,0,0,0,,0
Alperen Sengun,HOU,SAC,12/3/2025,2-4 Feet - Tight,7-4 Late,Touch 2-6 Seconds,3-6 Dribbles,3,1,1,2,2,1,0.1,1,1,1,0.05,0,0,,0
Alperen Sengun,HOU,GSW,11/26/2025,6+ Feet - Wide Open,18-15 Early,Touch < 2 Seconds,0 Dribbles,3,0,0,0,0,,0,0,1,0,0.0556,0,2,0,0.1111
Alperen Sengun,HOU,GSW,11/26/2025,2-4 Feet - Tight,15-7 Average,Touch 6+ Seconds,7+ Dribbles,3,0.3333,0,1,2,0.5,0.1111,0,1,0,0.0556,0,0,,0
Amen Thompson,HOU,SAC,12/3/2025,2-4 Feet - Tight,22-18 Very Early,Touch 2-6 Seconds,3-6 Dribbles,5,0.4,,2,5,0.4,0.3125,0,0,,0,0,0,,0
Amen Thompson,HOU,LAL,12/25/2025,2-4 Feet - Tight,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,0.75,,3,4,0.75,0.2105,0,0,,0,0,0,,0
Amen Thompson,HOU,NOP,12/18/2025,2-4 Feet - Tight,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,0.75,0,3,3,1,0.2143,0,1,0,0.0714,0,0,,0
Amen Thompson,HOU,MIN,4/10/2026,4-6 Feet - Open,15-7 Average,Touch 6+ Seconds,7+ Dribbles,4,0.75,0.5,2,2,1,0.0909,1,2,0.5,0.0909,0,0,,0
Amen Thompson,HOU,MEM,3/27/2026,2-4 Feet - Tight,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,1,,4,4,1,0.2667,0,0,,0,0,0,,0
Amen Thompson,HOU,MIA,3/21/2026,2-4 Feet - Tight,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,0.5,0,2,3,0.6667,0.1765,0,1,0,0.0588,0,0,,0
Amen Thompson,HOU,DEN,12/20/2025,2-4 Feet - Tight,4-0 Very Late,Touch < 2 Seconds,0 Dribbles,3,0.6667,,2,3,0.6667,0.2143,0,0,,0,0,0,,0
Andre Drummond,PHI,BKN,12/23/2025,2-4 Feet - Tight,24-22,Touch < 2 Seconds,0 Dribbles,5,0.6,,3,5,0.6,0.5,0,0,,0,0,0,,0
Andre Drummond,PHI,BKN,12/23/2025,2-4 Feet - Tight,15-7 Average,Touch < 2 Seconds,0 Dribbles,3,0,,0,3,0,0.3,0,0,,0,0,0,,0
Andre Drummond,PHI,CHA,10/25/2025,2-4 Feet - Tight,24-22,Touch < 2 Seconds,0 Dribbles,3,0.6667,,2,3,0.6667,0.5,0,0,,0,0,0,,0
Andrew Nembhard,IND,PHI,1/19/2026,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,1,1,0,0,,0,1,1,1,0.0667,2,3,0.6667,0.2
Andrew Nembhard,IND,OKC,1/23/2026,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,0.75,0.75,0,0,,0,0,0,,0,2,4,0.5,0.25
Andrew Nembhard,IND,ORL,1/4/2026,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,0.375,0.375,0,0,,0,0,0,,0,1,4,0.25,0.25
Andrew Nembhard,IND,MIL,12/23/2025,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,3,0,0,0,0,,0,0,0,,0,0,3,0,0.1875
Andrew Nembhard,IND,NOP,12/20/2025,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,3,0,0,0,0,,0,0,0,,0,0,3,0,0.2727
Andrew Nembhard,IND,NYK,12/18/2025,4-6 Feet - Open,15-7 Average,Touch 2-6 Seconds,3-6 Dribbles,3,1,1,0,0,,0,3,3,1,0.1579,0,0,,0
Andrew Nembhard,IND,SAC,12/8/2025,4-6 Feet - Open,15-7 Average,Touch 2-6 Seconds,3-6 Dribbles,3,0.3333,0.3333,0,0,,0,1,3,0.3333,0.1667,0,0,,0
Andrew Nembhard,IND,CHI,12/5/2025,4-6 Feet - Open,15-7 Average,Touch 6+ Seconds,7+ Dribbles,3,0.6667,0.5,1,1,1,0.0714,1,2,0.5,0.1429,0,0,,0
Andrew Wiggins,MIA,ATL,12/26/2025,2-4 Feet - Tight,15-7 Average,Touch 2-6 Seconds,3-6 Dribbles,5,0.6,,3,5,0.6,0.2941,0,0,,0,0,0,,0
Andrew Wiggins,MIA,CLE,11/12/2025,2-4 Feet - Tight,15-7 Average,Touch 2-6 Seconds,3-6 Dribbles,4,0.5,1,1,3,0.3333,0.2308,1,1,1,0.0769,0,0,,0
Andrew Wiggins,MIA,ATL,4/12/2026,2-4 Feet - Tight,15-7 Average,Touch 2-6 Seconds,3-6 Dribbles,4,0.25,,1,4,0.25,0.4444,0,0,,0,0,0,,0
Andrew Wiggins,MIA,ORL,12/5/2025,4-6 Feet - Open,18-15 Early,Touch < 2 Seconds,0 Dribbles,3,1,1,0,0,,0,0,0,,0,2,3,0.6667,0.3
Andrew Wiggins,MIA,LAC,12/1/2025,2-4 Feet - Tight,18-15 Early,Touch 6+ Seconds,7+ Dribbles,3,0.3333,0,1,2,0.5,0.1429,0,1,0,0.0714,0,0,,0
Anfernee Simons,BOS,NOP,10/27/2025,4-6 Feet - Open,15-7 Average,Touch 6+ Seconds,7+ Dribbles,4,0.625,0.8333,0,1,0,0.0588,1,1,1,0.0588,1,2,0.5,0.1176
Anfernee Simons,BOS,UTA,12/30/2025,4-6 Feet - Open,18-15 Early,Touch < 2 Seconds,0 Dribbles,3,1,1,0,0,,0,0,0,,0,2,3,0.6667,0.2
Anfernee Simons,BOS,UTA,12/30/2025,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,3,0.5,0.5,0,0,,0,0,0,,0,1,3,0.3333,0.2
Anfernee Simons,BOS,POR,12/28/2025,4-6 Feet - Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,3,0.5,0.5,0,0,,0,0,0,,0,1,3,0.3333,0.2727
Anfernee Simons,BOS,IND,12/26/2025,4-6 Feet - Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,3,0.5,0.5,0,0,,0,0,0,,0,1,3,0.3333,0.4286
Anthony Black,ORL,DEN,12/18/2025,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,0.75,0.75,0,0,,0,0,0,,0,2,4,0.5,0.2222
Anthony Black,ORL,DEN,12/27/2025,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,1.125,1.125,0,0,,0,0,0,,0,3,4,0.75,0.1667
Anthony Black,ORL,LAL,2/24/2026,2-4 Feet - Tight,22-18 Very Early,Touch 2-6 Seconds,3-6 Dribbles,4,0.25,0,1,3,0.3333,0.2308,0,1,0,0.0769,0,0,,0
Anthony Black,ORL,UTA,2/7/2026,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,0.25,0,1,1,1,0.0526,0,0,,0,0,3,0,0.1579
Anthony Black,ORL,DEN,12/27/2025,4-6 Feet - Open,15-7 Average,Touch 2-6 Seconds,3-6 Dribbles,3,0.3333,0.3333,0,0,,0,1,1,1,0.0417,0,2,0,0.0833
Anthony Black,ORL,CHA,12/26/2025,2-4 Feet - Tight,15-7 Average,Touch 6+ Seconds,7+ Dribbles,3,0.6667,1,1,2,0.5,0.1176,1,1,1,0.0588,0,0,,0
Anthony Davis,DAL,PHI,1/1/2026,4-6 Feet - Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,3,0.3333,0,1,1,1,0.0769,0,1,0,0.0769,0,1,0,0.0769
Anthony Davis,DAL,DEN,12/23/2025,4-6 Feet - Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,3,1,1,1,1,1,0.0526,2,2,1,0.1053,0,0,,0
Anthony Davis,DAL,NOP,12/22/2025,2-4 Feet - Tight,24-22,Touch < 2 Seconds,0 Dribbles,3,0.6667,,2,3,0.6667,0.1071,0,0,,0,0,0,,0
Anthony Davis,DAL,NOP,12/22/2025,2-4 Feet - Tight,15-7 Average,Touch < 2 Seconds,0 Dribbles,3,0.3333,,1,3,0.3333,0.1071,0,0,,0,0,0,,0
Anthony Davis,DAL,DET,12/18/2025,2-4 Feet - Tight,15-7 Average,Touch 2-6 Seconds,2 Dribbles,3,0,0,0,1,0,0.0556,0,2,0,0.1111,0,0,,0
Anthony Davis,DAL,DEN,12/1/2025,4-6 Feet - Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,3,0.8333,0.8333,0,0,,0,1,2,0.5,0.087,1,1,1,0.0435
Anthony Edwards,MIN,UTA,11/10/2025,4-6 Feet - Open,15-7 Average,Touch 6+ Seconds,7+ Dribbles,6,0.25,0.3,0,1,0,0.04,0,3,0,0.12,1,2,0.5,0.08
Anthony Edwards,MIN,CLE,1/10/2026,4-6 Feet - Open,15-7 Average,Touch 6+ Seconds,7+ Dribbles,5,0.5,0.375,1,1,1,0.0417,0,1,0,0.0417,1,3,0.3333,0.125
Anthony Edwards,MIN,NOP,2/6/2026,4-6 Feet - Open,15-7 Average,Touch 6+ Seconds,7+ Dribbles,5,0.6,0.6,0,0,,0,0,2,0,0.0909,2,3,0.6667,0.1364
Anthony Edwards,MIN,SAC,11/24/2025,2-4 Feet - Tight,15-7 Average,Touch 6+ Seconds,7+ Dribbles,5,0.4,0,2,4,0.5,0.1379,0,0,,0,0,1,0,0.0345
Anthony Edwards,MIN,LAC,2/26/2026,4-6 Feet - Open,15-7 Average,Touch 6+ Seconds,7+ Dribbles,5,0.4,0.25,1,1,1,0.0417,1,3,0.3333,0.125,0,1,0,0.0417
Anthony Edwards,MIN,MEM,3/3/2026,4-6 Feet - Open,15-7 Average,Touch 6+ Seconds,7+ Dribbles,5,0.6,0.6,0,0,,0,0,2,0,0.069,2,3,0.6667,0.1034
Anthony Edwards,MIN,PHX,11/21/2025,2-4 Feet - Tight,15-7 Average,Touch 6+ Seconds,7+ Dribbles,5,0.6,,3,5,0.6,0.2083,0,0,,0,0,0,,0
Anthony Edwards,MIN,PHX,12/8/2025,4-6 Feet - Open,15-7 Average,Touch 6+ Seconds,7+ Dribbles,4,0.75,0.75,0,0,,0,3,3,1,0.1429,0,1,0,0.0476
Anthony Edwards,MIN,BKN,12/27/2025,4-6 Feet - Open,15-7 Average,Touch 2-6 Seconds,3-6 Dribbles,4,0,0,0,2,0,0.0909,0,0,,0,0,2,0,0.0909
Anthony Edwards,MIN,OKC,12/19/2025,2-4 Feet - Tight,15-7 Average,Touch 6+ Seconds,7+ Dribbles,4,0,0,0,1,0,0.05,0,2,0,0.1,0,1,0,0.05
Anthony Edwards,MIN,PHI,2/22/2026,2-4 Feet - Tight,18-15 Early,Touch 6+ Seconds,7+ Dribbles,4,1,1,3,3,1,0.1579,1,1,1,0.0526,0,0,,0
Anthony Edwards,MIN,CHI,1/22/2026,2-4 Feet - Tight,15-7 Average,Touch 6+ Seconds,7+ Dribbles,4,0,0,0,2,0,0.08,0,1,0,0.04,0,1,0,0.04
Anthony Edwards,MIN,NOP,2/6/2026,2-4 Feet - Tight,15-7 Average,Touch 6+ Seconds,7+ Dribbles,4,0.875,0.8333,1,1,1,0.0455,1,2,0.5,0.0909,1,1,1,0.0455
Anthony Edwards,MIN,TOR,2/4/2026,4-6 Feet - Open,15-7 Average,Touch 6+ Seconds,7+ Dribbles,4,0.75,0.75,0,0,,0,3,3,1,0.1304,0,1,0,0.0435
Anthony Edwards,MIN,MEM,2/2/2026,2-4 Feet - Tight,15-7 Average,Touch 2-6 Seconds,3-6 Dribbles,4,0.25,0,1,3,0.3333,0.1111,0,0,,0,0,1,0,0.037
Anthony Edwards,MIN,POR,2/24/2026,4-6 Feet - Open,15-7 Average,Touch 2-6 Seconds,3-6 Dribbles,4,0.625,0.625,0,0,,0,1,2,0.5,0.0741,1,2,0.5,0.0741
Anthony Edwards,MIN,LAC,2/26/2026,2-4 Feet - Tight,15-7 Average,Touch 6+ Seconds,7+ Dribbles,4,0.625,1.5,1,3,0.3333,0.125,0,0,,0,1,1,1,0.0417
Anthony Edwards,MIN,POR,2/24/2026,4-6 Feet - Open,15-7 Average,Touch 6+ Seconds,7+ Dribbles,4,0.25,0.25,0,0,,0,1,2,0.5,0.0741,0,2,0,0.0741
Anthony Edwards,MIN,BKN,12/27/2025,2-4 Feet - Tight,15-7 Average,Touch 6+ Seconds,7+ Dribbles,3,1,,3,3,1,0.1364,0,0,,0,0,0,,0
Anthony Edwards,MIN,NYK,12/23/2025,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,3,1.5,1.5,0,0,,0,0,0,,0,3,3,1,0.1111
Anthony Edwards,MIN,MIL,12/21/2025,2-4 Feet - Tight,15-7 Average,Touch 6+ Seconds,7+ Dribbles,3,0.3333,0,1,2,0.5,0.0833,0,1,0,0.0417,0,0,,0
Anthony Edwards,MIN,PHX,12/8/2025,4-6 Feet - Open,15-7 Average,Touch < 2 Seconds,1 Dribble,3,0.5,0.5,0,0,,0,0,0,,0,1,3,0.3333,0.1429
Anthony Edwards,MIN,NOP,12/2/2025,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,3,1,1,0,0,,0,0,0,,0,2,3,0.6667,0.1
