season_year,name,name_slug,rpv,miv,dpc,data_source,possessions,touches,paint_touches,paint_touches_per_poss,touches_per_poss,points_per_paint_touch,drives,drives_per_poss,points_per_drive,fga_per_drive,post_touches,post_touches_per_poss,points_per_post_touch,elbow_touches,elbow_touches_per_poss,points_per_elbow_touch,steals,blocks,dreb,def_rim_fgm,def_rim_fga,def_rim_fg%,def_rim_fga_per_poss
2018,Nicolas Batum,nicolas-batum,-0.26,0.314,,nba_tracking,4056.0,3450.0,86.0,0.0212,0.8506,0.8372,160.0,0.0394,0.5625,0.425,113.0,0.0279,0.4159,56.0,0.0138,0.6607,65.0,23.0,249.0,77.0,121.0,0.6364,0.0298
2018,Nicolas Brussino,nicolas-brussino,-2.773,-1.397,,nba_tracking,20.0,8.0,1.0,0.05,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
2018,Nigel Hayes,nigel-hayes,1.164,1.305,,nba_tracking,224.0,192.0,3.0,0.0134,0.8571,0.0,4.0,0.0179,0.0,0.25,7.0,0.0312,0.5714,13.0,0.058,0.1538,2.0,3.0,18.0,7.0,12.0,0.5833,0.0515
2018,Nigel Hayes-Davis,nigel-hayes-davis,1.164,1.305,,nba_tracking,224.0,192.0,3.0,0.0134,0.8571,0.0,4.0,0.0179,0.0,0.25,7.0,0.0312,0.5714,13.0,0.058,0.1538,2.0,3.0,18.0,7.0,12.0,0.5833,0.0515
2018,Nik Stauskas,nik-stauskas,-2.058,1.44,,nba_tracking,1056.0,784.0,6.0,0.0057,0.7424,0.3333,108.0,0.1023,0.3148,0.2778,0.0,0.0,0.0,3.0,0.0028,0.0,9.0,4.0,60.0,34.0,49.0,0.6939,0.0462
2018,Nikola JokiÄ‡,nikola-joki,2.567,-1.755,,nba_tracking,4872.0,6465.0,471.0,0.0967,1.327,0.8025,202.0,0.0415,0.5743,0.4059,563.0,0.1156,0.4547,318.0,0.0653,0.3176,90.0,61.0,608.0,342.0,504.0,0.6786,0.1047
2018,Nikola Mirotic,nikola-mirotic,1.105,0.26,,nba_tracking,3121.0,3093.0,180.0,0.0577,0.991,0.9611,71.0,0.0227,0.6901,0.5775,154.0,0.0493,0.5584,51.0,0.0163,0.7255,44.0,39.0,346.0,138.0,213.0,0.6479,0.0682
2018,Nikola Vucevic,nikola-vucevic,2.177,-2.616,,nba_tracking,3500.0,3731.0,389.0,0.1111,1.066,0.8843,142.0,0.0406,0.4859,0.4225,345.0,0.0986,0.3623,298.0,0.0851,0.4463,56.0,62.0,422.0,230.0,349.0,0.659,0.1
2018,Nikola VuÄeviÄ‡,nikola-vu-evi,2.177,-2.616,,nba_tracking,3500.0,3731.0,389.0,0.1111,1.066,0.8843,142.0,0.0406,0.4859,0.4225,345.0,0.0986,0.3623,298.0,0.0851,0.4463,56.0,62.0,422.0,230.0,349.0,0.659,0.1
2018,Noah Vonleh,noah-vonleh,2.621,0.899,,nba_tracking,1754.0,1624.0,120.0,0.0684,0.9259,0.7917,70.0,0.0399,0.5857,0.5429,46.0,0.0262,0.3913,41.0,0.0234,0.3415,19.0,17.0,241.0,80.0,121.0,0.6612,0.0689
2018,Norman Powell,norman-powell,-0.552,1.343,,nba_tracking,2143.0,1467.0,18.0,0.0084,0.6846,0.6111,286.0,0.1335,0.4266,0.3601,0.0,0.0,0.0,15.0,0.007,0.7333,37.0,16.0,105.0,41.0,57.0,0.7193,0.0267
2018,OG Anunoby,og-anunoby,0.108,0.671,,nba_tracking,3000.0,1329.0,71.0,0.0237,0.443,0.9437,141.0,0.047,0.3759,0.3333,6.0,0.002,0.1667,17.0,0.0057,0.6471,52.0,14.0,140.0,74.0,109.0,0.6789,0.0362
2018,Okaro White,okaro-white,2.329,0.596,,nba_tracking,160.0,121.0,4.0,0.025,0.7562,1.25,2.0,0.0125,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,4.0,7.0,0.5714,0.0432
2018,Omari Johnson,omari-johnson,0.709,-0.617,,nba_tracking,148.0,111.0,5.0,0.0338,0.75,0.8,2.0,0.0135,2.0,1.0,1.0,0.0068,0.0,5.0,0.0338,0.0,2.0,0.0,7.0,5.0,7.0,0.7143,0.0464
2018,Omer Asik,omer-asik,0.942,-2.545,,nba_tracking,368.0,238.0,25.0,0.0679,0.6467,0.32,1.0,0.0027,0.0,1.0,2.0,0.0054,0.0,20.0,0.0543,0.45,2.0,4.0,38.0,30.0,43.0,0.6977,0.1159
2018,Omri Casspi,omri-casspi,0.812,1.635,,nba_tracking,1533.0,1290.0,152.0,0.0992,0.8415,0.8947,67.0,0.0437,0.5672,0.5075,29.0,0.0189,0.3793,50.0,0.0326,0.56,18.0,19.0,170.0,50.0,83.0,0.6024,0.0539
2018,Otto Porter Jr.,otto-porter-jr,0.791,1.181,,nba_tracking,4863.0,3724.0,186.0,0.0382,0.7658,0.9086,198.0,0.0407,0.6869,0.5606,55.0,0.0113,0.6,112.0,0.023,0.6786,116.0,41.0,389.0,153.0,223.0,0.6861,0.0461
2018,P.J. Dozier,p-j-dozier,-2.773,-1.034,,nba_tracking,6.0,5.0,0.0,0.0,0.8333,0.0,1.0,0.1667,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,0.6667,0.4286
2018,P.J. Tucker,p-j-tucker,0.964,-2.513,,nba_tracking,4590.0,2648.0,112.0,0.0244,0.5769,0.5179,93.0,0.0203,0.2688,0.3011,8.0,0.0017,0.0,48.0,0.0105,0.0417,78.0,26.0,364.0,168.0,239.0,0.7029,0.0523
2018,PJ Dozier,pj-dozier,-2.773,-1.034,,nba_tracking,6.0,5.0,0.0,0.0,0.8333,0.0,1.0,0.1667,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,0.6667,0.4286
2018,Pascal Siakam,pascal-siakam,1.24,2.004,,nba_tracking,3336.0,3057.0,226.0,0.0677,0.9164,0.8717,253.0,0.0758,0.5415,0.4704,22.0,0.0066,0.3636,83.0,0.0249,0.5301,62.0,42.0,285.0,99.0,170.0,0.5824,0.0508
2018,Pat Connaughton,pat-connaughton,-1.099,1.917,,nba_tracking,2979.0,1764.0,73.0,0.0245,0.5921,0.7123,175.0,0.0587,0.4686,0.4343,2.0,0.0007,0.0,22.0,0.0074,0.6818,23.0,22.0,125.0,52.0,85.0,0.6118,0.0288
2018,Patrick Beverley,patrick-beverley,-1.061,1.657,,nba_tracking,648.0,698.0,14.0,0.0216,1.0772,0.4286,124.0,0.1914,0.3065,0.3548,0.0,0.0,0.0,9.0,0.0139,0.2222,19.0,5.0,29.0,12.0,20.0,0.6,0.0306
2018,Patrick McCaw,patrick-mccaw,-1.484,-0.011,,nba_tracking,1956.0,1495.0,53.0,0.0271,0.7643,0.717,114.0,0.0583,0.4035,0.4386,1.0,0.0005,0.0,18.0,0.0092,0.8889,43.0,10.0,66.0,49.0,69.0,0.7101,0.0349
2018,Patrick Patterson,patrick-patterson,1.256,-2.339,,nba_tracking,2377.0,1658.0,63.0,0.0265,0.6975,0.6508,75.0,0.0316,0.4533,0.4667,22.0,0.0093,0.4545,29.0,0.0122,0.2759,44.0,21.0,155.0,96.0,142.0,0.6761,0.0595
2018,Patty Mills,patty-mills,-2.231,2.621,,nba_tracking,4148.0,3865.0,34.0,0.0082,0.9318,0.7059,360.0,0.0868,0.2083,0.2167,0.0,0.0,0.0,22.0,0.0053,0.5455,55.0,11.0,128.0,65.0,90.0,0.7222,0.0217
2018,Pau Gasol,pau-gasol,2.215,-1.256,,nba_tracking,3566.0,4090.0,351.0,0.0984,1.1469,0.8205,124.0,0.0348,0.6371,0.4758,239.0,0.067,0.4226,376.0,0.1054,0.3378,24.0,79.0,490.0,169.0,335.0,0.5045,0.0943
2018,Paul George,paul-george,-0.444,-1.592,,nba_tracking,5797.0,4419.0,133.0,0.0229,0.7623,0.6992,697.0,0.1202,0.5366,0.3917,77.0,0.0133,0.4026,74.0,0.0128,0.4865,159.0,38.0,370.0,206.0,288.0,0.7153,0.05
2018,Paul Millsap,paul-millsap,1.749,-2.264,,nba_tracking,2282.0,1856.0,116.0,0.0508,0.8133,0.8276,211.0,0.0925,0.5355,0.5118,167.0,0.0732,0.5808,44.0,0.0193,0.5909,39.0,44.0,180.0,99.0,201.0,0.4925,0.0878
2018,Paul Zipser,paul-zipser,0.91,1.614,,nba_tracking,1610.0,1554.0,30.0,0.0186,0.9652,0.6,128.0,0.0795,0.3359,0.3594,7.0,0.0043,1.0,14.0,0.0087,0.1429,20.0,15.0,118.0,66.0,95.0,0.6947,0.0585
2018,Quincy Acy,quincy-acy,-0.899,-0.227,,nba_tracking,2699.0,2228.0,62.0,0.023,0.8255,0.629,80.0,0.0296,0.2375,0.2875,14.0,0.0052,0.3571,35.0,0.013,0.4286,33.0,29.0,214.0,83.0,143.0,0.5804,0.0533
2018,Quincy Pondexter,quincy-pondexter,0.379,-0.282,,nba_tracking,396.0,286.0,20.0,0.0505,0.7222,0.65,20.0,0.0505,0.4,0.55,1.0,0.0025,0.0,3.0,0.0076,1.3333,8.0,2.0,19.0,9.0,12.0,0.75,0.0302
2018,Quinn Cook,quinn-cook,-2.069,2.794,,nba_tracking,1489.0,1641.0,28.0,0.0188,1.1021,0.5714,147.0,0.0987,0.3265,0.3469,0.0,0.0,0.0,21.0,0.0141,0.4762,12.0,1.0,72.0,33.0,38.0,0.8684,0.0254
2018,RJ Hunter,rj-hunter,0.119,-0.747,,nba_tracking,90.0,64.0,2.0,0.0222,0.7111,2.5,5.0,0.0556,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,5.0,2.0,2.0,1.0,0.0222
2018,Rajon Rondo,rajon-rondo,-1.744,-1.202,,nba_tracking,3600.0,4505.0,69.0,0.0192,1.2514,0.3768,516.0,0.1433,0.4147,0.3547,5.0,0.0014,0.0,38.0,0.0106,0.1579,70.0,10.0,232.0,74.0,100.0,0.74,0.0278
2018,Ramon Sessions,ramon-sessions,-2.513,-1.159,,nba_tracking,784.0,895.0,9.0,0.0115,1.1416,0.4444,139.0,0.1773,0.4245,0.4173,1.0,0.0013,0.0,6.0,0.0077,1.1667,14.0,2.0,32.0,19.0,23.0,0.8261,0.0292
2018,Rashad Vaughn,rashad-vaughn,-0.639,-2.112,,nba_tracking,419.0,217.0,4.0,0.0095,0.5179,0.75,17.0,0.0406,0.5882,0.4706,0.0,0.0,0.0,2.0,0.0048,2.0,5.0,3.0,18.0,7.0,15.0,0.4667,0.0361
2018,Raul Neto,raul-neto,-2.469,2.383,,nba_tracking,1006.0,1133.0,15.0,0.0149,1.1262,1.0,225.0,0.2237,0.3289,0.3022,0.0,0.0,0.0,7.0,0.007,0.5714,13.0,4.0,42.0,23.0,35.0,0.6571,0.035
2018,Raymond Felton,raymond-felton,-1.283,-2.48,,nba_tracking,2569.0,2835.0,22.0,0.0086,1.1035,0.8182,354.0,0.1378,0.4605,0.4548,1.0,0.0004,0.0,17.0,0.0066,0.7059,49.0,16.0,128.0,67.0,93.0,0.7204,0.0362
2018,Reggie Bullock,reggie-bullock,0.449,0.352,,nba_tracking,3488.0,1874.0,106.0,0.0304,0.5373,0.8585,143.0,0.041,0.5734,0.5385,1.0,0.0003,0.0,40.0,0.0115,0.65,47.0,13.0,127.0,86.0,119.0,0.7227,0.0342
2018,Reggie Bullock Jr.,reggie-bullock-jr,0.449,0.352,,nba_tracking,3488.0,1874.0,106.0,0.0304,0.5373,0.8585,143.0,0.041,0.5734,0.5385,1.0,0.0003,0.0,40.0,0.0115,0.65,47.0,13.0,127.0,86.0,119.0,0.7227,0.0342
2018,Reggie Hearn,reggie-hearn,-2.773,-2.567,,nba_tracking,13.0,3.0,0.0,0.0,0.2308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,Reggie Jackson,reggie-jackson,-1.69,0.91,,nba_tracking,2370.0,3097.0,33.0,0.0139,1.3068,0.4848,559.0,0.2359,0.5349,0.4705,4.0,0.0017,0.5,14.0,0.0059,0.5714,27.0,4.0,96.0,40.0,58.0,0.6897,0.0244
2018,Richard Jefferson,richard-jefferson,-0.022,-1.863,,nba_tracking,330.0,179.0,15.0,0.0455,0.5424,0.6,23.0,0.0697,0.5217,0.3478,0.0,0.0,0.0,2.0,0.0061,0.0,2.0,1.0,15.0,4.0,8.0,0.5,0.0242
2018,Richaun Holmes,richaun-holmes,1.982,-1.635,,nba_tracking,1510.0,1299.0,186.0,0.1232,0.8603,1.0323,43.0,0.0285,0.7674,0.5581,18.0,0.0119,0.4444,182.0,0.1205,0.1593,19.0,29.0,150.0,72.0,125.0,0.576,0.082
2018,Ricky Rubio,ricky-rubio,-1.782,2.307,,nba_tracking,4458.0,5946.0,34.0,0.0076,1.3338,0.2353,862.0,0.1934,0.3411,0.3086,0.0,0.0,0.0,35.0,0.0079,0.3429,121.0,11.0,307.0,119.0,160.0,0.7438,0.0359
2018,Robert Covington,robert-covington,0.249,-1.332,,nba_tracking,5156.0,3706.0,118.0,0.0229,0.7188,0.7797,164.0,0.0318,0.5488,0.4573,7.0,0.0014,0.5714,62.0,0.012,0.4677,137.0,72.0,376.0,168.0,234.0,0.7179,0.0453
2018,Robin Lopez,robin-lopez,2.881,-0.791,,nba_tracking,3435.0,2235.0,432.0,0.1258,0.6507,0.8426,74.0,0.0215,0.5676,0.5946,261.0,0.076,0.41,408.0,0.1188,0.5368,14.0,53.0,156.0,165.0,286.0,0.5769,0.0835
2018,Rodney Hood,rodney-hood,-2.199,0.119,,nba_tracking,3220.0,2269.0,43.0,0.0134,0.7047,0.5814,360.0,0.1118,0.6222,0.5639,12.0,0.0037,0.9167,32.0,0.0099,0.8438,45.0,12.0,143.0,82.0,113.0,0.7257,0.035
2018,Rodney McGruder,rodney-mcgruder,-1.971,1.971,,nba_tracking,589.0,349.0,26.0,0.0441,0.5925,0.8846,26.0,0.0441,0.4615,0.5385,0.0,0.0,0.0,9.0,0.0153,0.4444,8.0,3.0,22.0,11.0,17.0,0.6471,0.0288
2018,Rodney Purvis,rodney-purvis,-2.48,-1.765,,nba_tracking,577.0,341.0,4.0,0.0069,0.591,0.0,41.0,0.0711,0.1463,0.3171,0.0,0.0,0.0,6.0,0.0104,0.0,3.0,3.0,26.0,9.0,12.0,0.75,0.0205
2018,Ron Baker,ron-baker,-1.733,2.632,,nba_tracking,738.0,537.0,10.0,0.0136,0.7276,1.0,35.0,0.0474,0.2,0.2286,1.0,0.0014,0.0,4.0,0.0054,0.5,24.0,6.0,24.0,9.0,18.0,0.5,0.0243
2018,Rondae Hollis-Jefferson,rondae-hollis-jefferson,1.771,1.819,,nba_tracking,3799.0,3950.0,277.0,0.0729,1.0397,0.7004,347.0,0.0913,0.5879,0.4697,275.0,0.0724,0.5345,152.0,0.04,0.5724,64.0,45.0,348.0,144.0,226.0,0.6372,0.0589
2018,Royce O'Neale,royce-o-neale,0.498,1.17,,nba_tracking,2267.0,1527.0,38.0,0.0168,0.6736,0.5263,273.0,0.1204,0.315,0.3223,0.0,0.0,0.0,21.0,0.0093,0.4286,36.0,16.0,211.0,58.0,86.0,0.6744,0.0377
2018,Rudy Gay,rudy-gay,1.029,1.256,,nba_tracking,2424.0,2286.0,132.0,0.0545,0.9431,0.9545,260.0,0.1073,0.6462,0.5346,177.0,0.073,0.7006,89.0,0.0367,0.4045,46.0,38.0,215.0,76.0,141.0,0.539,0.0583
2018,Rudy Gobert,rudy-gobert,1.912,0.477,,nba_tracking,3640.0,3332.0,602.0,0.1654,0.9154,0.8804,57.0,0.0157,0.5789,0.4035,35.0,0.0096,0.1429,373.0,0.1025,0.4048,44.0,129.0,436.0,197.0,357.0,0.5518,0.0985
2018,Russell Westbrook,russell-westbrook,-0.888,-1.614,,nba_tracking,5807.0,7486.0,166.0,0.0286,1.2891,0.6747,1500.0,0.2583,0.4233,0.3207,69.0,0.0119,0.5797,92.0,0.0158,0.6957,145.0,20.0,639.0,111.0,178.0,0.6236,0.0308
2018,Ryan Anderson,ryan-anderson,2.301,-1.83,,nba_tracking,3502.0,2048.0,113.0,0.0323,0.5848,0.6991,90.0,0.0257,0.5333,0.3556,21.0,0.006,0.6667,25.0,0.0071,0.28,24.0,21.0,237.0,117.0,178.0,0.6573,0.0511
2018,Ryan Arcidiacono,ryan-arcidiacono,-2.523,2.35,,nba_tracking,617.0,588.0,2.0,0.0032,0.953,1.0,24.0,0.0389,0.2917,0.2083,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,24.0,14.0,20.0,0.7,0.0321
2018,Salah Mejri,salah-mejri,2.751,0.13,,nba_tracking,1416.0,1058.0,194.0,0.137,0.7472,0.8093,3.0,0.0021,0.3333,0.3333,12.0,0.0085,0.8333,114.0,0.0805,0.3421,22.0,67.0,161.0,76.0,146.0,0.5205,0.1033
2018,Sam Dekker,sam-dekker,0.931,2.491,,nba_tracking,1816.0,1345.0,99.0,0.0545,0.7406,0.8788,114.0,0.0628,0.5351,0.5088,6.0,0.0033,0.3333,22.0,0.0121,1.2727,24.0,9.0,130.0,59.0,88.0,0.6705,0.0479
2018,Scotty Hopson,scotty-hopson,-2.773,2.469,,nba_tracking,20.0,7.0,0.0,0.0,0.35,0.0,1.0,0.05,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,Sean Kilpatrick,sean-kilpatrick,-2.253,-0.715,,nba_tracking,1295.0,933.0,13.0,0.01,0.7205,0.6923,131.0,0.1012,0.4962,0.4733,0.0,0.0,0.0,16.0,0.0124,0.625,13.0,5.0,82.0,28.0,38.0,0.7368,0.0291
2018,Semi Ojeleye,semi-ojeleye,0.769,1.354,,nba_tracking,2222.0,1423.0,48.0,0.0216,0.6404,0.5208,51.0,0.023,0.3137,0.4314,10.0,0.0045,0.0,17.0,0.0077,0.4706,21.0,4.0,124.0,62.0,90.0,0.6889,0.0399
2018,Serge Ibaka,serge-ibaka,1.354,-0.769,,nba_tracking,4269.0,3196.0,192.0,0.045,0.7487,0.8646,248.0,0.0581,0.6452,0.504,81.0,0.019,0.8889,102.0,0.0239,0.7353,29.0,99.0,400.0,172.0,288.0,0.5972,0.0675
2018,Shabazz Muhammad,shabazz-muhammad,2.274,-0.801,,nba_tracking,835.0,457.0,64.0,0.0766,0.5473,0.9219,60.0,0.0719,0.6833,0.7,47.0,0.0563,0.6596,22.0,0.0263,1.0455,9.0,3.0,53.0,24.0,28.0,0.8571,0.0331
2018,Shabazz Napier,shabazz-napier,-2.177,0.184,,nba_tracking,3029.0,2667.0,41.0,0.0135,0.8805,0.4146,331.0,0.1093,0.3776,0.3233,2.0,0.0007,0.0,23.0,0.0076,0.3913,81.0,14.0,144.0,54.0,74.0,0.7297,0.0245
2018,Shane Larkin,shane-larkin,-1.44,0.455,,nba_tracking,1446.0,1395.0,13.0,0.009,0.9647,0.6923,157.0,0.1086,0.465,0.3885,0.0,0.0,0.0,8.0,0.0055,0.625,28.0,2.0,75.0,29.0,44.0,0.6591,0.0304
2018,Shaquille Harrison,shaquille-harrison,-0.942,2.957,,nba_tracking,806.0,769.0,15.0,0.0186,0.9541,0.7333,140.0,0.1737,0.3929,0.3429,0.0,0.0,0.0,3.0,0.0037,0.0,26.0,7.0,52.0,20.0,26.0,0.7692,0.0321
2018,Shaun Livingston,shaun-livingston,-0.525,0.682,,nba_tracking,2266.0,2326.0,122.0,0.0538,1.0265,0.8279,88.0,0.0388,0.5114,0.5455,86.0,0.038,0.593,49.0,0.0216,0.6327,35.0,21.0,99.0,51.0,78.0,0.6538,0.0339
2018,Shelvin Mack,shelvin-mack,-2.372,1.841,,nba_tracking,2718.0,3010.0,23.0,0.0085,1.1074,0.7391,565.0,0.2079,0.3487,0.3186,5.0,0.0018,0.0,24.0,0.0088,0.5,54.0,8.0,143.0,73.0,97.0,0.7526,0.0356
2018,Sindarius Thornwell,sindarius-thornwell,0.07,-0.509,,nba_tracking,2341.0,1288.0,56.0,0.0239,0.5502,0.6607,162.0,0.0692,0.5062,0.4815,2.0,0.0009,0.0,15.0,0.0064,0.4,48.0,25.0,107.0,75.0,109.0,0.6881,0.0452
2018,Skal Labissiere,skal-labissiere,2.025,-0.065,,nba_tracking,2454.0,2031.0,251.0,0.1023,0.8276,0.6932,71.0,0.0289,0.831,0.6901,228.0,0.0929,0.4079,241.0,0.0982,0.3154,25.0,49.0,189.0,130.0,204.0,0.6373,0.0828
2018,Solomon Hill,solomon-hill,-0.563,-0.487,,nba_tracking,407.0,247.0,16.0,0.0393,0.6069,0.3125,21.0,0.0516,0.0952,0.2857,1.0,0.0025,0.0,6.0,0.0147,0.0,7.0,1.0,27.0,17.0,24.0,0.7083,0.0584
2018,Spencer Dinwiddie,spencer-dinwiddie,-1.625,0.401,,nba_tracking,4537.0,5516.0,41.0,0.009,1.2158,0.9024,937.0,0.2065,0.413,0.3266,3.0,0.0007,2.0,10.0,0.0022,0.2,67.0,23.0,213.0,68.0,107.0,0.6355,0.0235
2018,Stanley Johnson,stanley-johnson,0.585,-1.581,,nba_tracking,3767.0,1961.0,52.0,0.0138,0.5206,0.7692,286.0,0.0759,0.4021,0.4231,25.0,0.0066,0.4,20.0,0.0053,0.45,95.0,14.0,219.0,87.0,121.0,0.719,0.032
2018,Stephen Curry,stephen-curry,-1.365,1.505,,nba_tracking,3507.0,3930.0,81.0,0.0231,1.1206,0.9012,390.0,0.1112,0.5564,0.3436,9.0,0.0026,0.6667,55.0,0.0157,0.9455,80.0,8.0,225.0,72.0,92.0,0.7826,0.0263
2018,Sterling Brown,sterling-brown,-0.628,-2.144,,nba_tracking,1533.0,865.0,26.0,0.017,0.5643,0.5769,94.0,0.0613,0.4468,0.5319,0.0,0.0,0.0,17.0,0.0111,0.4706,31.0,13.0,116.0,69.0,90.0,0.7667,0.0583
2018,Steven Adams,steven-adams,2.599,-2.805,,nba_tracking,4970.0,2998.0,975.0,0.1962,0.6032,0.8123,1.0,0.0002,0.0,1.0,151.0,0.0304,0.6821,376.0,0.0757,0.6144,91.0,78.0,296.0,200.0,341.0,0.5865,0.069
2018,T.J. Leaf,t-j-leaf,0.736,2.144,,nba_tracking,929.0,621.0,50.0,0.0538,0.6685,0.86,42.0,0.0452,0.7381,0.619,8.0,0.0086,0.5,22.0,0.0237,0.5,5.0,4.0,53.0,38.0,54.0,0.7037,0.0591
2018,T.J. McConnell,t-j-mcconnell,-1.782,2.816,,nba_tracking,3471.0,3993.0,53.0,0.0153,1.1504,0.4528,548.0,0.1579,0.3796,0.3741,4.0,0.0012,0.0,21.0,0.0061,0.6667,89.0,13.0,185.0,45.0,70.0,0.6429,0.0201
2018,T.J. Warren,t-j-warren,2.134,0.52,,nba_tracking,4439.0,2931.0,296.0,0.0667,0.6603,1.0541,320.0,0.0721,0.7281,0.6656,118.0,0.0266,0.6864,208.0,0.0469,0.7404,65.0,41.0,208.0,96.0,140.0,0.6857,0.0316
2018,Taj Gibson,taj-gibson,1.538,-1.148,,nba_tracking,5423.0,4082.0,586.0,0.1081,0.7527,0.9096,66.0,0.0122,1.0909,0.6515,218.0,0.0402,0.6284,308.0,0.0568,0.5195,62.0,59.0,390.0,210.0,333.0,0.6306,0.0615
2018,Tarik Black,tarik-black,2.301,-0.217,,nba_tracking,1106.0,949.0,144.0,0.1302,0.858,0.7847,12.0,0.0108,0.4167,0.5833,12.0,0.0108,0.3333,56.0,0.0506,0.7321,21.0,30.0,100.0,56.0,108.0,0.5185,0.0988
2018,Taurean Prince,taurean-prince,-0.78,-1.874,,nba_tracking,4965.0,3891.0,61.0,0.0123,0.7837,0.9016,651.0,0.1311,0.4731,0.4455,5.0,0.001,0.4,26.0,0.0052,0.5,85.0,42.0,335.0,149.0,225.0,0.6622,0.0453
2018,Terrance Ferguson,terrance-ferguson,0.466,-2.469,,nba_tracking,1468.0,481.0,29.0,0.0198,0.3277,0.6207,27.0,0.0184,0.2963,0.2593,0.0,0.0,0.0,15.0,0.0102,0.9333,23.0,10.0,28.0,38.0,56.0,0.6786,0.0385
2018,Terrence Ross,terrence-ross,-1.906,0.076,,nba_tracking,1251.0,716.0,10.0,0.008,0.5723,1.1,82.0,0.0655,0.4512,0.5122,3.0,0.0024,0.0,13.0,0.0104,0.3077,27.0,11.0,63.0,38.0,60.0,0.6333,0.0477
2018,Terry Rozier,terry-rozier,-0.303,2.372,,nba_tracking,3970.0,4482.0,71.0,0.0179,1.129,0.4225,470.0,0.1184,0.3213,0.3957,1.0,0.0003,2.0,36.0,0.0091,0.3333,76.0,19.0,299.0,74.0,104.0,0.7115,0.0263
2018,Thabo Sefolosha,thabo-sefolosha,0.292,1.224,,nba_tracking,1590.0,1300.0,59.0,0.0371,0.8176,0.8136,114.0,0.0717,0.4912,0.4035,5.0,0.0031,0.0,40.0,0.0252,0.775,52.0,12.0,132.0,52.0,75.0,0.6933,0.0466
2018,Thaddeus Young,thaddeus-young,1.397,-1.419,,nba_tracking,5155.0,3944.0,399.0,0.0774,0.7651,0.8797,204.0,0.0396,0.549,0.5931,273.0,0.053,0.5055,158.0,0.0306,0.5,135.0,36.0,328.0,173.0,248.0,0.6976,0.0479
2018,Thomas Bryant,thomas-bryant,0.877,1.668,,nba_tracking,151.0,102.0,10.0,0.0662,0.6755,1.0,0.0,0.0,0.0,0.0,5.0,0.0331,0.0,8.0,0.053,0.0,1.0,2.0,14.0,14.0,19.0,0.7368,0.1258
2018,Thon Maker,thon-maker,1.419,-1.365,,nba_tracking,2399.0,1644.0,220.0,0.0917,0.6853,0.5727,20.0,0.0083,0.7,0.45,12.0,0.005,0.3333,146.0,0.0609,0.2603,37.0,53.0,148.0,189.0,324.0,0.5833,0.1343
2018,Tim Frazier,tim-frazier,-1.852,-0.303,,nba_tracking,1652.0,1928.0,23.0,0.0139,1.1671,0.2174,158.0,0.0956,0.3354,0.2595,0.0,0.0,0.0,11.0,0.0067,0.1818,47.0,7.0,97.0,42.0,59.0,0.7119,0.0354
2018,Tim Hardaway Jr.,tim-hardaway-jr,-1.451,-0.921,,nba_tracking,3826.0,3072.0,70.0,0.0183,0.8029,1.0857,297.0,0.0776,0.6465,0.5825,2.0,0.0005,0.0,62.0,0.0162,0.8226,62.0,10.0,192.0,97.0,140.0,0.6929,0.0366
2018,Tim Quarterman,tim-quarterman,0.276,2.968,,nba_tracking,31.0,26.0,0.0,0.0,0.8387,0.0,3.0,0.0968,0.6667,0.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0333
2018,Timofey Mozgov,timofey-mozgov,2.014,2.653,,nba_tracking,736.0,535.0,90.0,0.1223,0.7269,0.7333,11.0,0.0149,0.5455,0.1818,36.0,0.0489,0.3889,37.0,0.0503,0.4324,5.0,13.0,63.0,25.0,51.0,0.4902,0.0692
2018,Timothe Luwawu-Cabarrot,timothe-luwawu-cabarrot,-0.606,2.892,,nba_tracking,1650.0,1031.0,45.0,0.0273,0.6248,0.8444,113.0,0.0685,0.3363,0.3717,1.0,0.0006,0.0,9.0,0.0055,1.1111,12.0,5.0,58.0,42.0,63.0,0.6667,0.0381
2018,Tobias Harris,tobias-harris,0.856,2.166,,nba_tracking,5382.0,5613.0,129.0,0.024,1.0429,0.7209,715.0,0.1329,0.593,0.5203,137.0,0.0255,0.7518,68.0,0.0126,0.7353,71.0,35.0,379.0,232.0,354.0,0.6554,0.066
