Player,Team,Opponent,Date,Closest Defender Distance,Shot Clock,Touch Time,Dribbles,FGA,eFG%,o10 eFG%,u10ft FG2M,u10ft FG2A,u10ft FG2%,u10ft FG2 Freq,o10ft FG2M,o10ft FG2A,o10ft FG2%,o10ft FG2 Freq,FG3M,FG3A,FG3%,FG3 Freq
Jose Alvarado,NOP,UTA,11/25/2023,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,1.125,1.125,0,0,,0,0,0,,0,3,4,0.75,0.3636
Jose Alvarado,NOP,MEM,2/12/2024,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,0.75,0.75,0,0,,0,0,0,,0,2,4,0.5,0.5714
Jose Alvarado,NOP,PHX,4/7/2024,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,1.125,1.125,0,0,,0,0,0,,0,3,4,0.75,0.4
Jose Alvarado,NOP,MIN,1/3/2024,4-6 Feet - Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,3,0.5,0.5,0,0,,0,0,0,,0,1,3,0.3333,0.375
Jose Alvarado,NOP,MEM,12/26/2023,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,3,0.5,0.5,0,0,,0,0,0,,0,1,3,0.3333,0.375
Josh Giddey,OKC,DAL,2/10/2024,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,7,0.6429,0.6429,0,0,,0,0,0,,0,3,7,0.4286,0.5
Josh Giddey,OKC,BOS,1/2/2024,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,6,1,1,0,0,,0,0,0,,0,4,6,0.6667,0.4286
Josh Giddey,OKC,DAL,12/2/2023,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,6,0.5,0.5,0,0,,0,0,0,,0,2,6,0.3333,0.4615
Josh Giddey,OKC,MIN,1/29/2024,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,5,0.6,0.6,0,0,,0,0,0,,0,2,5,0.4,0.5
Josh Giddey,OKC,MEM,12/18/2023,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,0,0,0,0,,0,0,0,,0,0,4,0,0.3333
Josh Giddey,OKC,GSW,12/8/2023,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,0,0,0,0,,0,0,0,,0,0,4,0,0.3333
Josh Giddey,OKC,BKN,12/31/2023,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,0.75,0.75,0,0,,0,0,0,,0,2,4,0.5,0.25
Josh Giddey,OKC,LAL,11/30/2023,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,0.625,0.5,1,1,1,0.1,0,0,,0,1,3,0.3333,0.3
Josh Giddey,OKC,UTA,1/18/2024,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,0.375,0.375,0,0,,0,0,1,0,0.0625,1,3,0.3333,0.1875
Josh Giddey,OKC,LAC,1/16/2024,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,0.625,0.625,0,0,,0,1,1,1,0.1111,1,3,0.3333,0.3333
Josh Giddey,OKC,DET,10/30/2023,2-4 Feet - Tight,15-7 Average,Touch < 2 Seconds,0 Dribbles,3,0,,0,3,0,0.1667,0,0,,0,0,0,,0
Josh Giddey,OKC,WAS,1/8/2024,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,3,0.5,0.5,0,0,,0,0,0,,0,1,3,0.3333,0.2727
Josh Giddey,OKC,MIN,12/26/2023,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,3,0.3333,0,1,1,1,0.1429,0,0,,0,0,2,0,0.2857
Josh Giddey,OKC,LAC,12/21/2023,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,3,1.5,1.5,0,0,,0,0,0,,0,3,3,1,0.6
Josh Giddey,OKC,SAC,12/14/2023,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,3,1.3333,1.3333,0,0,,0,1,1,1,0.0714,2,2,1,0.1429
Josh Green,DAL,MIL,2/3/2024,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,7,0.8571,0.8571,0,0,,0,0,0,,0,4,7,0.5714,0.5833
Josh Green,DAL,NOP,11/12/2023,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,5,0.3,0.3,0,0,,0,0,0,,0,1,5,0.2,0.4545
Josh Green,DAL,PHX,2/22/2024,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,0.75,0.75,0,0,,0,0,0,,0,2,4,0.5,0.5714
Josh Green,DAL,MEM,10/30/2023,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,3,1,1,0,0,,0,0,0,,0,2,3,0.6667,0.3
Josh Hart,NYK,ATL,11/15/2023,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,5,0.3,0.3,0,0,,0,0,0,,0,1,5,0.2,0.5
Josh Hart,NYK,LAL,12/18/2023,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,3,0,0,0,0,,0,0,0,,0,0,3,0,0.5
Josh Hart,NYK,PHX,12/15/2023,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,3,0.3333,0,1,1,1,0.125,0,0,,0,0,2,0,0.25
Josh Okogie,PHX,SAS,10/31/2023,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,3,0.5,0.5,0,0,,0,0,0,,0,1,3,0.3333,0.3
Josh Richardson,MIA,ORL,12/20/2023,4-6 Feet - Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,5,0.9,0.9,0,0,,0,0,0,,0,3,5,0.6,0.4167
Jrue Holiday,BOS,SAS,1/17/2024,4-6 Feet - Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,0.625,0.75,1,2,0.5,0.1429,0,0,,0,1,2,0.5,0.1429
Jrue Holiday,BOS,DAL,1/22/2024,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,0.625,0.625,0,0,,0,1,1,1,0.0769,1,3,0.3333,0.2308
Jrue Holiday,BOS,OKC,1/2/2024,6+ Feet - Wide Open,18-15 Early,Touch < 2 Seconds,0 Dribbles,3,1,1,0,0,,0,0,0,,0,2,3,0.6667,0.375
JT Thor,CHA,BKN,10/30/2023,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,3,0.3333,0.3333,0,0,,0,1,1,1,0.1667,0,2,0,0.3333
Julian Champagnie,SAS,NOP,4/5/2024,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,0.375,0.375,0,0,,0,0,0,,0,1,4,0.25,0.3636
Julian Strawther,DEN,MEM,12/28/2023,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,3,0,0,0,0,,0,0,0,,0,0,3,0,0.2308
Julius Randle,NYK,MIL,12/5/2023,4-6 Feet - Open,15-7 Average,Touch 6+ Seconds,7+ Dribbles,4,0.5,1,1,3,0.3333,0.1579,1,1,1,0.0526,0,0,,0
Julius Randle,NYK,CHI,1/3/2024,2-4 Feet - Tight,18-15 Early,Touch 2-6 Seconds,3-6 Dribbles,3,0.6667,,2,3,0.6667,0.1304,0,0,,0,0,0,,0
Julius Randle,NYK,IND,12/30/2023,2-4 Feet - Tight,7-4 Late,Touch 2-6 Seconds,2 Dribbles,3,1,1,2,2,1,0.0909,1,1,1,0.0455,0,0,,0
Julius Randle,NYK,ORL,12/29/2023,2-4 Feet - Tight,15-7 Average,Touch 2-6 Seconds,2 Dribbles,3,0.6667,,2,3,0.6667,0.12,0,0,,0,0,0,,0
Julius Randle,NYK,MIN,1/1/2024,2-4 Feet - Tight,22-18 Very Early,Touch < 2 Seconds,0 Dribbles,3,1,,3,3,1,0.125,0,0,,0,0,0,,0
Julius Randle,NYK,BKN,12/20/2023,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,3,0,0,0,0,,0,0,0,,0,0,3,0,0.15
Julius Randle,NYK,MIL,11/3/2023,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,3,0.5,0.5,0,0,,0,0,0,,0,1,3,0.3333,0.15
Julius Randle,NYK,LAL,12/18/2023,2-4 Feet - Tight,7-4 Late,Touch 2-6 Seconds,2 Dribbles,3,0.3333,0,1,2,0.5,0.0909,0,1,0,0.0455,0,0,,0
Julius Randle,NYK,UTA,12/13/2023,2-4 Feet - Tight,15-7 Average,Touch 2-6 Seconds,3-6 Dribbles,3,1,1,2,2,1,0.087,1,1,1,0.0435,0,0,,0
Justin Holiday,DEN,PHX,12/1/2023,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,1,1,0,0,,0,1,1,1,0.125,2,3,0.6667,0.375
Justin Holiday,DEN,LAC,11/27/2023,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,0.75,0.75,0,0,,0,0,0,,0,2,4,0.5,0.5
Justin Holiday,DEN,SAC,2/14/2024,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,0.75,0.75,0,0,,0,0,0,,0,2,4,0.5,0.5
Jusuf Nurkic,PHX,MEM,1/7/2024,2-4 Feet - Tight,15-7 Average,Touch < 2 Seconds,0 Dribbles,7,0.4286,,3,7,0.4286,0.4118,0,0,,0,0,0,,0
Jusuf Nurkic,PHX,BKN,1/31/2024,2-4 Feet - Tight,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,0.5,,2,4,0.5,0.2667,0,0,,0,0,0,,0
Jusuf Nurkic,PHX,NOP,4/7/2024,2-4 Feet - Tight,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,0.5,,2,4,0.5,0.5714,0,0,,0,0,0,,0
Jusuf Nurkic,PHX,OKC,3/3/2024,2-4 Feet - Tight,24-22,Touch < 2 Seconds,0 Dribbles,4,0.25,,1,4,0.25,0.25,0,0,,0,0,0,,0
Jusuf Nurkic,PHX,MEM,12/2/2023,0-2 Feet - Very Tight,15-7 Average,Touch 2-6 Seconds,2 Dribbles,4,0,,0,4,0,0.2222,0,0,,0,0,0,,0
Jusuf Nurkic,PHX,CHI,11/8/2023,0-2 Feet - Very Tight,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,0.5,,2,4,0.5,0.25,0,0,,0,0,0,,0
Jusuf Nurkic,PHX,BKN,12/13/2023,2-4 Feet - Tight,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,0.25,,1,4,0.25,0.2667,0,0,,0,0,0,,0
Jusuf Nurkic,PHX,CHI,1/22/2024,2-4 Feet - Tight,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,1,,4,4,1,0.5714,0,0,,0,0,0,,0
Jusuf Nurkić,PHX,MEM,1/7/2024,2-4 Feet - Tight,15-7 Average,Touch < 2 Seconds,0 Dribbles,7,0.4286,,3,7,0.4286,0.4118,0,0,,0,0,0,,0
Jusuf Nurkić,PHX,BKN,1/31/2024,2-4 Feet - Tight,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,0.5,,2,4,0.5,0.2667,0,0,,0,0,0,,0
Jusuf Nurkić,PHX,CHI,11/8/2023,0-2 Feet - Very Tight,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,0.5,,2,4,0.5,0.25,0,0,,0,0,0,,0
Jusuf Nurkić,PHX,NOP,4/7/2024,2-4 Feet - Tight,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,0.5,,2,4,0.5,0.5714,0,0,,0,0,0,,0
Jusuf Nurkić,PHX,MEM,12/2/2023,0-2 Feet - Very Tight,15-7 Average,Touch 2-6 Seconds,2 Dribbles,4,0,,0,4,0,0.2222,0,0,,0,0,0,,0
Jusuf Nurkić,PHX,OKC,3/3/2024,2-4 Feet - Tight,24-22,Touch < 2 Seconds,0 Dribbles,4,0.25,,1,4,0.25,0.25,0,0,,0,0,0,,0
Jusuf Nurkić,PHX,BKN,12/13/2023,2-4 Feet - Tight,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,0.25,,1,4,0.25,0.2667,0,0,,0,0,0,,0
Jusuf Nurkić,PHX,CHI,1/22/2024,2-4 Feet - Tight,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,1,,4,4,1,0.5714,0,0,,0,0,0,,0
Karl-Anthony Towns,MIN,GSW,11/14/2023,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,7,0.6429,0.6429,0,0,,0,0,0,,0,3,7,0.4286,0.2692
Karl-Anthony Towns,MIN,CHI,2/6/2024,4-6 Feet - Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,6,0.75,0.75,0,0,,0,0,0,,0,3,6,0.5,0.2727
Karl-Anthony Towns,MIN,ORL,1/9/2024,2-4 Feet - Tight,15-7 Average,Touch 2-6 Seconds,2 Dribbles,6,0.5,,3,6,0.5,0.3158,0,0,,0,0,0,,0
Karl-Anthony Towns,MIN,CHA,1/22/2024,2-4 Feet - Tight,15-7 Average,Touch 2-6 Seconds,2 Dribbles,5,1,1,4,4,1,0.1143,1,1,1,0.0286,0,0,,0
Karl-Anthony Towns,MIN,DAL,1/7/2024,4-6 Feet - Open,18-15 Early,Touch < 2 Seconds,0 Dribbles,4,0.75,0.75,0,0,,0,0,0,,0,2,4,0.5,0.25
Karl-Anthony Towns,MIN,NOP,1/3/2024,2-4 Feet - Tight,15-7 Average,Touch 2-6 Seconds,1 Dribble,4,0.5,0,2,3,0.6667,0.1579,0,1,0,0.0526,0,0,,0
Karl-Anthony Towns,MIN,CHA,12/2/2023,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,0.75,0.75,0,0,,0,0,0,,0,2,4,0.5,0.1739
Karl-Anthony Towns,MIN,MIL,2/8/2024,2-4 Feet - Tight,15-7 Average,Touch 2-6 Seconds,2 Dribbles,4,0.25,,1,4,0.25,0.2667,0,0,,0,0,0,,0
Karl-Anthony Towns,MIN,SAS,1/27/2024,2-4 Feet - Tight,15-7 Average,Touch 2-6 Seconds,2 Dribbles,4,0.75,,3,4,0.75,0.25,0,0,,0,0,0,,0
Karl-Anthony Towns,MIN,DAL,1/7/2024,4-6 Feet - Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,3,0,0,0,0,,0,0,1,0,0.0625,0,2,0,0.125
Karl-Anthony Towns,MIN,SAS,11/10/2023,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,3,0.5,0.5,0,0,,0,0,0,,0,1,3,0.3333,0.1429
Karl-Anthony Towns,MIN,SAS,11/10/2023,6+ Feet - Wide Open,18-15 Early,Touch < 2 Seconds,0 Dribbles,3,1,1,0,0,,0,0,0,,0,2,3,0.6667,0.1429
Kawhi Leonard,LAC,DEN,11/27/2023,2-4 Feet - Tight,15-7 Average,Touch 2-6 Seconds,3-6 Dribbles,5,0.4,0.4,0,0,,0,2,5,0.4,0.1923,0,0,,0
Kawhi Leonard,LAC,BOS,1/27/2024,2-4 Feet - Tight,15-7 Average,Touch 2-6 Seconds,3-6 Dribbles,4,0.75,0.5,2,2,1,0.1333,1,2,0.5,0.1333,0,0,,0
Kawhi Leonard,LAC,UTA,10/27/2023,2-4 Feet - Tight,15-7 Average,Touch 2-6 Seconds,2 Dribbles,4,0.5,0,2,3,0.6667,0.1364,0,0,,0,0,1,0,0.0455
Kawhi Leonard,LAC,CHA,3/31/2024,4-6 Feet - Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,0.875,0.8333,1,1,1,0.0526,1,1,1,0.0526,1,2,0.5,0.1053
Kawhi Leonard,LAC,CLE,1/29/2024,2-4 Feet - Tight,15-7 Average,Touch 6+ Seconds,7+ Dribbles,4,0.5,0,2,3,0.6667,0.12,0,1,0,0.04,0,0,,0
Kawhi Leonard,LAC,IND,12/18/2023,2-4 Feet - Tight,15-7 Average,Touch 6+ Seconds,7+ Dribbles,3,1,1,1,1,1,0.0556,2,2,1,0.1111,0,0,,0
Kawhi Leonard,LAC,IND,12/18/2023,2-4 Feet - Tight,15-7 Average,Touch 2-6 Seconds,3-6 Dribbles,3,0.6667,,2,3,0.6667,0.1667,0,0,,0,0,0,,0
Keegan Murray,SAC,UTA,3/31/2024,6+ Feet - Wide Open,18-15 Early,Touch < 2 Seconds,0 Dribbles,5,0.9,0.9,0,0,,0,0,0,,0,3,5,0.6,0.2778
Keegan Murray,SAC,PHX,4/12/2024,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,5,0.9,0.9,0,0,,0,0,0,,0,3,5,0.6,0.2632
Keegan Murray,SAC,NYK,4/4/2024,6+ Feet - Wide Open,18-15 Early,Touch < 2 Seconds,0 Dribbles,5,0.9,0.9,0,0,,0,0,0,,0,3,5,0.6,0.3571
Keegan Murray,SAC,PHI,3/25/2024,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,1,1,1,1,1,0.05,0,0,,0,2,3,0.6667,0.15
Keegan Murray,SAC,UTA,12/16/2023,6+ Feet - Wide Open,22-18 Very Early,Touch < 2 Seconds,0 Dribbles,4,1.5,1.5,0,0,,0,0,0,,0,4,4,1,0.1739
Keegan Murray,SAC,MIA,1/31/2024,6+ Feet - Wide Open,18-15 Early,Touch < 2 Seconds,0 Dribbles,4,0.75,0.75,0,0,,0,0,0,,0,2,4,0.5,0.2222
Keegan Murray,SAC,UTA,10/25/2023,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,0.375,0.375,0,0,,0,0,0,,0,1,4,0.25,0.3077
Keegan Murray,SAC,UTA,12/16/2023,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,0.75,0.75,0,0,,0,0,0,,0,2,4,0.5,0.1739
Keegan Murray,SAC,DET,1/9/2024,6+ Feet - Wide Open,22-18 Very Early,Touch < 2 Seconds,0 Dribbles,3,1,1,0,0,,0,0,0,,0,2,3,0.6667,0.1765
Keegan Murray,SAC,PHX,12/22/2023,4-6 Feet - Open,15-7 Average,Touch 2-6 Seconds,2 Dribbles,3,0.6667,0.6667,0,0,,0,2,3,0.6667,0.2308,0,0,,0
Keegan Murray,SAC,PHX,12/22/2023,6+ Feet - Wide Open,22-18 Very Early,Touch < 2 Seconds,0 Dribbles,3,1,1,0,0,,0,0,0,,0,2,3,0.6667,0.2308
Keegan Murray,SAC,GSW,10/27/2023,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,3,0.5,0.5,0,0,,0,0,0,,0,1,3,0.3333,0.1875
Keegan Murray,SAC,BOS,12/20/2023,4-6 Feet - Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,3,0.3333,0,1,1,1,0.0909,0,0,,0,0,2,0,0.1818
Keegan Murray,SAC,BOS,12/20/2023,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,3,0.5,0.5,0,0,,0,0,1,0,0.0909,1,2,0.5,0.1818
Keegan Murray,SAC,WAS,12/18/2023,2-4 Feet - Tight,15-7 Average,Touch 2-6 Seconds,2 Dribbles,3,0.3333,,1,3,0.3333,0.1765,0,0,,0,0,0,,0
Keegan Murray,SAC,UTA,10/25/2023,4-6 Feet - Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,3,1.5,1.5,0,0,,0,0,0,,0,3,3,1,0.2308
Keldon Johnson,SAS,SAC,3/7/2024,4-6 Feet - Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,5,0.5,0.5,0,0,,0,1,1,1,0.0588,1,4,0.25,0.2353
Keldon Johnson,SAS,GSW,3/11/2024,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,0.375,0.375,0,0,,0,0,0,,0,1,4,0.25,0.3333
Keldon Johnson,SAS,CHI,12/8/2023,4-6 Feet - Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,0.75,0.75,0,0,,0,0,0,,0,2,4,0.5,0.3636
Keldon Johnson,SAS,LAC,11/22/2023,2-4 Feet - Tight,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,0.625,0.5,1,1,1,0.0769,0,0,,0,1,3,0.3333,0.2308
Keldon Johnson,SAS,MEM,1/2/2024,2-4 Feet - Tight,15-7 Average,Touch 2-6 Seconds,3-6 Dribbles,3,0.3333,,1,3,0.3333,0.1875,0,0,,0,0,0,,0
Keldon Johnson,SAS,LAL,12/15/2023,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,3,0.5,0.5,0,0,,0,0,0,,0,1,3,0.3333,0.1875
Kelly Olynyk,UTA,DET,12/21/2023,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,3,1,1,0,0,,0,0,0,,0,2,3,0.6667,0.1875
Kelly Olynyk,UTA,DET,12/21/2023,6+ Feet - Wide Open,18-15 Early,Touch < 2 Seconds,0 Dribbles,3,0.5,0.5,0,0,,0,0,0,,0,1,3,0.3333,0.1875
Kelly Oubre Jr.,PHI,SAS,4/7/2024,2-4 Feet - Tight,15-7 Average,Touch 2-6 Seconds,3-6 Dribbles,5,0.6,,3,5,0.6,0.2273,0,0,,0,0,0,,0
Kelly Oubre Jr.,PHI,GSW,1/30/2024,2-4 Feet - Tight,15-7 Average,Touch 2-6 Seconds,3-6 Dribbles,4,1,,4,4,1,0.2857,0,0,,0,0,0,,0
Kelly Oubre Jr.,PHI,DAL,3/3/2024,2-4 Feet - Tight,15-7 Average,Touch 2-6 Seconds,3-6 Dribbles,4,0.75,,3,4,0.75,0.2353,0,0,,0,0,0,,0
Kelly Oubre Jr.,PHI,UTA,2/1/2024,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,0.375,0.375,0,0,,0,0,0,,0,1,4,0.25,0.2857
Kelly Oubre Jr.,PHI,POR,1/29/2024,2-4 Feet - Tight,15-7 Average,Touch 2-6 Seconds,3-6 Dribbles,4,0.5,,2,4,0.5,0.2,0,0,,0,0,0,,0
Kenrich Williams,OKC,DEN,12/29/2023,6+ Feet - Wide Open,18-15 Early,Touch < 2 Seconds,0 Dribbles,3,0,0,0,0,,0,0,0,,0,0,3,0,0.4286
Kentavious Caldwell-Pope,DEN,OKC,1/31/2024,4-6 Feet - Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,0.75,0.75,0,0,,0,0,0,,0,2,4,0.5,0.4
Kentavious Caldwell-Pope,DEN,LAC,4/4/2024,6+ Feet - Wide Open,22-18 Very Early,Touch < 2 Seconds,0 Dribbles,4,1,1,1,1,1,0.0769,0,0,,0,2,3,0.6667,0.2308
Kentavious Caldwell-Pope,DEN,MIA,2/29/2024,4-6 Feet - Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,0.375,0.375,0,0,,0,0,0,,0,1,4,0.25,0.3636
Kentavious Caldwell-Pope,DEN,UTA,1/10/2024,4-6 Feet - Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,4,0.625,0.5,1,1,1,0.1111,0,1,0,0.1111,1,2,0.5,0.2222
Kentavious Caldwell-Pope,DEN,GSW,1/4/2024,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,3,0.6667,0.5,1,1,1,0.125,1,1,1,0.125,0,1,0,0.125
Kentavious Caldwell-Pope,DEN,MEM,12/28/2023,4-6 Feet - Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,3,0.5,0.75,0,1,0,0.1,0,0,,0,1,2,0.5,0.2
Kentavious Caldwell-Pope,DEN,GSW,12/25/2023,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,3,1,1,0,0,,0,0,0,,0,2,3,0.6667,0.2308
Kenyon Martin Jr.,PHI,UTA,1/6/2024,2-4 Feet - Tight,15-7 Average,Touch < 2 Seconds,0 Dribbles,3,0.6667,,2,3,0.6667,0.4286,0,0,,0,0,0,,0
Kenyon Martin Jr.,LAC,SAS,10/29/2023,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,3,0.5,0.5,0,0,,0,0,0,,0,1,3,0.3333,0.5
Keon Ellis,SAC,OKC,4/9/2024,6+ Feet - Wide Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,7,0.8571,0.8571,0,0,,0,0,0,,0,4,7,0.5714,0.4118
Keon Ellis,SAC,WAS,12/18/2023,6+ Feet - Wide Open,18-15 Early,Touch < 2 Seconds,0 Dribbles,3,0,0,0,0,,0,0,0,,0,0,3,0,0.6
Kevin Durant,PHX,CLE,3/11/2024,4-6 Feet - Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,6,1,1,0,0,,0,0,0,,0,4,6,0.6667,0.2308
Kevin Durant,PHX,CHI,11/8/2023,2-4 Feet - Tight,15-7 Average,Touch < 2 Seconds,0 Dribbles,5,0.4,0,2,3,0.6667,0.1875,0,0,,0,0,2,0,0.125
Kevin Durant,PHX,DEN,12/1/2023,2-4 Feet - Tight,15-7 Average,Touch 2-6 Seconds,3-6 Dribbles,5,0.2,0,1,2,0.5,0.08,0,3,0,0.12,0,0,,0
Kevin Durant,PHX,DET,11/5/2023,2-4 Feet - Tight,15-7 Average,Touch 2-6 Seconds,3-6 Dribbles,5,0.6,0.3333,2,2,1,0.0741,1,3,0.3333,0.1111,0,0,,0
Kevin Durant,PHX,CHI,1/22/2024,4-6 Feet - Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,5,0.8,0.8,0,0,,0,1,2,0.5,0.0625,2,3,0.6667,0.0938
Kevin Durant,PHX,GSW,2/10/2024,4-6 Feet - Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,5,0.7,0.625,1,1,1,0.04,1,1,1,0.04,1,3,0.3333,0.12
Kevin Durant,PHX,CHI,1/22/2024,2-4 Feet - Tight,15-7 Average,Touch < 2 Seconds,0 Dribbles,5,0.2,0.2,0,0,,0,1,3,0.3333,0.0938,0,2,0,0.0625
Kevin Durant,PHX,NOP,4/7/2024,4-6 Feet - Open,15-7 Average,Touch < 2 Seconds,0 Dribbles,5,1.1,1.125,1,1,1,0.0455,0,0,,0,3,4,0.75,0.1818
Kevin Durant,PHX,NOP,4/1/2024,2-4 Feet - Tight,7-4 Late,Touch 6+ Seconds,3-6 Dribbles,4,0.5,0.6667,0,1,0,0.0526,2,3,0.6667,0.1579,0,0,,0
Kevin Durant,PHX,DEN,3/5/2024,2-4 Feet - Tight,15-7 Average,Touch 2-6 Seconds,3-6 Dribbles,4,0,0,0,1,0,0.0294,0,3,0,0.0882,0,0,,0
Kevin Durant,PHX,POR,11/21/2023,2-4 Feet - Tight,15-7 Average,Touch 2-6 Seconds,3-6 Dribbles,4,0.75,0.5,2,2,1,0.0952,1,2,0.5,0.0952,0,0,,0
Kevin Durant,PHX,DAL,2/22/2024,4-6 Feet - Open,15-7 Average,Touch 6+ Seconds,7+ Dribbles,4,0.5,0.5,0,0,,0,2,3,0.6667,0.1364,0,1,0,0.0455
Kevin Durant,PHX,SAC,2/13/2024,2-4 Feet - Tight,15-7 Average,Touch 6+ Seconds,7+ Dribbles,4,0.25,0.25,0,0,,0,1,2,0.5,0.1176,0,2,0,0.1176
Kevin Durant,PHX,LAL,11/10/2023,2-4 Feet - Tight,15-7 Average,Touch 6+ Seconds,7+ Dribbles,4,0.5,0.3333,1,1,1,0.037,1,2,0.5,0.0741,0,1,0,0.037
